et,eta,theta,phi
73.5596,-0.364761,1.92773,0.906135
58.1217,1.31225,0.525958,-2.49796
53.6626,2.2843,0.20299,1.21724
47.705,0.925627,0.754596,1.42831
44.8307,-1.2487,2.58284,-1.95752
34.4668,2.84703,0.115902,-0.805499
27.1635,-0.414443,1.97386,-0.114061
25.4828,0.738115,0.891809,-0.686843
26.1345,-0.106134,1.67673,2.51955
22.6118,-1.98207,2.86775,2.6723
21.5975,1.69695,0.362461,0.0537278
19.4793,3.67768,0.0505523,-3.04111
20.9618,-0.0163058,1.5871,-1.73298
17.9185,-3.29602,3.06757,-0.901389
15.8976,2.19146,0.222583,3.09891
15.7372,1.96377,0.278837,-1.39389
15.4183,-2.27289,2.93629,-1.77837
15.4272,-1.07992,2.48679,3.12666
13.7043,-3.73875,3.09403,2.07125
13.628,1.69392,0.363538,2.21648
13.4257,3.95444,0.0383343,1.10687
13.2742,3.10143,0.0899094,-1.73297
12.6369,-3.31509,3.06896,-2.16486
12.073,4.4069,0.0243845,-2.08132
12.0158,4.31742,0.0266669,-0.882139
11.802,3.14463,0.0861126,2.10937
11.6815,-1.99227,2.87049,0.0566019
10.913,-3.09811,3.05138,2.97531
10.3645,0.630203,0.978592,0.433136
10.7543,-0.0811768,1.65188,-2.62121
10.0299,-1.31285,2.61594,-0.982542
9.76622,2.70617,0.133386,0.0682321
9.4618,-4.05473,3.10692,0.971606
8.18996,-2.44129,2.96793,1.92608
7.89202,-2.67787,3.00439,0.75076
7.99085,-0.84801,2.33232,1.95026
7.49067,-1.38575,2.65138,1.34822
7.32444,4.13508,0.032,2.22198
6.77891,-4.28087,3.11393,-1.57728
6.95742,0.950423,0.737764,2.59858
5.96186,-4.33975,3.11551,-3.01667
5.73428,-2.04825,2.88509,-2.66773
5.54385,4.27234,0.0278965,0.331024
5.61845,-0.308766,1.87477,-0.999609
5.32869,-4.35834,3.11599,-0.171958
4.31859,2.39048,0.182662,-2.39888
4.23782,0.758735,0.875867,-1.52279
4.13063,4.76487,0.0170476,3.1153
3.20178,3.06776,0.0929834,0.953782
3.19,4.93557,0.0143724,1.55111
3.10875,2.9343,0.106236,-2.89117
