pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
8.71295,-1,0.00044148,0.000442779,-0.0263187,2.11062,-2.25038,0
16.3829,1,0.000485611,0.000629654,-0.0232686,-1.68863,-0.698738,0
