et,eta,theta,phi
380.553,0.187112,1.38477,-0.160551
234.966,-1.80329,2.81502,-2.7462
186.689,1.34407,0.510202,2.26339
78.6447,-1.20231,2.55776,2.63332
71.4132,-0.699918,2.2197,0.267877
48.9512,-3.94457,3.10288,-2.55913
31.6445,-1.96728,2.86372,-1.29149
34.2535,0.252953,1.3205,2.2131
28.5939,-2.88205,3.02967,2.98726
27.2091,-3.143,3.05534,-0.416569
26.7423,-2.06973,2.89048,1.73211
27.1646,1.47591,0.449421,-1.21198
26.2458,-3.11515,3.05291,-1.52326
25.1838,3.1383,0.0866587,0.553481
26.1958,-0.92619,2.38738,-1.90643
26.5646,-0.478131,2.03169,-2.96306
24.2016,0.683878,0.934732,1.16127
23.3466,-0.849837,2.33365,1.51985
21.9979,-2.77254,3.01675,0.623297
21.5275,2.6708,0.138174,1.55298
21.1655,3.09858,0.0901656,-0.519961
19.5211,3.10349,0.0897244,2.5422
19.1538,4.18372,0.0304809,2.9058
19.1608,1.33424,0.515023,-2.20615
18.1827,3.6515,0.0518926,-1.56108
17.95,-4.1665,3.11058,0.875376
18.0345,1.71694,0.355441,0.766841
17.4566,1.48305,0.44633,-0.224337
18.262,0.277138,1.29714,-1.6005
16.1494,2.04679,0.256875,3.07792
15.0604,-3.78807,3.09632,2.3761
14.7829,-1.76541,2.80264,-0.121204
13.317,-4.3228,3.11507,-0.962087
13.7586,0.485645,1.10319,-2.77622
13.1972,-0.934112,2.39279,-0.834361
12.3467,4.29132,0.027372,-0.213645
12.126,4.62713,0.0195649,1.06563
10.9063,3.09947,0.0900854,-2.56676
10.621,-3.08945,3.0506,1.68245
8.91571,-1.72352,2.78843,0.816219
8.74432,-2.7805,3.01774,-2.2876
7.74495,4.45476,0.0232452,-1.28753
7.72055,-4.71226,3.12362,2.86319
7.29491,4.42636,0.0239147,-2.43562
6.84871,2.36148,0.188006,-1.85426
6.83021,-4.76243,3.1245,-1.82714
5.82217,-4.57905,3.12106,-0.0492346
5.46698,3.83252,0.0433031,1.72092
5.42557,2.3327,0.19346,-1.00538
4.86244,-4.9495,3.12742,1.59257
3.93598,4.92336,0.0145491,2.00884
4.0765,0.0355839,1.53522,0.648434
3.73441,0.740082,0.89028,0.404272
3.21118,2.18882,0.223167,-0.0710562
