pt,charge,pos_x,pos_y,pos_z,phi,eta
1.17674,1,0.000716102,0.000651473,-0.0100274,-0.299178,-1.96458
6.37957,1,0.000708639,0.00060902,0.00639155,-2.92648,-2.26656
2.7691,-1,0.000802688,0.00063889,-0.00789708,-1.3484,-2.2578
14.5351,1,-0.000158714,0.0030993,0.0110037,-2.80631,-2.24855
3.42963,1,-0.00308663,0.00763803,0.0382389,-2.64622,-1.68543
