energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
9.70217,-0.666198,-1.19945,0.0831316,0.0605526,-2.07779,undefined,0.0164878,0.0321484,9.47579,0
11.9665,0.853863,1.07983,-1.04127,-0.69825,0.90173,undefined,0.0204778,0.0342478,11.7743,0
8.29059,-0.717984,-1.15979,0.293842,0.213787,-2.12512,undefined,0.0200371,0.054911,8.12908,0
8.20332,-0.728235,-1.15906,0.242135,0.17598,-2.13176,undefined,0.0172613,0.0232859,8.04435,0
9.60216,0.854913,1.06572,-0.958583,-0.653992,0.894718,undefined,0.0136408,0.0296111,9.37587,0
7.19043,-0.535142,-1.25413,0.166065,0.121492,-1.97411,undefined,0.0182954,0.0869873,7.0288,0
6.13012,1.1099,-0.768326,1.54674,0.980825,-0.605502,undefined,0.0125769,0.0300837,6.11382,0
4.33337,1.01758,0.890736,-0.718098,-0.508762,0.719028,undefined,0.0104641,0.0890132,4.32132,0
3.29616,-1.05853,-0.866753,-0.506712,-0.362388,-2.45548,undefined,0.0139513,0.0137222,3.34087,0
2.51898,-1.02016,0.887855,-1.16781,-0.78149,2.42543,undefined,0.0147415,0.090375,2.46337,0
1.67611,-0.68495,-1.17556,0.364759,0.264984,-2.09837,undefined,0.0100428,0.00887171,1.6808,0
1.37126,-0.17494,1.34349,0.142019,0.104633,1.70028,undefined,0.0061646,0.00606333,1.38232,0
