energy,et,eta,phi,pos,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03
29.6276,26.0423,-0.518894,3.12348,0.000746367,0.000617288,0.0892238,0.237749,0.237749,0,9.33476,13.8828,14.0763,18.2158,7.4303,0.0218946,0.0203611,0.512453,0.762131,0.481748,6.28861,13.6045,13.6045,0,49.3127,38.9881,7,6,5.82369,13.6045,13.6045,0,48.8419,38.5172,6,5
