eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
1.26654,-1.65725,0.912483,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
0.992425,-0.55656,3.99705,-1,1.19057,0,0,-1,0,0,0,0,,-999,0,0,,,1
-1.17579,-2.95159,1.43751,-1,3.60445,1.91774,0.903114,0.457624,1.75944,0.630441,0.630441,0.964334,,-999,0,0,,,1
-0.88723,2.15757,1.03601,1,0,6.12633,0.830408,0.877476,0.838208,0.838208,0.838208,0,,-999,0,0,,,1
0.435932,1.4334,1.1056,1,8.4535,0,2.10783,0.320962,2.34054,1.78946,0,0,,-999,0,0,,,1
2.14945,-0.357132,0.509448,1,3.36239,5.09862,2.0838,0.655131,6.73225,3.71515,1.14,0,,-999,0,0,,,1
0.228204,-2.88181,2.72024,1,5.21419,5.24111,0.0553721,0.945735,0.114641,0.114641,0,0.405119,,-999,0,0,,,1
0.32211,2.63858,1.355,1,8.61826,2.53739,2.47616,0.586636,3.52482,1.95719,0,5.00234,,-999,0,0,,,1
-1.40464,2.68909,1.80614,1,4.51716,11.143,1.2866,0.790655,1.79977,0.65674,0.616253,5.95497,,-999,0,0,,,1
-0.491257,-3.12511,47.098,1,8.26221,16.4874,11.2718,0.682555,0.988791,0.4711,0.742486,2.05005,,-999,0,0,,,1
0.0424097,-0.1147,25.4237,1,20.5656,4.75085,22.7797,0.344499,2.12726,1.21343,2.06195,1.0276,,-999,0,0,,,1
-0.591795,-0.884835,2.61611,1,31.0027,2.00053,8.05994,0.467398,7.44035,3.59641,0,6.28736,,-999,0,0,,,1
-0.391596,2.33077,4.46843,-1,0,0,0.764812,0.806941,0.744148,0.744148,0.744148,0.622804,,-999,0,0,,,1
-2.51061,2.74507,5.49123,-1,0,1.16223,2.21545,0.491721,5.64571,2.31834,1.70997,5.46179,,-999,0,0,,,1
-0.726623,-2.4697,3.35266,-1,1.22122,1.0018,0.779917,0.710998,1.23365,0.631137,0,0.798959,,-999,0,0,,,1
-1.60858,2.20767,5.30749,-1,0,2.60526,0.982734,0.655764,4.01074,1.10845,0.740569,7.64038,,-999,0,0,,,1
0.585454,0.603296,3.0699,-1,10.7716,0.663967,1.92997,0.55493,2.4654,1.20502,1.20502,3.07396,,-999,0,0,,,1
0.00522961,0.83239,11.861,-1,8.82969,3.7879,0.134959,0.971503,0.0826781,0.0826781,0,1.63089,,-999,0,0,,,1
4.42909,2.39202,4.80746,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.36216,-1.47558,6.83617,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
