pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000733118,0.000697061,0.0717605,-0.431897,-0.00387491,-0.901915,1.03523,-3.13262,-1.48239,-1,21.56,30
0.000710845,0.000656148,-0.0517518,-0.781688,-0.160848,-0.60257,1.47947,-2.93865,-0.697173,1,12.6982,11
0.000699391,0.000725241,-0.0516493,-0.940472,-0.171042,0.293694,0.80899,-2.96169,0.302604,-1,4.16523,6
0.000741077,0.000576645,0.0777853,-0.457573,-0.100504,0.883474,0.974519,-2.92538,1.39138,-1,32.5592,37
0.000781026,0.000375922,0.0221902,-0.863982,-0.195803,0.463893,0.96232,-2.91873,0.50226,-1,19.4803,18
0.000755333,0.000537775,0.0780328,-0.615925,-0.186513,-0.765408,3.11325,-2.84755,-1.00914,-1,18.3338,14
0.000746743,0.000575634,0.0777675,-0.585638,-0.233096,-0.776334,7.05053,-2.76279,-1.03608,1,6.02078,12
0.000875167,0.00019936,0.0212284,-0.335029,-0.120456,0.934476,0.937077,-2.79645,1.69259,-1,29.876,37
0.000713685,0.000623222,-0.0519339,-0.835613,-0.42344,-0.349928,0.998109,-2.67257,-0.365361,1,9.51554,15
0.000811885,0.000451861,0.0777714,-0.802255,-0.401857,-0.441473,2.32521,-2.67722,-0.474059,1,10.8014,14
0.000731791,0.000612086,0.0778979,-0.881627,-0.41794,0.219225,1.22724,-2.69891,0.222842,-1,10.7445,16
0.000788398,0.000495453,0.0777669,-0.800475,-0.389043,-0.455943,1.48587,-2.6892,-0.492178,-1,18.0703,15
0.000739384,0.000589824,0.0183791,-0.711007,-0.443724,0.545506,0.994722,-2.58366,0.611961,1,14.3247,14
0.000812988,0.000511768,0.022209,-0.727002,-0.639401,0.250267,1.13749,-2.42022,0.255698,1,12.0524,14
0.000760119,0.000566288,-0.0519487,-0.616564,-0.55942,0.553985,0.891592,-2.40475,0.624112,1,3.40836,5
0.000689826,0.000652403,-0.00355784,-0.572487,-0.468812,0.672662,1.32275,-2.45543,0.815589,-1,5.86628,17
0.000561442,0.000768644,-0.0653851,-0.256012,-0.255069,0.932415,1.28195,-2.35804,1.67657,1,24.6483,25
0.000722313,0.000613917,0.0222245,-0.683331,-0.696296,-0.219615,1.01113,-2.3468,-0.223251,-1,3.90826,3
0.000716341,0.000617354,0.0223319,-0.604808,-0.774215,0.186542,1.96782,-2.23396,0.188752,1,12.9457,15
0.000775275,0.000570743,0.0779299,-0.336029,-0.385962,-0.859138,1.16979,-2.28714,-1.29004,-1,55.8424,12
0.000753294,0.000586502,-0.0518508,-0.525686,-0.731972,-0.433441,1.03256,-2.19362,-0.464126,1,7.6325,11
0.00073404,0.000604601,0.0222269,-0.387918,-0.659742,0.64363,0.761637,-2.10233,0.764347,1,23.6581,15
0.000626997,0.000659184,-0.120408,-0.178446,-0.326874,0.928068,0.80632,-2.0705,1.64428,1,41.5527,41
0.000645486,0.00065529,-0.0540137,-0.367862,-0.609145,-0.702581,4.43524,-2.11408,-0.87238,1,6.90561,12
0.00069452,0.000618654,-0.0539095,-0.300244,-0.914396,-0.271541,1.05484,-1.88806,-0.278526,-1,9.21877,17
0.000998798,0.000551278,0.079173,-0.0548434,-0.26365,-0.963058,2.08403,-1.77589,-1.98646,-1,18.9842,27
0.000720996,0.000610204,-0.0539522,-0.06687,-0.954851,0.289461,0.780783,-1.64071,0.297977,1,29.802,17
0.00075603,0.000606812,-0.0538931,-0.0918002,-0.955588,0.280044,1.35544,-1.66657,0.287729,-1,11.2279,14
