detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4
604017384,0.327314,-0.967954,6.07601,0.0305868,-1.02023,6.07741,0.16015,-2.64235,6.07772,0.759907,-2.53669,6.0749,0.32799,-0.967873,6.22301,0.0312628,-1.02015,6.22441,0.160826,-2.64227,6.22471,0.760583,-2.53661,6.2219
604017392,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017896,0.327314,-0.967954,6.07601,0.0305868,-1.02023,6.07741,0.16015,-2.64235,6.07772,0.759907,-2.53669,6.0749,0.32799,-0.967873,6.22301,0.0312628,-1.02015,6.22441,0.160826,-2.64227,6.22471,0.760583,-2.53661,6.2219
604017904,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017392,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017400,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
604017904,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017912,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
604017392,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017400,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
604017904,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017912,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
604017392,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017904,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017392,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017400,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
604017904,0.489462,-0.897249,5.7836,0.206373,-1.00041,5.78402,0.616489,-2.57517,5.7838,1.18868,-2.36666,5.78295,0.489669,-0.897215,5.9306,0.20658,-1.00038,5.93102,0.616696,-2.57514,5.9308,1.18889,-2.36662,5.92995
604017912,0.637832,-0.799384,6.07669,0.376828,-0.949912,6.07669,1.0529,-2.43011,6.07669,1.58045,-2.12586,6.07669,0.637832,-0.799384,6.22369,0.376828,-0.949912,6.22369,1.0529,-2.43011,6.22369,1.58045,-2.12586,6.22369
