pos_1,dir_1,pos_2,dir_2
0.000733118,0.000697061,0.0717605,-1.03519,-0.00928759,-2.16176,-0.89949,-0.903939,-2.86271,-0.011218,-0.990394,-2.07692
0.000710845,0.000656148,-0.0517518,-1.44911,-0.298184,-1.11706,-1.21205,0.396385,-1.04691,-0.976424,1.07877,-1.08239
0.000699391,0.000725241,-0.0516493,-0.795934,-0.144755,0.248557,-0.301757,-1.239,0.445944,0.626679,-0.468468,0.24242
0.000741077,0.000576645,0.0777853,-0.951829,-0.209065,1.83778,-0.608462,-1.1207,2.80326,0.316919,-0.863617,1.75055
0.000781026,0.000375922,0.0221902,-0.938521,-0.212696,0.503914,-0.579182,-1.1361,0.773502,0.376178,-0.850355,0.479332
0.000755333,0.000537775,0.0780328,-2.97963,-0.902286,-3.70278,-1.09952,-0.645954,-1.45267,-2.19438,-2.12847,-3.63411
0.000746743,0.000575634,0.0777675,-6.55071,-2.60732,-8.68377,-1.22735,-0.346131,-1.49715,-6.8996,-1.198,-8.62881
0.000875167,0.00019936,0.0212284,-0.881813,-0.317046,2.45959,-0.516957,-0.965135,3.16813,0.193073,-0.820188,2.23003
0.000713685,0.000623222,-0.0519339,-0.890322,-0.451164,-0.372838,-1.19198,0.453168,-0.583442,-0.351123,0.903326,-0.358058
0.000811885,0.000451861,0.0777714,-2.07897,-1.04138,-1.14404,-1.26201,-0.183088,-0.561156,-2.26188,0.403951,-1.13128
0.000731791,0.000612086,0.0778979,-1.10894,-0.525701,0.27575,-0.594487,-1.12818,0.383522,0.189208,-1.187,0.268124
0.000788398,0.000495453,0.0777669,-1.3364,-0.64951,-0.761199,-0.721333,-1.0516,-0.606251,-0.114635,-1.44851,-0.745525
0.000739384,0.000589824,0.0183791,-0.843872,-0.526642,0.647444,-1.2254,0.352946,0.964235,-0.413006,0.866966,0.63306
0.000812988,0.000511768,0.022209,-0.854141,-0.751221,0.294034,-1.27504,-0.0210196,0.389256,-0.855737,0.706716,0.295534
0.000760119,0.000566288,-0.0519487,-0.660307,-0.599108,0.593288,-1.23812,0.305363,0.959525,-0.288012,0.811622,0.58106
0.000689826,0.000652403,-0.00355784,-1.02339,-0.838056,1.20246,-0.368588,-1.22079,1.23141,0.379615,-1.22826,1.17569
0.000561442,0.000768644,-0.0653851,-0.908145,-0.904801,3.30754,-1.15344,-0.259862,3.16813,-1.11318,0.378722,3.08082
0.000722313,0.000613917,0.0222245,-0.708227,-0.721664,-0.227616,0.052074,-1.27416,-0.304851,0.750454,-0.641509,-0.226503
0.000716341,0.000617354,0.0223319,-1.21142,-1.55074,0.37364,-1.10245,-0.640925,0.268545,-1.92343,-0.27918,0.365211
0.000775275,0.000570743,0.0779299,-0.768126,-0.882269,-1.9639,-0.0513367,-1.27419,-2.23642,0.667499,-0.906326,-1.90176
0.000753294,0.000586502,-0.0518508,-0.602322,-0.838683,-0.49663,-1.26086,-0.190833,-0.740887,-0.793521,0.609699,-0.485481
0.00073404,0.000604601,0.0222269,-0.386043,-0.656553,0.640519,-1.23752,0.307786,1.41811,-0.0188865,0.732822,0.599166
0.000626997,0.000659184,-0.120408,-0.386359,-0.707728,2.0094,-1.09201,-0.15561,3.16813,-0.477785,0.493686,1.79437
0.000645486,0.00065529,-0.0540137,-2.29279,-3.79664,-4.37901,-0.829585,-0.968497,-1.32247,-3.36453,-2.81769,-4.34612
0.00069452,0.000618654,-0.0539095,-0.329075,-1.0022,-0.297615,0.565981,-1.14274,-0.454603,0.966888,-0.327945,-0.290006
0.000998798,0.000551278,0.079173,-0.424427,-2.04036,-7.45299,0.0369089,-0.89359,-3.16813,0.545889,-1.92787,-7.22806
0.000720996,0.000610204,-0.0539522,-0.0545461,-0.778876,0.236114,-1.22943,-0.338659,0.457538,-0.422525,0.621297,0.231955
0.00075603,0.000606812,-0.0538931,-0.129616,-1.34923,0.395403,0.5879,-1.13162,0.341734,1.15568,-0.654869,0.390852
0.000735259,0.000609072,0.0418694,0.321862,-0.821754,-0.612582,1.24708,-0.266427,-1.00187,0.592824,0.605802,-0.587124
0.000476542,0.000485001,0.0413642,0.477525,-0.992124,-0.0363768,1.17896,-0.486048,0.00246818,1.0103,0.366446,-0.0290376
0.000766308,0.000634044,-0.00367222,0.417453,-0.670108,-0.326838,-0.823678,-0.973519,-0.723559,-0.672904,0.311675,-0.317508
0.000758485,0.000620669,0.0779091,0.740449,-1.21552,-0.138134,0.00639574,-1.2752,-0.0530935,-0.721054,-1.19682,-0.136539
0.000757329,0.000643627,-0.0996391,0.481778,-0.638463,1.28484,-0.655921,-1.0936,2.53979,-0.739082,0.128548,1.21919
0.00110395,0.000913955,0.0217511,0.632139,-0.775488,1.34884,-0.196103,-1.26005,1.9784,-0.798639,-0.497837,1.28005
0.000521993,0.000464863,-0.0519005,0.955257,-1.30354,-2.29314,1.13624,-0.578917,-1.92713,1.59197,-0.012314,-2.26288
0.000744083,0.000618171,0.0425127,0.94447,-1.15554,1.45632,1.19043,-0.457259,1.35694,1.42838,0.218842,1.43225
0.000783566,0.000654298,0.0425775,3.94483,-4.42927,8.25642,0.725409,-1.0488,1.82358,2.70879,-5.19146,8.16005
0.000789141,0.000668345,0.0224791,1.08975,-1.09283,-0.938398,0.364275,-1.22209,-0.785302,-0.314416,-1.48447,-0.922634
0.000781282,0.00065734,0.0777192,2.06143,-1.87924,3.53016,1.13383,-0.583628,1.70307,2.70508,-0.587943,3.48925
0.000769224,0.000642892,0.0779376,0.859111,-0.808424,2.65126,1.26951,-0.120631,3.12784,0.928456,0.572727,2.43896
0.000718619,0.000585281,0.0776953,0.867442,-0.664493,0.186443,0.226474,-1.25495,0.331559,-0.577246,-0.879082,0.193943
0.000741057,0.000615206,0.0778167,6.47383,-4.60073,10.6738,0.968267,-0.829856,1.79282,5.51527,-5.67931,10.6333
0.000724071,0.000617493,-0.0543128,0.929609,-0.522569,-0.554378,1.23482,0.318451,-0.799088,0.530963,0.878547,-0.54805
0.000742079,0.000620578,0.0776308,2.3485,-1.21851,3.59098,1.25032,-0.250768,1.83224,2.58745,0.212162,3.53191
0.000732747,0.000640258,-0.0516167,0.883251,-0.365264,1.3341,0.379706,-1.21738,1.9843,-0.502787,-0.769934,1.29569
0.000733211,0.000602463,0.0777774,2.89102,-1.0941,2.40275,1.05274,-0.719676,1.07577,2.04056,-2.27731,2.36993
0.00073624,0.000612615,0.0777397,4.70032,-1.19266,-1.29402,1.26933,-0.122465,-0.264178,4.82187,0.26391,-1.29113
0.000726978,0.000644441,-0.0539271,1.25876,-0.254768,-1.62521,0.889252,-0.914014,-1.77327,0.20831,-1.22187,-1.58191
0.00072662,0.000565096,0.0777812,1.29267,-0.25145,1.08173,0.902934,-0.900493,1.18476,0.246928,-1.26179,1.05166
0.000759519,0.000767905,0.0777563,1.45743,-0.224493,-0.598933,0.998161,-0.793632,-0.464262,0.533233,-1.35177,-0.590669
0.000743146,0.000671797,0.0778268,1.1145,-0.144923,0.660827,0.845015,-0.95506,0.89612,0.00383921,-1.09153,0.641348
0.000720879,0.000629383,-0.0649449,2.65375,-0.287514,-3.58123,1.25731,0.212988,-1.80017,2.36577,1.12192,-3.52403
0.000734471,0.000607857,0.0776158,0.81866,0.053957,0.700543,0.51171,1.16805,1.40451,-0.506076,0.605138,0.671447
0.000731294,0.000587225,-0.00372835,2.62698,0.696712,-0.792462,1.27513,-0.0159625,-0.378313,2.57444,-0.759523,-0.778928
0.000704496,0.00067066,-0.0519756,0.752718,0.196532,-1.16626,0.0195532,1.27507,-2.64647,-0.68898,0.181571,-1.0848
0.000690941,0.000672076,-0.0541702,1.05439,0.49614,2.16842,1.23913,-0.301242,2.52588,0.668182,-0.881958,2.0848
0.000698166,0.00066446,-0.0540298,0.990374,0.399639,3.53547,0.578446,0.715791,3.16813,0.178635,0.979869,3.37217
0.000763393,0.000540215,0.0780454,1.40353,0.612186,4.18783,0.740481,0.811605,3.16813,0.471575,1.36892,3.9662
0.000771576,0.000532412,0.0777816,1.86597,0.935688,1.82953,0.869068,0.933231,1.21516,0.778326,1.89485,1.79007
