detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838887074,1,-1.14218,0.605791,-1.32289,-1.15542,0.613723,-1.30571,-1.14374,0.632437,-1.30571,-1.13065,0.624267,-1.32289,-1.28729,0.693011,-1.47862,-1.30211,0.701887,-1.45939,-1.28892,0.723026,-1.45939,-1.27427,0.713883,-1.47862
838886562,1,-1.14218,0.605792,-1.2913,-1.15519,0.613601,-1.27397,-1.14352,0.632299,-1.27397,-1.13065,0.624268,-1.2913,-1.28894,0.693849,-1.445,-1.30361,0.702652,-1.42546,-1.29034,0.723915,-1.42546,-1.27583,0.714861,-1.445
838887586,1,-1.14218,0.605791,-1.3548,-1.15559,0.613831,-1.3378,-1.14391,0.632545,-1.3378,-1.13065,0.624267,-1.3548,-1.28571,0.692022,-1.51253,-1.30072,0.701019,-1.4935,-1.28753,0.722158,-1.4935,-1.27268,0.712894,-1.51253
838888098,1,-1.14218,0.605791,-1.38705,-1.15576,0.613937,-1.37024,-1.14408,0.632652,-1.37024,-1.13065,0.624267,-1.38705,-1.2841,0.691021,-1.54677,-1.2993,0.700137,-1.52795,-1.28611,0.721276,-1.52795,-1.27108,0.711893,-1.54677
838886050,1,-1.14218,0.605792,-1.26018,-1.155,0.613484,-1.24266,-1.14333,0.632182,-1.24266,-1.13065,0.624268,-1.26018,-1.29059,0.694876,-1.41169,-1.30504,0.703546,-1.39194,-1.29177,0.724809,-1.39194,-1.27748,0.715888,-1.41169
838887075,1,-1.15137,0.585289,-1.32289,-1.16474,0.592996,-1.30571,-1.15372,0.612107,-1.30571,-1.14049,0.604156,-1.32289,-1.29803,0.669834,-1.47862,-1.31299,0.678459,-1.45939,-1.30055,0.700046,-1.45939,-1.28574,0.691148,-1.47862
838886563,1,-1.15137,0.585288,-1.2913,-1.16451,0.592865,-1.27397,-1.1535,0.611959,-1.27397,-1.14049,0.604155,-1.2913,-1.29963,0.670755,-1.445,-1.31444,0.679296,-1.42546,-1.30193,0.701009,-1.42546,-1.28726,0.692212,-1.445
838887587,1,-1.15137,0.585289,-1.3548,-1.16491,0.593098,-1.3378,-1.1539,0.612209,-1.3378,-1.14049,0.604156,-1.3548,-1.29641,0.668901,-1.51253,-1.31157,0.67764,-1.4935,-1.29913,0.699227,-1.4935,-1.28412,0.690215,-1.51253
838888099,1,-1.15137,0.585289,-1.38705,-1.16509,0.593199,-1.37024,-1.15407,0.61231,-1.37024,-1.14049,0.604156,-1.38705,-1.29477,0.667957,-1.54677,-1.31013,0.676808,-1.52795,-1.29768,0.698395,-1.52795,-1.28248,0.68927,-1.54677
838886051,1,-1.15137,0.585288,-1.26018,-1.16432,0.592754,-1.24266,-1.15331,0.611849,-1.24266,-1.14049,0.604155,-1.26018,-1.30131,0.671723,-1.41169,-1.31591,0.68014,-1.39194,-1.30339,0.701853,-1.39194,-1.28894,0.69318,-1.41169
