et,eta,theta,phi
352.149,-1.72313,2.7883,-0.84079
309.202,0.820582,0.829308,2.17774
81.6229,-2.6318,2.99794,3.00466
45.5747,-0.966756,2.41475,-1.84025
44.0881,1.36972,0.497817,-1.16232
38.0098,-0.671475,2.19685,-0.167432
31.351,-3.39406,3.07447,1.54815
28.7237,-1.03269,2.45749,2.82253
28.076,-1.30069,2.6098,1.5335
26.4201,3.04479,0.0951403,2.66517
25.9452,1.15704,0.609258,-2.6766
24.6814,1.74255,0.346635,0.820817
24.3157,3.28516,0.0748343,-0.179243
23.653,1.88551,0.301206,2.02491
23.4552,0.541259,1.05418,-0.165539
21.2551,-2.16045,2.91206,0.0666221
20.4762,4.24603,0.02864,2.13244
18.87,3.13392,0.0870382,-1.25675
17.1345,2.20787,0.21899,-2.24564
16.8229,-3.30092,3.06793,-0.173785
16.5175,4.06295,0.0343929,-1.98914
17.9366,0.151511,1.41986,3.13139
17.2488,0.506851,1.08435,1.00193
15.7705,-3.09552,3.05115,-1.22685
15.6358,3.19856,0.0815964,1.49503
14.9799,-4.39024,3.1168,2.3115
14.6881,4.20845,0.0297367,0.170646
14.7085,2.03401,0.260142,-0.197984
13.8222,-4.15944,3.11036,-0.926696
15.2331,0.236344,1.33662,-1.94353
13.7221,-3.12348,3.05364,-2.19743
13.5263,4.06116,0.0344546,-3.08669
12.7879,-4.20282,3.11169,-2.32011
11.8824,-1.30775,2.61337,0.502966
11.3937,-2.28714,2.93917,1.28722
10.8867,-2.08123,2.89332,-2.39051
10.5496,-4.64174,3.12231,0.11678
9.09803,2.89279,0.110729,0.619083
9.72038,-0.34389,1.9081,2.0192
8.65361,4.15316,0.0314268,1.07744
8.12038,-4.31266,3.1148,1.07701
8.13797,1.8385,0.315468,2.9483
8.01811,-1.87431,2.83705,2.40122
7.88515,2.94662,0.104937,-2.46638
7.87462,-3.00374,3.04247,0.718167
6.83995,-3.62472,3.08829,2.95252
6.96143,0.0286163,1.54218,-1.03108
6.36663,-4.84781,3.1259,-3.08765
5.72155,3.9226,0.0395741,-0.966007
5.61277,-0.63341,2.16566,-2.6519
5.08232,-4.94889,3.12741,-1.57676
4.82226,4.87005,0.0153457,-1.26767
4.39652,-1.40411,2.65995,-2.72142
4.32972,5.03462,0.0130172,1.91806
3.42679,-2.446,2.96875,-0.736213
