eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-0.275136,-1.07832,3.12383,-1,0,1.41225,0,1,0,0,0,1.5412,,-999,0,0,,,1
0.559073,2.92543,1.51694,1,0.711032,0.820898,0.816645,0.304788,1.36424,1.36424,0,0,,-999,0,0,,,1
-1.66908,2.73706,2.81786,-1,1.95751,0,1.21158,0.491699,1.62478,0.978607,0.353726,0.301023,,-999,0,0,,,1
1.65216,-0.505686,45.4621,-1,3.66204,0,2.03354,0.846854,1.01196,0.413069,0,5.44051,,-999,0,0,,,1
-0.380624,-2.26039,1.94578,1,3.95961,1.10592,0.829919,0.400226,1.05967,0.439114,0,0,,-999,0,0,,,1
0.160084,1.15088,37.9419,1,17.4976,3.59318,2.75937,0.82056,0.994816,0.235102,0.551955,4.54917,,-0.179875,0,1,,,1
1.11635,-2.63335,18.1815,1,11.0159,15.5706,3.16288,0.684869,1.20565,0.36782,0.658544,2.35463,,-0.917976,0,0,,,1
-1.83969,1.07245,12.8193,-1,0,0,1.80045,0.855315,3.14019,3.14019,0,0,,-999,0,0,,,1
0.26518,-0.0322435,3.98992,1,0,0,0,1,0,0,0,1.04034,,-999,0,0,,,1
1.51296,3.02451,5.9784,1,0,2.03219,6.29144,0.163256,5.00735,1.45986,2.39331,0.976975,,-999,0,0,,,1
-0.717722,-1.68928,3.42557,-1,0.711797,1.71676,0.694331,0.621845,0.772594,0.427452,0,0.323758,,-999,0,0,,,1
2.93098,-1.94707,7.85598,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.99984,-2.19337,8.33742,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.02142,-0.304212,5.06534,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
