et,eta,theta,phi
86.3055,1.31466,0.524749,-2.83787
74.396,1.67702,0.369594,-0.507115
68.1782,0.141247,1.43002,1.19078
25.1392,-1.85711,2.83185,0.999654
20.1557,-0.674611,2.19939,-1.9983
15.8667,3.07635,0.0921893,0.449265
15.5898,3.78197,0.0455478,2.18819
15.6108,2.53525,0.158153,3.12054
15.6818,1.54704,0.419493,2.61592
13.33,3.07885,0.0919591,-2.11039
11.2853,3.06032,0.0936768,-0.88055
11.275,-1.51277,2.70792,-0.685116
11.0723,-4.12417,3.10924,1.8655
10.849,-1.82517,2.82196,-2.598
10.1635,-3.12227,3.05354,-2.16641
10.1442,-3.2345,3.06287,2.63246
10.0492,-1.67844,2.77251,2.52919
10.644,0.516521,1.07582,-0.0396925
9.60458,2.05649,0.254424,-1.62298
8.81423,4.87088,0.0153329,2.21612
8.7845,2.02608,0.26219,1.49664
8.73043,-4.14359,3.10986,0.199476
8.63546,-3.26052,3.06489,-0.53474
9.10878,-0.384053,1.94574,-0.992799
8.17778,4.19503,0.0301383,-1.99565
8.2123,-0.804386,2.30028,1.79145
7.72436,-2.9873,3.04083,1.41412
7.56642,4.01554,0.0360627,-2.95718
7.61173,0.232406,1.34045,2.88611
5.41334,4.62079,0.0196893,-0.215077
5.41999,1.06805,0.662065,1.85109
5.19838,-3.31471,3.06894,0.591796
5.31808,-0.850337,2.33401,0.187089
4.85118,1.70101,0.361025,0.401726
4.71713,3.36782,0.0689018,1.29776
4.44411,4.67948,0.0185672,1.26539
4.13596,-2.53147,2.98284,2.99338
4.0018,-2.29461,2.94067,-0.290993
3.92558,2.84625,0.115993,2.12329
4.06605,-0.86385,2.34373,-3.06862
3.83273,3.9104,0.0400594,0.352406
3.71775,-4.47626,3.11884,-2.21347
3.685,-3.3865,3.07396,-1.36053
3.38343,-2.06933,2.89038,-1.82616
3.20378,-4.69256,3.12327,0.940894
3.14927,-4.64934,3.12246,-1.08544
3.28958,1.04532,0.67616,-1.50674
