pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
8.47841,-1,0.000718584,0.000605723,0.00680679,-0.0124871,-1.25943,0
16.7577,-1,0.000677313,0.000663564,0.00392239,-2.85948,-1.28836,0
8.69876,1,0.000711375,0.00058809,-0.0424131,2.52574,-0.67071,0
