et,eta,theta,phi
75.2237,-1.20961,2.56177,0.0376116
72.5928,-1.10893,2.50425,-1.58751
72.6489,-0.611411,2.14733,2.64812
59.5333,0.727102,0.900409,0.0147509
55.5498,2.53733,0.157826,2.51016
53.5762,-1.30243,2.61069,1.21611
43.3158,1.9126,0.293271,-2.483
39.9818,2.61145,0.146592,-1.61578
41.7052,-0.104976,1.67558,-2.01381
40.2647,0.0209881,1.54981,1.48204
35.3491,-3.13233,3.05442,0.536891
36.0469,1.09917,0.643168,-1.59733
35.4682,1.05257,0.671639,2.07902
33.1912,1.93502,0.286858,-0.51294
37.5272,0.041784,1.52902,-0.785348
31.8057,3.08973,0.0909661,-0.116998
31.2347,1.5898,0.402414,0.978704
30.5427,3.98411,0.0372136,2.1571
30.4616,3.7583,0.0466382,-1.44449
29.5337,-3.2878,3.06696,-1.18893
25.4592,3.3122,0.0728395,1.05318
24.8927,-3.85603,3.0993,2.70191
24.1864,4.16724,0.0309874,0.186695
22.5385,-2.00825,2.87474,-2.14256
22.2543,3.22176,0.079727,-2.89709
22.1933,-3.50685,3.08163,1.46455
21.8318,-3.11705,3.05307,-2.60249
21.468,4.53017,0.0215569,3.12
23.0551,0.645808,0.9657,3.08936
20.4459,-4.19507,3.11146,0.362159
20.3643,-0.99371,2.43248,-2.69244
19.2484,2.12965,0.236647,1.67433
18.3763,-1.72413,2.78865,2.671
17.0671,-1.8066,2.81607,-0.86035
15.9564,4.5666,0.0207858,-1.96501
15.9106,-2.81492,3.02192,2.40834
15.548,4.59381,0.0202279,1.25392
15.3234,-4.39117,3.11682,-1.6797
16.2156,-0.285326,1.85233,0.452881
14.9639,-2.05658,2.88719,0.384743
14.88,-4.36557,3.11618,-2.64744
14.5304,-2.75404,3.01442,-0.353851
10.7522,4.29445,0.0272865,-0.736713
9.55061,-4.82094,3.12547,2.26782
9.32157,0.806551,0.839704,-2.47677
9.08228,-2.09852,2.89754,1.66
8.22001,-4.20884,3.11187,-0.594203
8.24251,0.713237,0.91132,1.05314
8.04246,-4.59561,3.1214,1.23924
7.33963,-2.58833,2.99158,-1.6007
6.38308,2.45819,0.170764,0.735996
5.70997,2.95208,0.104367,-0.892178
5.00596,2.86001,0.114411,1.65571
4.83315,4.94083,0.0142971,2.28995
4.5802,3.65903,0.0515034,-2.28087
4.49598,1.70033,0.361266,2.88511
3.97396,-2.313,2.94431,-2.93596
3.69379,-5.09757,3.12937,-0.14519
