path,slot,moduleLabel,moduleType,VID,KEY,id,pt,eta,phi,mass
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v5,7,hltL1sL1TripleMu0ORTripleMu0HighQ,HLTLevel1GTSeed,-81,124,0,10,-1.25,0.218166,0.105658
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v5,7,hltL1sL1TripleMu0ORTripleMu0HighQ,HLTLevel1GTSeed,-81,125,0,8,-0.65,2.18166,0.105658
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v5,7,hltL1sL1TripleMu0ORTripleMu0HighQ,HLTLevel1GTSeed,-81,126,0,3,-1.25,-2.70526,0.105658
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v5,22,hltL2TripleMu0NoVertexL2PreFiltered,HLTMuonL2PreFilter,83,3,13,11.3337,-1.29017,0.0795629,0
HLT_L2TripleMu10_0_0_NoVertex_PFJet40Neutral_v5,22,hltL2TripleMu0NoVertexL2PreFiltered,HLTMuonL2PreFilter,83,4,-13,9.89025,-0.675121,2.44624,0
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v5,7,hltL1sL1DoubleMu0erOR3erHighQ,HLTLevel1GTSeed,-81,124,0,10,-1.25,0.218166,0.105658
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v5,7,hltL1sL1DoubleMu0erOR3erHighQ,HLTLevel1GTSeed,-81,125,0,8,-0.65,2.18166,0.105658
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v5,7,hltL1sL1DoubleMu0erOR3erHighQ,HLTLevel1GTSeed,-81,126,0,3,-1.25,-2.70526,0.105658
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v5,22,hltDoubleMu4L2PreFiltered,HLTMuonL2PreFilter,83,0,13,10.3816,-1.26686,0.019499,-2.38419e-07
HLT_DoubleDisplacedMu4_DiPFJet40Neutral_v5,22,hltDoubleMu4L2PreFiltered,HLTMuonL2PreFilter,83,1,-13,8.93674,-0.649602,2.53904,1.19209e-07
HLT_Mu12_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v5,7,hltL1sL1Mu10erJetC20JetC12Corr1OrL1Mu10erJetC32OrMu10erJetC32JetC12Corr1OrMu12er,HLTLevel1GTSeed,-81,124,0,10,-1.25,0.218166,0.105658
HLT_Mu12_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v5,7,hltL1sL1Mu10erJetC20JetC12Corr1OrL1Mu10erJetC32OrMu10erJetC32JetC12Corr1OrMu12er,HLTLevel1GTSeed,-84,127,0,32,-1.218,0,0
HLT_Mu12_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v5,7,hltL1sL1Mu10erJetC20JetC12Corr1OrL1Mu10erJetC32OrMu10erJetC32JetC12Corr1OrMu12er,HLTLevel1GTSeed,-86,129,0,32,-0.5215,2.79253,0
