eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-2.41138,-0.346555,2.60271,1,0,0.676694,5.02462,0.21245,3.34214,3.09715,0.244986,0.901575,,-999,0,0,,,1
-2.0809,-0.951889,1.06924,1,0,1.34332,0.916061,0.635186,0.867804,0.867804,0.867804,1.51096,,-999,0,0,,,1
1.69596,1.02331,2.83948,1,1.11558,0.583465,1.04341,0.222401,0.538314,0.373984,0.373984,0.153963,,-999,0,0,,,1
-1.83124,1.18405,2.3395,-1,1.94674,0.519465,1.41707,0.316082,1.9851,0.614092,0.614092,0,,-999,0,0,,,1
1.37176,2.09061,1.77879,1,0,2.8872,1.79744,0.730844,0.974991,0.707943,0.267048,2.64741,,-999,0,0,,,1
1.86891,2.53335,4.04759,-1,1.38848,1.94318,1.36418,0.742805,0.751715,0.476351,0.476351,1.96841,,-999,0,0,,,1
1.61674,-2.61317,4.5851,-1,0,3.57542,0,1,0,0,0,2.16851,,-999,0,0,,,1
-0.600941,2.57719,13.3678,1,4.0756,4.67745,1.13244,0.781917,0.370375,0.143853,0.0887701,1.21887,,-999,0,1,,,1
0.7024,2.27498,3.97457,-1,0,0,1.79744,0.672085,0.775246,0.775246,0,1.58892,,-999,0,0,,,1
-1.02521,-2.23397,5.20015,1,0,1.07318,0,1,0,0,0,1.46094,,-999,0,0,,,1
0.549826,1.66305,2.94292,1,1.55156,0,1.79744,0.33746,2.76229,1.52525,0,1.00954,,-999,0,0,,,1
-0.0785157,-1.56937,2.69817,-1,0,2.52474,0,1,0,0,0,0,,-999,0,0,,,1
-1.7107,-1.48174,2.60369,-1,2.00509,0.671684,1.03512,0.507942,1.78677,0.921969,0.921969,1.70392,,-999,0,0,,,1
2.5909,2.54597,9.36166,1,0,3.15035,8.34194,0.318053,3.73188,2.00432,0.558916,1.41469,,-999,0,0,,,1
1.26171,-1.47032,2.63004,1,3.74106,0,0.861874,0.6071,1.4082,1.4082,0,0.228862,,-999,0,0,,,1
2.15168,1.69429,5.53953,1,2.38072,2.23295,1.78218,0.302449,2.97352,0.818188,0.795927,1.28928,,-999,0,0,,,1
2.25615,-2.40382,3.87319,-1,0.814749,4.04111,0.79058,0.829581,1.07234,0.553051,0.553051,3.10174,,-999,0,0,,,1
-1.18659,-0.0415772,15.1056,1,10.0705,9.32053,2.84455,0.506472,1.46129,0.283431,0,1.15915,,-999,0,1,,,1
3.14726,1.78498,13.2747,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.90583,0.116134,15.1297,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.91255,0.985137,15.0308,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.79412,2.71535,14.2242,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.04696,2.55034,13.9754,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.57264,-3.11404,13.5292,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.01682,0.180019,13.3616,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.13121,1.42482,12.0918,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.12919,2.51415,16.0472,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.42975,-1.79836,17.1478,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.56731,-0.60854,17.8221,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.29955,-2.91092,5.75094,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.67954,-1.88449,21.998,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.0521,0.61327,21.3079,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.37873,1.53306,20.834,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.15767,-1.14895,20.8143,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.20716,0.419814,20.1183,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.21785,1.00264,19.9957,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.06443,-1.23619,19.9146,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.320494,-0.67096,19.6466,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.99035,0.173317,18.8153,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.05026,-2.60487,18.61,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.79702,-0.920393,4.68144,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.58832,-1.50206,5.43983,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.48796,0.850818,5.30405,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.36468,-3.05756,5.0422,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.00937,1.78665,9.83094,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.2868,-1.88267,9.71094,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.7762,-2.82366,9.69007,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.25156,-0.36411,9.17145,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.73409,1.93679,8.10331,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.76817,1.87342,7.94259,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.36892,2.71376,7.57562,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.84394,2.45619,6.82838,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.14676,-1.14482,6.57639,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.55544,-0.238198,4.84436,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.68217,2.73757,12.956,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.56417,0.778865,4.63208,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.52295,1.45231,4.09977,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.58881,-1.23723,3.85869,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.67616,-2.49542,6.56232,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.33323,2.05668,3.70895,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.55075,-0.539969,6.14251,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.67748,0.0180969,6.07073,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.53157,0.403602,3.39102,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
5.09614,-3.08861,3.33099,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.641931,0.569584,3.30295,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.30158,-2.37363,3.23725,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.94429,-1.86876,3.15011,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.82502,-0.554436,11.5556,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.58518,-1.89792,12.9456,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.87294,-0.181481,12.7705,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.248867,0.703922,12.7202,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.87483,-0.517494,12.3296,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.81666,-2.40164,12.2654,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.588021,-0.0540912,38.1026,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.35644,1.02255,11.8215,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
