et,eta,theta,phi
97.4561,0.124526,1.44659,-0.473289
88.7163,0.571807,1.02782,-1.48565
76.1366,-2.13038,2.90512,2.20905
53.6748,-0.312167,1.87801,2.4218
47.2022,-0.681346,2.20482,1.38019
41.2824,-1.72073,2.78747,-0.177263
42.5627,0.815081,0.833372,-3.04227
38.0325,1.63069,0.386697,-1.82859
36.2795,-1.0507,2.46879,-2.25898
33.3137,-0.304818,1.871,0.371635
27.4484,3.23123,0.0789765,-0.0377789
26.8894,-2.91999,3.03383,2.99327
27.3911,0.984843,0.714906,0.547663
24.9803,3.12503,0.0878149,-2.65471
23.9464,-4.02732,3.10595,-1.68815
22.7513,1.5132,0.433491,1.44367
22.1828,-1.48266,2.69509,2.98543
20.6891,-3.1379,3.0549,0.0345336
17.89,-3.93516,3.10251,2.26685
18.0948,1.24699,0.559659,-0.553457
17.137,3.3375,0.0710213,1.13749
16.8235,4.39307,0.0247241,1.89287
16.6929,-1.32122,2.62012,0.777758
15.373,2.99003,0.100488,2.33359
15.7228,0.208091,1.36419,-2.33714
14.1795,-4.07813,3.10772,-0.461283
14.197,-1.93998,2.85613,-1.91806
13.6213,-4.18694,3.11121,0.673935
13.0724,4.34455,0.0259532,0.526635
12.864,4.64516,0.0192154,-1.05381
12.6208,-3.11525,3.05292,-1.0962
12.1002,-1.83393,2.8247,1.48108
12.5035,0.529507,1.06443,1.56232
11.7328,1.97282,0.276357,3.13798
11.5866,-3.94544,3.10291,-2.87468
11.5418,4.1586,0.0312563,-2.28706
11.6535,-0.987237,2.42825,-0.738024
11.0207,-2.79226,3.01918,0.936536
10.6239,3.34293,0.0706374,-1.51698
9.66959,3.99988,0.0366314,2.57884
9.27191,1.13556,0.62166,2.27196
8.88484,-0.587337,2.12701,-2.94797
6.60679,2.38868,0.182989,-0.846541
6.59002,1.99906,0.269286,2.20073
6.27521,-2.03466,2.88162,-2.84215
6.0656,2.49779,0.164164,-2.07251
5.91643,-4.78277,3.12485,1.55357
5.80615,-1.9724,2.86512,-1.05309
5.67175,-2.96888,3.03896,1.92708
5.45017,-4.92338,3.12704,-2.28633
5.15543,4.865,0.0154233,2.97481
5.31644,-0.551895,2.09664,-1.49175
5.00935,1.95673,0.280779,0.200761
4.02248,2.50228,0.163432,1.31163
3.92141,5.08004,0.0124392,1.24079
3.59078,4.99961,0.013481,-1.99308
3.56267,3.78855,0.0452491,-0.633615
3.42632,-2.93515,3.03545,-1.98878
3.12951,-4.95377,3.12748,0.384186
