pos_x,pos_y,pos_z
-0.0724257,-0.0294308,-0.0210331
-0.417811,-0.166953,0.102224
-0.765021,-0.297964,0.225262
-1.11403,-0.422496,0.348119
-1.46483,-0.54057,0.470836
-1.8174,-0.652148,0.593458
-2.17177,-0.757115,0.716028
-2.52796,-0.855281,0.838603
-2.88601,-0.946426,0.961251
-3.24579,-1.03094,1.08406
-3.60596,-1.11378,1.20705
-3.96641,-1.19535,1.33018
-4.3273,-1.27542,1.45325
-4.6884,-1.35476,1.57623
-5.04922,-1.43555,1.69894
-5.41001,-1.51647,1.82159
-5.77034,-1.59906,1.94431
-6.12999,-1.68387,2.06725
-6.48952,-1.76913,2.1902
-6.84868,-1.85646,2.31263
-7.20737,-1.94597,2.43468
-0.0198102,-0.0411835,-0.0528782
-0.179271,-0.380868,-0.0987891
-0.326959,-0.723296,-0.144389
-0.463032,-1.06843,-0.189716
-0.587564,-1.41624,-0.234803
-0.700422,-1.76676,-0.279674
-0.801178,-2.12009,-0.324343
-0.889074,-2.47639,-0.368817
-0.963066,-2.83592,-0.413091
-1.02244,-3.19883,-0.457136
-1.0746,-3.56345,-0.500764
-1.12357,-3.92882,-0.544365
-1.17317,-4.29399,-0.588279
-1.22193,-4.65933,-0.632459
-1.2737,-5.02393,-0.676949
-1.32678,-5.38821,-0.721667
-1.38289,-5.75181,-0.766202
-1.4444,-6.1142,-0.810462
-1.51156,-6.47531,-0.854637
-1.58472,-6.83507,-0.898631
-1.66322,-7.19361,-0.942457
