pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
23.9213,1,0.000729905,0.000591262,0.000907924,-2.75386,0.325031,0
12.9582,-1,0.000696024,0.000647,-0.0250981,-2.02826,-0.126299,0
