pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
24.3724,-0.133998,-2.07008,-1,0.00074378,0.000621331,-0.0472878,-11.6694,-21.3972,-3.27565
70.1303,-0.89398,1.98766,1,0.000731017,0.000647063,-0.0473625,-28.3953,64.1247,-71.3863
22.4844,1.42129,-1.87142,1,0.000636288,0.000649523,-0.0473871,-6.65792,-21.476,43.8565
5.83956,0.44583,1.57602,-1,-0.0109161,0.000507036,-0.0466046,-0.0304823,5.83948,2.69056
