et,eta,theta,phi
127.388,1.43777,0.466277,-1.85681
100.902,-0.896267,2.36667,1.9984
89.5282,0.405461,1.17601,1.77493
76.3806,-2.53637,2.98362,-0.410782
50.3818,-0.151503,1.72172,-2.07344
27.2173,0.36049,1.21787,-2.78935
19.034,-2.20976,2.92301,2.98999
17.3272,3.40503,0.066387,1.09271
17.9297,0.726136,0.901167,-0.889555
15.9257,2.26224,0.207487,-2.79523
16.429,-1.24408,2.58039,-2.71818
15.6094,3.18578,0.0826449,-0.882659
14.4877,-2.10106,2.89815,1.28723
14.2991,-3.38553,3.0739,-1.76502
13.8961,3.15905,0.0848808,-3.07868
13.6241,-1.66238,2.76667,-0.463418
13.3746,2.80495,0.120873,-1.97052
12.9461,4.1467,0.0316304,-1.52168
12.15,3.98406,0.0372155,2.44555
11.358,-0.617893,2.15275,-0.805213
10.6993,-0.394401,1.95535,0.681367
9.58232,1.68799,0.365653,0.62882
9.30203,-1.68921,2.77638,-1.52527
9.105,-4.32799,3.11521,-2.48511
8.92825,-3.80032,3.09687,0.638825
8.54796,4.82816,0.0160021,-0.761314
8.36641,3.09008,0.0909337,0.226613
7.87994,4.20826,0.0297422,-2.57632
7.94258,1.37294,0.496277,-2.88852
7.82544,1.69469,0.363265,2.55912
7.64377,-2.78973,3.01887,0.626777
7.26032,-1.67214,2.77023,0.502684
7.10104,-2.10387,2.89882,2.19525
7.03286,-4.68393,3.12311,-1.30392
6.53737,-3.52209,3.08253,3.0674
6.34404,-4.73878,3.12409,1.24119
5.95625,4.21213,0.0296273,0.0753056
5.49508,-0.0763704,1.64709,2.5205
5.17937,4.83498,0.0158934,1.19021
4.96941,2.0468,0.256873,-0.810258
4.80974,-3.56983,3.08529,-0.565249
4.74886,-1.28036,2.5994,2.71201
4.54876,-3.44709,3.07794,1.58941
4.41904,-0.0247398,1.59553,-0.14377
3.81161,2.65827,0.13991,2.26421
3.43309,-0.935906,2.39401,0.205327
3.34151,-4.17596,3.11087,2.28513
3.18229,0.94738,0.739813,-0.175163
3.08352,4.96867,0.0139045,2.60297
