energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
99.7846,-0.545415,1.26332,-1.44382,-0.91578,1.97835,undefined,0.0146844,0.0557429,98.1663,0
66.1685,-0.408887,-1.2711,2.58729,1.41542,-1.88202,undefined,0.0155151,0.103831,63.2041,0
30.091,-0.275952,1.35402,0.499519,0.354042,1.77185,undefined,0.0134259,0.0255953,29.7617,0
24.1579,-0.633892,-1.2281,-0.234358,-0.168772,-2.04729,undefined,0.0098147,0.0510529,24.1722,0
6.93304,-0.411655,1.28419,0.586943,0.422552,1.881,undefined,0.0166496,0.117265,6.74506,0
8.86584,-0.20779,-1.32062,2.37243,1.33805,-1.72686,undefined,0.0146622,0.0728646,8.53769,0
3.77268,-0.667382,1.1631,1.60982,1.01629,2.09173,undefined,0.0178837,0.0490772,3.7313,0
1.51678,-0.0289564,1.35672,0.0874158,0.0643727,1.59214,undefined,0.00974276,0.00979501,1.51882,0
1.5132,-0.297114,1.32359,0.406709,0.295497,1.79161,undefined,0.00902228,0.00860399,1.53241,0
1.3225,-1.11396,-0.781401,0.0348929,0.0256406,-2.52989,undefined,0.00585033,0.0073366,1.33439,0
1.04721,1.30891,-0.362793,0.113021,0.0831149,-0.270384,undefined,0.00235603,0.00263342,1.06156,0
