isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000730545,0.00060599,-0.0475912,1.6328e-05,1.04614e-05,1.71692e-05,56.3549,77.7806
1,0,0.000721469,0.000574874,-0.00181451,2.38793e-05,2.38933e-05,2.91841e-05,72.3137,110.231
1,0,0.000710025,0.000663347,0.0451472,2.47419e-05,3.05484e-05,2.59467e-05,48.3114,49.2451
1,0,0.000718169,0.000586681,-0.083394,2.70268e-05,2.96646e-05,3.37834e-05,39.1769,58.5277
1,0,0.00068738,0.000609815,0.0926694,3.72316e-05,3.018e-05,3.75657e-05,33.757,51.553
1,0,0.00072293,0.000582378,0.0538226,3.92237e-05,3.22185e-05,4.43036e-05,27.2737,37.5502
1,0,0.000695894,0.00065097,0.0565573,4.55449e-05,4.13196e-05,6.07915e-05,15.1647,27.9077
1,0,0.000720105,0.000611478,-0.0878573,3.69023e-05,4.30743e-05,3.70014e-05,25.1509,39.6601
1,0,0.000650349,0.000610679,-0.0772155,4.98267e-05,6.23394e-05,8.04029e-05,5.09844,8.84497
1,0,0.000823985,0.00058286,-0.025204,5.15329e-05,5.20082e-05,5.4436e-05,20.2773,21.9653
1,0,0.000660113,0.000542932,0.0257415,9.63522e-05,8.23184e-05,0.000180243,12.823,11.3898
1,0,0.000731749,0.000709842,-0.0678461,0.000104938,6.96508e-05,9.96034e-05,12.1073,18.0497
1,0,0.000810556,0.000882338,-0.0858373,0.00013596,9.96195e-05,0.000196764,9.76987,4.38615
1,0,0.000633555,0.000559173,-0.0298028,9.79315e-05,0.00010652,0.000142876,7.62372,12.5606
