pos_x,pos_y,pos_z
0.0253178,-0.0355455,-0.220658
0.107909,-0.158153,-0.727505
0.189573,-0.281429,-1.23432
0.270311,-0.405355,-1.74112
0.350127,-0.529905,-2.24789
0.429023,-0.655042,-2.75466
0.506998,-0.780715,-3.26143
0.584039,-0.906855,-3.76822
0.660114,-1.03336,-4.27507
0.735148,-1.16007,-4.78202
0.808987,-1.28677,-5.28915
0.881414,-1.41343,-5.79649
0.952658,-1.54035,-6.30395
1.02312,-1.66749,-6.81147
1.09321,-1.79473,-7.31902
1.16372,-1.92165,-7.82658
1.23508,-2.04808,-8.33415
1.30665,-2.17442,-8.8417
1.37961,-2.30001,-9.34923
1.45288,-2.42548,-9.85675
1.52667,-2.55081,-10.3642
