energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
113.06,0.407792,-1.30171,-2.12958,-1.22822,-1.26721,undefined,0.0189013,0.0807826,109.211,0
26.5447,-0.221599,1.35487,-0.46369,-0.331639,1.73292,undefined,0.013715,0.0559599,26.4472,0
8.24054,1.03367,0.860691,-1.57924,-0.999276,0.69434,undefined,0.0168228,0.0833242,7.91225,0
2.71034,-0.146472,-1.34581,0.180858,0.133203,-1.67921,undefined,0.0175428,0.104022,2.72549,0
2.49171,-1.18812,-0.646205,0.805913,0.565285,-2.64345,undefined,0.0136164,0.0897228,2.47949,0
3.87115,-1.32633,-0.210951,2.42826,1.35436,-2.98387,undefined,0.010611,0.0127891,3.86314,0
1.75221,-0.733249,-1.14835,0.116049,0.0850724,-2.13906,undefined,0.00948975,0.00539185,1.77091,0
1.91653,0.327785,1.32085,-0.842942,-0.585385,1.32755,undefined,0.0150615,0.0116413,1.90619,0
1.61853,-0.975891,-0.941549,0.517117,0.372654,-2.3741,undefined,0.0106227,0.00765678,1.61916,0
1.63339,1.00379,0.911556,-0.744113,-0.524417,0.73728,undefined,0.00286149,0.00230801,1.65569,0
1.20619,0.0578913,1.35266,0.137165,0.101139,1.52802,undefined,0.00269693,0.00267216,1.22272,0
1.33609,0.425668,1.28394,0.740764,0.523406,1.25067,undefined,0.00274389,0.00232053,1.35433,0
