et,eta,theta,phi
551.726,-0.293022,1.85971,1.77454
418.508,-1.21823,2.56648,-1.24286
54.7661,2.05101,0.255807,-0.672419
42.9243,-0.994824,2.43321,0.635938
35.6241,-2.08611,2.89452,-1.10955
36.8533,0.889851,0.779422,-2.86051
34.7128,1.69316,0.36381,2.33522
32.1799,1.91611,0.292257,-2.33024
34.3143,-0.515854,2.06519,2.88138
31.0479,-2.58432,2.99098,0.978641
29.7614,-3.9471,3.10298,-2.06153
29.4594,-4.00515,3.10515,1.12099
30.2043,0.207652,1.36462,-1.94192
26.4479,3.02075,0.0974517,-1.25703
26.3385,-1.57681,2.73406,1.6775
22.9537,3.12968,0.0874077,0.0817931
22.8079,-1.82351,2.82144,0.0535873
20.7868,3.19271,0.0820745,1.26787
20.2522,-2.76323,3.01558,1.94425
20.0676,-1.89121,2.84207,2.89557
19.858,-4.34078,3.11554,-0.17735
20.4636,-1.02728,2.45406,-2.22397
21.5932,0.0878894,1.48302,-0.800543
19.1178,2.24361,0.211359,1.45665
18.8726,3.11225,0.0889425,-2.74389
18.8772,-2.77293,3.0168,-2.01176
17.7089,-3.00203,3.0423,-0.20424
17.2376,-3.1644,3.05716,-3.10048
17.8227,0.675389,0.941577,1.52704
15.7448,3.03613,0.0959675,2.50814
15.2298,4.06799,0.0342202,-1.75698
14.7445,-4.10801,3.10871,2.33421
12.6891,4.27089,0.0279369,0.751333
12.3389,4.19636,0.0300982,3.06761
11.743,1.2752,0.544857,-0.00109556
10.8419,-3.36539,3.07252,-1.05623
10.9481,1.24329,0.561624,-1.62508
10.6532,4.12486,0.0323286,-0.482547
10.4436,-4.84556,3.12587,-1.45795
11.7176,0.271328,1.30274,0.524736
9.4743,-4.79719,3.12509,-3.13429
8.8111,-1.86954,2.83561,-2.22759
7.25096,4.69427,0.0182946,2.02116
6.65393,-0.949971,2.40352,-0.360013
4.82562,2.31463,0.196967,0.204092
4.93663,0.574341,1.02565,2.57872
4.12236,1.35138,0.506641,0.913393
3.74834,5.00824,0.0133651,0.209537
3.67696,-4.86488,3.12617,1.83479
3.40457,4.8388,0.0158328,-1.35805
3.15725,0.858979,0.801359,-0.797009
