et,eta,theta,phi
78.5915,-0.358408,1.92177,1.01248
64.7377,0.85225,0.806204,-2.50238
35.9591,-1.49993,2.70249,2.0778
35.5801,-0.985552,2.42715,-0.484044
33.3527,2.19674,0.22142,-0.826473
29.0623,-0.363562,1.9266,-1.54518
26.9857,0.0587723,1.51206,2.40412
23.4368,-1.57147,2.73194,0.536499
22.1324,-1.0464,2.46611,-2.59102
19.3135,3.12567,0.0877588,2.6867
19.037,1.95732,0.280616,-2.64666
20.0202,0.153793,1.41761,-0.00213573
18.2309,0.997067,0.70693,-1.06725
16.7664,-1.63893,2.75799,-1.3873
16.2724,3.13726,0.0867485,-2.04495
15.97,0.974951,0.721415,1.43697
15.3615,-3.21513,3.06134,2.85774
15.6717,1.38324,0.491399,0.425318
14.5747,-3.04708,3.04667,-1.48735
13.8423,-3.45232,3.07827,1.81004
12.5743,-4.16228,3.11045,-1.80351
12.3129,3.13714,0.086759,-0.932839
12.0589,4.19763,0.0300602,2.01946
11.0854,4.21759,0.029466,-2.88916
11.0598,3.36685,0.0689686,1.07019
10.9851,-3.49136,3.08069,0.725615
10.8952,-4.29116,3.11422,-0.519123
11.5975,0.00601956,1.56478,-2.8684
9.98321,-1.4423,2.67735,2.89826
9.56595,-2.13629,2.9065,-0.431456
9.00189,2.06379,0.252593,1.89326
8.27856,2.11731,0.239558,2.78159
7.94228,-3.25775,3.06468,-2.55158
7.4942,1.13394,0.622603,2.58878
7.07693,4.64536,0.0192115,1.01392
7.01483,-4.43354,3.11785,0.87864
6.62385,-2.13527,2.90626,-2.5045
6.39524,-4.32428,3.11511,2.35287
6.14684,-2.39232,2.95926,0.972447
5.96743,4.35584,0.025662,-0.75642
5.52564,4.4141,0.0242097,-1.8593
5.4903,-4.39214,3.11685,-2.80646
5.03348,-3.86799,3.0998,0.10694
4.73663,-0.408661,1.96854,1.88132
4.4591,1.77686,0.335163,-0.215339
4.40838,-3.07049,3.04886,-0.700922
3.91529,-5.00703,3.12821,-1.53512
3.4665,-2.36529,2.9543,2.05203
3.08472,4.88058,0.015185,2.76843
