et,eta,theta,phi
21.4545,1.26364,0.550881,0.485062
20.132,2.42405,0.176663,0.933308
18.8562,3.03954,0.0956409,-2.59882
18.6214,3.56841,0.0563861,-0.377654
19.7113,0.412158,1.16983,2.82055
19.001,-0.530988,2.07846,1.26427
16.435,2.78003,0.123915,2.14784
18.242,0.0703808,1.50047,-0.496503
15.7198,-2.41553,2.96343,1.36202
15.0003,-1.23398,2.57499,2.33974
15.0859,0.987488,0.713174,-2.08377
14.4583,2.10704,0.242006,3.13077
12.8548,-2.16077,2.91213,-2.79151
12.6452,-4.05213,3.10683,-0.481891
11.7318,-1.03809,2.46089,-0.726656
11.2884,2.09737,0.244334,-1.7913
11.6576,-1.04876,2.46758,-1.88011
11.0477,-2.68288,3.00507,0.283396
10.972,4.17854,0.0306395,1.37512
10.1426,4.0937,0.0333519,3.13427
8.80028,2.87204,0.113047,-1.22436
8.47978,-2.97476,3.03956,-1.86559
8.39015,3.08114,0.0917495,0.51211
8.61979,0.531995,1.06225,1.70258
7.88129,-2.69967,3.00734,-0.568197
7.2209,-4.05163,3.10681,1.90955
7.68988,0.100331,1.47063,-1.39744
7.03795,4.13896,0.0318763,-1.93809
7.22998,-0.727021,2.24112,-3.06789
6.15801,-1.93741,2.85541,-0.784121
5.37512,1.03109,0.685115,-2.86183
5.2958,1.65255,0.378537,1.84506
4.78532,-3.15476,3.05635,2.64491
4.81491,1.62599,0.388475,-0.754383
4.80437,-1.39287,2.65472,0.366422
4.15158,4.89973,0.0148969,-0.930218
3.95965,-1.99017,2.86993,-1.94203
3.91843,4.8457,0.0157239,0.430958
3.6431,-4.80091,3.12515,-2.62926
3.53107,3.67673,0.0506005,2.43076
3.50337,2.32762,0.194441,-0.25736
3.19818,-4.00174,3.10503,-1.75203
3.03466,-1.99205,2.87043,2.34356
