et,eta,theta,phi
133.983,-0.00242164,1.57322,-1.34802
110.613,-0.609421,2.14566,2.76761
82.9712,0.808656,0.838138,0.983026
76.5876,1.45007,0.460778,-0.520345
58.9691,0.782569,0.8577,2.28451
19.1176,1.38354,0.491255,-2.84127
15.8604,2.58119,0.15108,1.50269
15.1918,3.29138,0.0743706,-1.46645
10.9844,-1.94501,2.85755,2.37553
10.3447,-0.780171,2.28208,1.37411
10.1755,1.03485,0.682739,-1.83882
9.61953,2.14201,0.233768,-1.19782
9.55105,2.08269,0.247912,-2.10774
9.24867,-2.1251,2.90388,0.544946
9.07849,1.37802,0.493868,0.240195
8.25899,-1.15166,2.52925,-2.41621
8.44275,0.0537988,1.51702,0.00174597
7.47688,4.12381,0.0323625,2.97522
7.44898,1.99382,0.270684,2.45727
7.33429,2.31189,0.197504,-0.481718
6.28205,1.63941,0.383421,1.43195
5.73491,-1.37954,2.64845,-0.563914
5.29853,-0.802317,2.29873,0.484015
4.45824,-3.68249,3.09128,2.3163
4.41847,-3.42883,3.07677,-2.93238
4.26888,2.87054,0.113215,0.506753
4.1352,3.19638,0.0817744,-2.63657
3.83875,-4.39401,3.11689,-1.87645
3.69332,4.68238,0.0185135,0.798589
4.10419,0.155996,1.41543,-2.7546
3.62534,-3.37621,3.07327,-0.0624052
3.30599,3.84342,0.0428338,-0.73983
3.30024,4.16111,0.031178,-2.11433
3.21881,3.81606,0.0440216,1.82403
3.07203,-3.9745,3.10402,0.974106
