energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
82.0732,1.13972,-0.715171,2.63538,1.42498,-0.560394,undefined,0.0140545,0.0595594,78.6483,0
33.8981,-1.26918,0.509621,-0.803114,-0.55783,2.75976,undefined,0.0140887,0.0925739,33.7424,0
35.9021,-1.26937,0.497185,-0.980629,-0.668426,2.76828,undefined,0.0181004,0.0945731,35.5229,0
26.8773,0.393768,-1.31633,-0.203945,-0.147895,-1.28013,undefined,0.0142596,0.106186,26.772,0
19.8903,0.35652,-1.33162,-0.293643,-0.211435,-1.3092,undefined,0.0106431,0.0695707,19.5545,0
11.5042,0.347944,-1.32867,0.381108,0.274034,-1.31467,undefined,0.0120203,0.0329167,11.4366,0
13.4827,0.811069,1.06478,1.1401,0.772587,0.919835,undefined,0.0196161,0.173529,12.9939,0
11.2845,0.800405,1.0944,1.32623,0.865838,0.939329,undefined,0.0194829,0.0382098,11.0682,0
6.73138,-0.938856,0.976201,1.00424,0.686304,2.3367,undefined,0.0132253,0.0766641,6.53583,0
5.0296,0.319482,-1.32322,-0.101335,-0.0743742,-1.33389,undefined,0.0152976,0.12395,4.99973,0
5.04737,0.370439,-1.31222,-0.411189,-0.297174,-1.29566,undefined,0.0217695,0.0941403,5.04538,0
2.64735,-1.2847,0.38554,-0.879176,-0.615799,2.85004,undefined,0.00959451,0.134808,2.63034,0
2.20962,-1.26202,0.489953,-1.05255,-0.714988,2.77127,undefined,0.0083878,0.0123874,2.22509,0
