pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
3.82126,2.12579,-1.02904,-1,0.00068584,0.0006017,-0.0207113,1.97041,-3.27406,15.7822
26.9725,-0.13597,-1.30757,1,0.000741891,0.00062647,-0.0208033,7.01809,-26.0435,-3.67875
30.0164,-0.53757,2.6943,-1,0.00072973,0.000637075,-0.0208102,-27.0635,12.9829,-16.9244
3.38182,-0.66875,2.66222,-1,-0.00343079,-0.00766546,-0.0218871,-3.00064,1.55976,-2.43398
