detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838968653,1,1.01885,-0.796148,2.55868,1.036,-0.80818,2.54647,1.0484,-0.789832,2.54647,1.03105,-0.778105,2.55868,1.11248,-0.861739,2.75827,1.13089,-0.874661,2.74516,1.14438,-0.854703,2.74516,1.12575,-0.842109,2.75827
838969165,1,1.01885,-0.796148,2.60821,1.03608,-0.808233,2.59617,1.04848,-0.789884,2.59617,1.03105,-0.778105,2.60821,1.11119,-0.86087,2.80869,1.12969,-0.873848,2.79575,1.14318,-0.85389,2.79575,1.12446,-0.84124,2.80869
838968141,1,1.01885,-0.796148,2.5098,1.03592,-0.808126,2.49743,1.04832,-0.789778,2.49743,1.03105,-0.778105,2.5098,1.11376,-0.862605,2.7085,1.13209,-0.875469,2.69522,1.14558,-0.855511,2.69522,1.12703,-0.842975,2.7085
838967629,1,1.01885,-0.796148,2.46154,1.03568,-0.80795,2.44911,1.04808,-0.789612,2.44911,1.03105,-0.778104,2.46154,1.11496,-0.863579,2.65934,1.13315,-0.876334,2.64591,1.1467,-0.856272,2.64591,1.1283,-0.843836,2.65934
838969677,1,1.01885,-0.796148,2.65843,1.03615,-0.808285,2.64655,1.04855,-0.789936,2.64655,1.03105,-0.778105,2.65843,1.1099,-0.859997,2.85978,1.12848,-0.873031,2.84702,1.14197,-0.853073,2.84702,1.12317,-0.840366,2.85978
838968654,1,1.0313,-0.777735,2.55868,1.04865,-0.789461,2.54647,1.06105,-0.771113,2.54647,1.04349,-0.759691,2.55868,1.126,-0.841739,2.75827,1.14463,-0.854333,2.74516,1.15812,-0.834375,2.74516,1.13927,-0.822109,2.75827
838969166,1,1.0313,-0.777735,2.60821,1.04873,-0.789514,2.59617,1.06113,-0.771166,2.59617,1.04349,-0.759691,2.60821,1.12471,-0.840869,2.80869,1.14343,-0.85352,2.79575,1.15692,-0.833562,2.79575,1.13798,-0.821239,2.80869
838968142,1,1.0313,-0.777735,2.5098,1.04857,-0.789408,2.49743,1.06097,-0.77106,2.49743,1.04349,-0.759691,2.5098,1.12728,-0.842604,2.7085,1.14583,-0.855141,2.69522,1.15932,-0.835183,2.69522,1.14055,-0.822974,2.7085
838967630,1,1.0313,-0.777735,2.46154,1.04833,-0.789243,2.44911,1.06072,-0.770905,2.44911,1.04349,-0.759692,2.46154,1.12855,-0.843467,2.65934,1.14695,-0.855903,2.64591,1.16051,-0.835842,2.64591,1.1419,-0.823725,2.65934
838969678,1,1.0313,-0.777735,2.65843,1.0488,-0.789566,2.64655,1.06121,-0.771218,2.64655,1.04349,-0.759691,2.65843,1.12342,-0.839996,2.85978,1.14222,-0.852703,2.84702,1.15571,-0.832745,2.84702,1.13669,-0.820366,2.85978
838968655,1,1.0457,-0.760501,2.55868,1.06325,-0.771927,2.54647,1.075,-0.753157,2.54647,1.05725,-0.742043,2.55868,1.14156,-0.822782,2.75827,1.16041,-0.835053,2.74516,1.17319,-0.814636,2.74516,1.15413,-0.802701,2.75827
838969167,1,1.0457,-0.760501,2.60821,1.06333,-0.771977,2.59617,1.07508,-0.753207,2.59617,1.05725,-0.742043,2.60821,1.14024,-0.821958,2.80869,1.15918,-0.834283,2.79575,1.17196,-0.813866,2.79575,1.15281,-0.801877,2.80869
838968143,1,1.0457,-0.760501,2.5098,1.06317,-0.771876,2.49743,1.07492,-0.753106,2.49743,1.05725,-0.742043,2.5098,1.14287,-0.823603,2.7085,1.16163,-0.835819,2.69522,1.17442,-0.815402,2.69522,1.15544,-0.803521,2.7085
838967631,1,1.0457,-0.760501,2.46154,1.06293,-0.771709,2.44911,1.07467,-0.752948,2.44911,1.05725,-0.742042,2.46154,1.1441,-0.824534,2.65934,1.16272,-0.836646,2.64591,1.17557,-0.816123,2.64591,1.15675,-0.804337,2.65934
838969679,1,1.0457,-0.760501,2.65843,1.06341,-0.772026,2.64655,1.07516,-0.753256,2.64655,1.05725,-0.742043,2.65843,1.13892,-0.821131,2.85978,1.15794,-0.833508,2.84702,1.17072,-0.813091,2.84702,1.15149,-0.801049,2.85978
838968656,1,1.05749,-0.741664,2.55868,1.07524,-0.752778,2.54647,1.08699,-0.734008,2.54647,1.06905,-0.723206,2.55868,1.15437,-0.802322,2.75827,1.17343,-0.814258,2.74516,1.18621,-0.793841,2.74516,1.16694,-0.78224,2.75827
838969168,1,1.05749,-0.741664,2.60821,1.07532,-0.752828,2.59617,1.08707,-0.734058,2.59617,1.06905,-0.723206,2.60821,1.15305,-0.801498,2.80869,1.1722,-0.813487,2.79575,1.18498,-0.793071,2.79575,1.16562,-0.781416,2.80869
838968144,1,1.05749,-0.741664,2.5098,1.07516,-0.752727,2.49743,1.08691,-0.733957,2.49743,1.06905,-0.723206,2.5098,1.15568,-0.803142,2.7085,1.17465,-0.815023,2.69522,1.18744,-0.794607,2.69522,1.16825,-0.783061,2.7085
838967632,1,1.05749,-0.741665,2.46154,1.07491,-0.752571,2.44911,1.08665,-0.733811,2.44911,1.06905,-0.723207,2.46154,1.15698,-0.80396,2.65934,1.1758,-0.815746,2.64591,1.18865,-0.795223,2.64591,1.16963,-0.783764,2.65934
838969680,1,1.05749,-0.741664,2.65843,1.0754,-0.752877,2.64655,1.08715,-0.734107,2.64655,1.06905,-0.723206,2.65843,1.15173,-0.80067,2.85978,1.17096,-0.812712,2.84702,1.18375,-0.792296,2.84702,1.1643,-0.780589,2.85978
838968657,1,1.07128,-0.723939,2.55868,1.08922,-0.734744,2.54647,1.10031,-0.715575,2.54647,1.08218,-0.705088,2.55868,1.16925,-0.782834,2.75827,1.18852,-0.794438,2.74516,1.20059,-0.773588,2.74516,1.18112,-0.762325,2.75827
838969169,1,1.07128,-0.723939,2.60821,1.0893,-0.734791,2.59617,1.10039,-0.715622,2.59617,1.08218,-0.705088,2.60821,1.16791,-0.782056,2.80869,1.18727,-0.793712,2.79575,1.19933,-0.772861,2.79575,1.17977,-0.761548,2.80869
838968145,1,1.07128,-0.723939,2.5098,1.08914,-0.734696,2.49743,1.10023,-0.715527,2.49743,1.08218,-0.705088,2.5098,1.17059,-0.783608,2.7085,1.18977,-0.795161,2.69522,1.20184,-0.774311,2.69522,1.18246,-0.763099,2.7085
838967633,1,1.07128,-0.723938,2.46154,1.08889,-0.734537,2.44911,1.09997,-0.715378,2.44911,1.08218,-0.705087,2.46154,1.17186,-0.784495,2.65934,1.19089,-0.79595,2.64591,1.20301,-0.774991,2.64591,1.18379,-0.763869,2.65934
838969681,1,1.07128,-0.723939,2.65843,1.08938,-0.734838,2.64655,1.10047,-0.715669,2.64655,1.08218,-0.705088,2.65843,1.16656,-0.781275,2.85978,1.186,-0.79298,2.84702,1.19807,-0.77213,2.84702,1.17842,-0.760767,2.85978
838968658,1,1.08241,-0.704701,2.55868,1.10053,-0.715188,2.54647,1.11162,-0.696019,2.54647,1.09331,-0.685851,2.55868,1.18134,-0.761938,2.75827,1.20081,-0.773201,2.74516,1.21287,-0.75235,2.74516,1.19321,-0.74143,2.75827
838969170,1,1.08241,-0.704701,2.60821,1.10061,-0.715235,2.59617,1.1117,-0.696066,2.59617,1.09331,-0.685851,2.60821,1.18,-0.761161,2.80869,1.19955,-0.772474,2.79575,1.21162,-0.751623,2.79575,1.19186,-0.740652,2.80869
838968146,1,1.08241,-0.704701,2.5098,1.10045,-0.71514,2.49743,1.11154,-0.695971,2.49743,1.09331,-0.685851,2.5098,1.18268,-0.762712,2.7085,1.20206,-0.773924,2.69522,1.21412,-0.753073,2.69522,1.19454,-0.742204,2.7085
838967634,1,1.08241,-0.704702,2.46155,1.10019,-0.714993,2.44911,1.11128,-0.695834,2.44911,1.09331,-0.685851,2.46154,1.18401,-0.763484,2.65934,1.20324,-0.774605,2.64591,1.21536,-0.753646,2.64591,1.19594,-0.742858,2.65934
838969682,1,1.08241,-0.704701,2.65843,1.10069,-0.715282,2.64655,1.11178,-0.696113,2.64655,1.09331,-0.685851,2.65843,1.17865,-0.76038,2.85978,1.19829,-0.771743,2.84702,1.21035,-0.750892,2.84702,1.19051,-0.739871,2.85978
838968659,1,1.09556,-0.686505,2.55868,1.11387,-0.696677,2.54647,1.12429,-0.677132,2.54647,1.10581,-0.667285,2.55868,1.19554,-0.741942,2.75827,1.2152,-0.752867,2.74516,1.22653,-0.731608,2.74516,1.20668,-0.721032,2.75827
838969171,1,1.09556,-0.686505,2.60821,1.11396,-0.696721,2.59617,1.12437,-0.677177,2.59617,1.10581,-0.667285,2.60821,1.19417,-0.741212,2.80869,1.21392,-0.752184,2.79575,1.22525,-0.730925,2.79575,1.20531,-0.720302,2.80869
838968147,1,1.09556,-0.686505,2.5098,1.11379,-0.696632,2.49743,1.1242,-0.677087,2.49743,1.10581,-0.667285,2.5098,1.1969,-0.742669,2.7085,1.21648,-0.753545,2.69522,1.2278,-0.732286,2.69522,1.20804,-0.721758,2.7085
838967635,1,1.09557,-0.686504,2.46154,1.11353,-0.696482,2.44911,1.12394,-0.676948,2.44911,1.10581,-0.667284,2.46154,1.1982,-0.743512,2.65934,1.21762,-0.754294,2.64591,1.229,-0.732925,2.64591,1.2094,-0.722482,2.65934
838969683,1,1.09556,-0.686505,2.65843,1.11404,-0.696765,2.64655,1.12445,-0.67722,2.64655,1.10581,-0.667285,2.65843,1.19279,-0.740479,2.85978,1.21263,-0.751498,2.84702,1.22396,-0.730239,2.84702,1.20393,-0.719568,2.85978
838968660,1,1.10602,-0.66689,2.55868,1.1245,-0.676738,2.54647,1.13491,-0.657193,2.54647,1.11626,-0.647671,2.55868,1.20689,-0.720637,2.75827,1.22674,-0.731213,2.74516,1.23807,-0.709954,2.74516,1.21803,-0.699727,2.75827
838969172,1,1.10602,-0.66689,2.60821,1.12458,-0.676782,2.59617,1.13499,-0.657237,2.59617,1.11626,-0.647671,2.60821,1.20552,-0.719907,2.80869,1.22546,-0.73053,2.79575,1.23679,-0.709271,2.79575,1.21666,-0.698997,2.80869
838968148,1,1.10602,-0.66689,2.5098,1.12441,-0.676693,2.49743,1.13483,-0.657148,2.49743,1.11626,-0.647671,2.5098,1.20825,-0.721364,2.7085,1.22801,-0.731892,2.69522,1.23934,-0.710633,2.69522,1.2194,-0.700454,2.7085
838967636,1,1.10602,-0.666891,2.46154,1.12415,-0.676555,2.44911,1.13456,-0.65702,2.44911,1.11626,-0.647671,2.46154,1.20961,-0.722089,2.65934,1.22921,-0.732532,2.64591,1.2406,-0.711162,2.64591,1.22082,-0.701059,2.65934
838969684,1,1.10602,-0.66689,2.65843,1.12466,-0.676826,2.64655,1.13508,-0.657281,2.64655,1.11626,-0.647671,2.65843,1.20414,-0.719174,2.85978,1.22417,-0.729844,2.84702,1.2355,-0.708585,2.84702,1.21528,-0.698263,2.85978
838968661,1,1.12107,-0.64385,2.55868,1.13972,-0.653381,2.54647,1.14945,-0.633487,2.54647,1.13064,-0.624286,2.55868,1.2229,-0.695788,2.75827,1.24293,-0.706025,2.74516,1.25352,-0.684385,2.74516,1.23331,-0.674504,2.75827
838969173,1,1.12107,-0.64385,2.60821,1.1398,-0.653422,2.59617,1.14953,-0.633528,2.59617,1.13064,-0.624286,2.60821,1.22151,-0.695106,2.80869,1.24163,-0.705387,2.79575,1.25221,-0.683748,2.79575,1.23192,-0.673822,2.80869
838968149,1,1.12107,-0.64385,2.5098,1.13963,-0.653339,2.49743,1.14936,-0.633445,2.49743,1.13064,-0.624286,2.5098,1.22429,-0.696467,2.7085,1.24423,-0.706659,2.69522,1.25481,-0.68502,2.69522,1.2347,-0.675183,2.7085
838967637,1,1.12107,-0.643849,2.46154,1.13937,-0.653198,2.44911,1.1491,-0.633314,2.44911,1.13064,-0.624285,2.46154,1.22562,-0.697264,2.65934,1.2454,-0.707368,2.64591,1.25604,-0.685616,2.64591,1.23609,-0.675859,2.65934
838969685,1,1.12107,-0.64385,2.65843,1.13989,-0.653463,2.64655,1.14962,-0.633569,2.64655,1.13064,-0.624286,2.65843,1.22011,-0.694421,2.85978,1.24032,-0.704745,2.84702,1.2509,-0.683106,2.84702,1.23052,-0.673137,2.85978
838968662,1,1.13083,-0.623885,2.55868,1.14965,-0.633085,2.54647,1.15938,-0.613192,2.54647,1.1404,-0.604321,2.55868,1.23351,-0.674102,2.75827,1.25371,-0.683984,2.74516,1.2643,-0.662345,2.74516,1.24392,-0.652818,2.75827
838969174,1,1.13083,-0.623885,2.60821,1.14973,-0.633127,2.59617,1.15946,-0.613233,2.59617,1.1404,-0.604321,2.60821,1.23212,-0.67342,2.80869,1.25241,-0.683346,2.79575,1.26299,-0.661707,2.79575,1.24253,-0.652136,2.80869
838968150,1,1.13083,-0.623885,2.5098,1.14956,-0.633044,2.49743,1.15929,-0.61315,2.49743,1.1404,-0.604321,2.5098,1.2349,-0.674782,2.7085,1.25501,-0.684618,2.69522,1.26559,-0.662979,2.69522,1.24531,-0.653498,2.7085
838967638,1,1.13083,-0.623886,2.46154,1.14929,-0.632915,2.44911,1.15902,-0.613031,2.44911,1.1404,-0.604322,2.46154,1.23628,-0.675459,2.65934,1.25623,-0.685216,2.64591,1.26687,-0.663464,2.64591,1.24675,-0.654053,2.65934
