et,eta,theta,phi
84.6668,1.19655,0.587013,2.02423
79.5164,-0.526177,2.07425,-1.18374
34.8751,1.88623,0.300993,-0.291925
32.0139,0.690506,0.92941,-2.58348
29.9882,0.490899,1.0985,-0.137691
23.5886,2.46505,0.169602,1.87393
25.0209,0.00067457,1.57012,1.21168
22.4347,1.64143,0.382668,-2.90899
21.0592,3.32375,0.0720037,-2.71059
21.1732,1.43431,0.467834,0.826509
20.8599,1.62049,0.390561,-1.29792
18.4594,-3.82875,3.09813,0.686213
17.963,-0.741288,2.25225,-2.52856
16.2738,3.14466,0.08611,-1.60875
16.6973,-0.517321,2.06648,2.40808
14.6185,4.38138,0.0250148,-3.00911
14.6253,-2.25679,2.93298,2.16621
14.4288,0.532559,1.06176,-1.54044
13.5948,-3.22483,3.06211,-0.480326
13.3626,-2.78679,3.01851,3.07629
11.9711,3.0779,0.0920469,0.720407
11.0131,-3.72312,3.09329,2.34862
10.9883,4.34128,0.0260383,-0.287614
10.5567,3.85935,0.042157,1.75874
10.948,0.324264,1.25207,2.97773
10.2388,-3.07759,3.04952,-1.50983
10.0802,-1.24833,2.58265,1.18263
9.53224,-4.27768,3.11384,-2.40554
8.81979,2.6344,0.143278,-0.591971
8.78652,-2.66594,3.00275,0.791578
7.79506,-4.33497,3.11539,-0.404549
7.52554,4.22069,0.0293748,0.742141
6.92887,2.66396,0.139119,2.7806
6.6645,4.22821,0.0291547,-2.00848
6.63806,-1.15981,2.53392,0.0827202
6.43291,-2.08402,2.89401,-0.904676
5.69393,-4.57559,3.12099,1.56192
5.4405,2.16926,0.227538,-1.93194
5.17059,-1.98037,2.86729,1.35319
4.97592,-4.82159,3.12549,2.82653
3.97456,3.38963,0.067417,-0.368548
3.69027,-4.07645,3.10766,-1.35529
3.55992,-4.8618,3.12612,0.504439
3.54747,-3.05861,3.04776,1.70768
3.41795,3.66361,0.0512684,2.45893
3.32911,-1.68724,2.77567,-2.09118
3.24811,-1.27849,2.59844,-3.07862
