isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000741594,0.000596437,0.0297931,8.14729e-06,1.3532e-05,1.54159e-05,86.4788,113.421
1,0,0.000729647,0.000631268,-0.0978467,1.77709e-05,1.81254e-05,2.32502e-05,102.35,111.509
1,0,0.000723796,0.000578025,0.0497516,2.44032e-05,1.95241e-05,2.41128e-05,44.629,45.7438
1,0,0.000734812,0.000530523,-0.036021,3.90374e-05,4.83979e-05,5.28931e-05,42.2498,54.2135
1,0,0.000770692,0.000628237,-0.0801382,6.04845e-05,5.87085e-05,7.2859e-05,13.6065,22.1493
1,0,0.000645903,0.000525975,-0.0481032,7.80796e-05,7.71247e-05,0.000154564,13.0972,18.3286
1,0,0.000708031,0.000565263,-0.0170086,0.000109056,6.54575e-05,8.11889e-05,11.1114,11.9485
1,0,0.000828497,0.000640302,-0.00677108,8.4201e-05,7.63956e-05,9.80059e-05,8.40342,15.2547
1,0,0.000751967,0.000848055,-0.00755843,7.34249e-05,0.000201502,7.87809e-05,1.67117,2.89636
1,0,0.000762332,-2.5766e-05,0.0171004,0.000287637,0.00024735,0.0002617,3.09743,2.76993
