pos_x,pos_y,pos_z
0.00601368,0.0369025,0.111886
0.0529083,0.33829,0.593459
0.105398,0.638615,1.07473
0.16341,0.937844,1.55572
0.22685,1.23597,2.03647
0.295612,1.53299,2.51697
0.369595,1.82896,2.99724
0.448722,2.12397,3.47721
0.532961,2.41816,3.95681
0.622304,2.7118,4.43588
0.716744,3.00535,4.91412
0.816352,3.2977,5.39222
0.9164,3.58897,5.87091
1.01459,3.88011,6.34999
1.11133,4.17114,6.8294
1.20727,4.46201,7.30903
1.29967,4.75357,7.78885
1.38834,5.04592,8.26882
1.47652,5.33832,8.74884
1.5625,5.63197,9.22848
1.64785,5.92598,9.708
0.0127508,0.0647024,0.141407
0.117282,0.377989,0.587971
0.369802,0.653829,1.10461
0.806202,0.790366,1.75964
1.35455,0.525159,2.67423
1.34429,-0.0594471,3.57914
0.92035,-0.18881,4.09425
