et,eta,theta,phi
56.9511,-0.33558,1.90025,-1.27952
43.1685,1.20121,0.584434,1.31058
41.7244,1.5791,0.406622,3.03562
43.9437,0.446999,1.13798,-2.48962
39.6886,1.70292,0.360351,-1.34853
37.12,-0.301101,1.86745,1.94043
30.3,-2.78058,3.01775,-1.25538
29.3517,-1.84,2.82659,1.27231
31.2042,-0.80431,2.30022,-0.192987
25.4534,-2.96666,3.03873,3.11194
25.31,-2.91317,3.03309,2.03361
26.2467,1.06222,0.665655,-0.54524
24.3365,2.83682,0.117089,3.04066
24.3664,-1.73674,2.79298,-0.755412
23.7809,-3.43436,3.07712,1.21016
21.9061,-3.02784,3.04483,-0.0568615
20.26,3.40729,0.0662378,-0.951181
19.432,-3.35321,3.07168,-2.21627
19.3952,2.43525,0.174706,-2.14923
21.0886,-0.303729,1.86996,0.976796
18.7083,2.165,0.228501,-0.506588
17.9398,-4.14352,3.10986,2.97651
17.9113,3.59385,0.0549707,1.96491
15.581,2.61783,0.145664,1.32657
15.3378,-1.29195,2.60536,2.17942
15.0831,1.88027,0.302764,0.641882
15.9538,-0.385182,1.94679,2.79459
14.4905,-3.85953,3.09944,-1.07188
14.5455,-1.81643,2.8192,-3.02772
13.9793,1.96309,0.279025,2.18853
13.6931,-4.20489,3.11175,0.161865
13.6596,-1.39133,2.654,0.39746
13.6863,0.660279,0.953848,0.403494
12.3837,3.86011,0.042125,0.295002
12.1502,4.43859,0.023624,2.43393
11.7811,-4.27037,3.11364,1.76022
12.0244,-1.26868,2.59335,-1.79945
10.5251,4.00627,0.0363983,-2.60526
9.3911,1.48391,0.445956,-2.20552
9.86897,0.735475,0.893866,2.10839
9.2086,-0.658206,2.18605,-2.55071
8.6028,4.32415,0.026488,1.20781
8.02283,-2.11924,2.90249,-1.93641
7.8224,4.63157,0.0194782,-1.731
6.95203,-4.77207,3.12467,0.96398
6.48577,-4.89085,3.12656,-0.450413
6.16789,-4.7512,3.12431,-1.67322
6.07033,-2.35166,2.95174,0.575772
5.97083,4.72593,0.0177244,-0.651284
5.18768,0.578063,1.02247,-1.48747
4.86008,2.7091,0.132997,0.33295
4.73317,-4.4032,3.11712,-2.3953
4.23688,3.29656,0.0739869,-1.97347
4.09446,-5.03126,3.12853,2.92603
3.19888,-2.18874,2.91841,-0.210916
3.13068,4.89704,0.0149371,0.309593
