pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
22.2468,1,0.000672748,0.00060995,-0.00583175,1.41012,1.23726,0
15.4946,-1,0.000644084,0.000574778,0.0100604,2.01552,1.2601,0
