eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
-1.15489,1.33254,1.20125,-1,0,0.671284,5.73034,0.0388765,10.2554,7.13016,2.08967,0,,-999,0,0,,,1
1.55216,-0.910254,1.42774,1,0.768516,0,0,1,0,0,0,0,,-999,0,0,,,1
-1.30145,2.25904,0.717091,-1,1.22203,0,0,-1,0,0,0,0,,-999,0,0,,,1
1.38822,2.46959,1.11365,1,1.34648,0,1.50863,0,1.81351,1.81351,0,0,,-999,0,0,,,1
-2.21472,-1.52625,2.32011,1,0,1.56793,1.75785,0.543957,0.755054,0.755054,0.755054,0.90061,,-999,0,0,,,1
-0.670613,2.08391,1.81888,-1,0.563454,1.16358,0,1,0,0,0,0,,-999,0,0,,,1
-1.83553,1.28089,37.1694,1,8.35982,2.34133,25.1286,0.478798,6.63403,3.94316,5.64165,6.09431,,-999,0,0,,,1
0.951156,-2.22928,27.1935,1,11.6089,11.2962,27.69,0.236666,1.98859,0.999989,1.83154,0.473367,,-999,0,0,,,1
-1.14486,-0.469412,4.17456,1,0,0,0,1,0,0,0,1.73096,,-999,0,0,,,1
-2.16681,-0.102786,3.94598,-1,0,0,0,1,0,0,0,1.10843,,-999,0,0,,,1
-0.890846,-1.96371,2.27189,-1,0.708804,0,1.06571,0.39434,2.02775,1.70208,1.70208,0,,-999,0,0,,,1
-0.780531,0.318348,10.3545,1,0.721529,0,0,1,0,0,0,5.26365,,-999,0,0,,,1
0.445189,-2.57613,2.80454,1,2.38102,2.72152,2.72065,0.293761,7.26815,2.83663,0,1.01626,,-999,0,0,,,1
-2.83353,-1.48491,6.09152,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.34115,2.37491,3.03431,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.05486,-1.60173,5.90448,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.618968,1.38849,6.88017,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.82609,-0.524202,6.92071,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.9506,-0.841169,7.07793,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.01,1.72323,8.87196,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
0.714161,3.05979,3.05139,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.25963,1.06477,4.14499,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.8447,0.693107,5.81892,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.35035,-1.61756,3.09854,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.64012,-2.55134,3.57432,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.19233,-2.61142,3.67099,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.12422,1.23533,5.01614,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.44244,-0.337746,4.88622,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.54853,-2.04175,4.68286,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.15073,-2.82945,3.85545,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.55483,-0.855432,4.42096,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-0.0495172,0.110093,4.15246,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.16772,2.77044,1.00777,-1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-2.48989,-2.58519,1.9148,-1,0,0,1.14684,0.491731,0.983686,0.773678,0,0.95168,,-999,0,0,,,1
2.29677,-1.53035,2.89895,1,0,0,1.3591,0.380121,0.463428,0.463428,0.463428,0.284183,,-999,0,0,,,1
2.16256,2.6773,1.93924,1,0,0,2.92731,0,2.05308,1.54973,1.54973,0,,-999,0,0,,,1
0.643102,1.34407,2.87637,-1,0,0,0.695937,0.478004,0.893707,0.466735,0,0,,-999,0,0,,,1
0.31725,-0.793564,2.56559,-1,0,0,1.13685,0.591097,1.0348,1.0348,0,0,,-999,0,0,,,1
0.10365,2.71171,1.39353,1,0.721694,0,2.06682,0,2.83712,1.47544,0,0,,-999,0,0,,,1
1.17331,-0.324386,1.32627,1,0.763834,0,1.09156,0.609306,0.641211,0.641211,0,1,,-999,0,0,,,1
1.62781,1.53607,0.639005,1,1.19882,0,1.12882,0,3.72765,1.74376,0.562604,0,,-999,0,0,,,1
-1.54851,0.680543,0.894673,-1,1.31005,0,0.914546,0.315018,2.10803,1.17157,1.17157,0.96947,,-999,0,0,,,1
-0.262215,-2.69771,1.5095,1,0.659962,0.745089,0,1,0,0,0,0.481517,,-999,0,0,,,1
-1.53562,-1.13522,3.0471,-1,2.98106,0,2.56781,0.34074,1.21752,0.892841,0,0,,-999,0,0,,,1
