pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000663373,0.000747725,0.0369784,-0.872911,-0.415093,-0.256367,1.5095,-2.69771,-0.262215,1,12.2682,16
0.000794488,0.000475422,-0.0232455,-0.425369,-0.225785,0.876403,0.763204,-2.65361,1.36004,1,15.7479,7
0.000631103,0.000780986,-0.0480074,-0.716322,-0.375645,0.588025,1.39558,-2.65861,0.674642,1,6.67741,14
0.000778114,0.000479987,-0.048189,-0.693603,-0.306168,0.652056,1.09565,-2.7259,0.778866,-1,9.00871,11
0.000608154,0.000818789,-0.0247975,-0.59697,-0.328211,0.732055,1.31354,-2.63891,0.933142,1,17.176,13
0.000780591,0.000546655,-0.0480998,-0.71694,-0.676917,0.166675,1.16882,-2.3849,0.168245,1,4.56845,7
0.000706005,0.000627463,-0.0479784,-0.683724,-0.578686,0.444572,0.985435,-2.43921,0.477915,-1,5.60904,6
0.00074624,0.00059064,-0.0481085,-0.39749,-0.522156,0.754556,4.19356,-2.22146,0.983451,1,6.27664,11
0.000753258,0.00058489,-0.0480965,-0.411372,-0.531715,0.740306,27.1935,-2.22928,0.951156,1,4.49175,11
0.000726702,0.000606002,-0.0480249,-0.376278,-0.552485,0.743758,3.04698,-2.1687,0.958838,1,14.0978,16
0.000738249,0.000598866,-0.0481524,-0.348168,-0.544663,0.762968,3.30454,-2.13957,1.00328,-1,5.65236,7
0.000874294,0.00055184,-0.0480859,-0.198784,-0.523909,-0.828254,0.792549,-1.93344,-1.18255,-1,6.02428,7
0.000735078,0.000607612,-0.0481765,-0.113304,-0.658575,0.743936,1.06379,-1.74117,0.959236,-1,22.155,16
0.000697078,0.000607231,-0.024465,0.0792223,-0.983624,-0.161888,1.07341,-1.49043,-0.163325,1,20.0704,14
0.000751963,0.000615356,-0.047857,0.0557951,-0.330798,-0.942051,2.98106,-1.4037,-1.75597,1,32.0603,33
0.000830776,0.000645514,-0.0479287,0.182602,-0.567398,-0.802942,1.12012,-1.25944,-1.10684,1,2.90919,1
0.000661918,0.000582715,-0.0481057,0.173652,-0.373135,-0.911381,3.0471,-1.13522,-1.53562,-1,15.0981,15
0.000817648,0.000675439,0.0367903,0.248729,-0.320125,0.914141,1.42774,-0.910254,1.55216,1,40.0735,39
0.000790073,0.000663072,-0.0245043,0.624319,-0.775801,0.0914272,1.0967,-0.893171,0.0916832,-1,6.19098,16
0.000671138,0.000566832,-0.0491763,0.174562,-0.199313,0.964263,0.951252,-0.851505,2.00334,-1,28.4853,37
0.000613613,0.000454816,0.0368539,0.291506,-0.222436,0.930347,0.768516,-0.651805,1.66097,-1,5.42801,9
0.000673313,0.000493244,-0.0479211,0.57458,-0.23316,-0.784535,2.47257,-0.38549,-1.05706,1,8.77384,17
0.000745004,0.000651056,0.0369311,0.858957,-0.293538,0.419557,0.811177,-0.329295,0.447155,1,26.6223,17
0.000738012,0.000661507,-0.0479767,0.535201,-0.179969,0.825331,1.32627,-0.324386,1.17331,1,8.10539,14
0.000729659,0.000714577,-0.0485318,0.779582,-0.0671551,-0.62269,0.80538,-0.0859303,-0.729386,1,4.82376,15
0.00070223,0.000647652,-0.0244386,0.586256,0.322589,0.743129,1.0774,0.503037,0.957431,1,59.6461,16
0.000903032,0.000384739,-0.0483522,0.31614,0.255934,-0.913539,0.894672,0.680543,-1.54851,-1,34.0046,35
0.000617897,0.000664557,-0.0244341,0.294781,0.562613,0.77238,0.954409,1.08817,1.0262,1,15.3719,8
0.00074896,0.000601031,-0.0480811,0.097284,0.304003,-0.947691,4.46423,1.26108,-1.80861,1,18.2819,27
0.000764615,0.000594997,0.0368438,0.0958411,0.266171,0.959149,0.94839,1.22518,1.93517,-1,24.0892,41
0.000698306,0.000616819,-0.0474716,0.0857159,0.285479,-0.954544,5.96563,1.27911,-1.88059,1,43.2329,39
0.00076326,0.000599896,0.0369581,0.181555,0.801319,-0.570023,1.26328,1.34799,-0.647557,1,17.7549,16
0.000782319,0.000594157,-0.048348,0.0817043,0.316497,-0.945068,3.35062,1.31816,-1.78348,-1,84.8242,41
0.00073012,0.000607406,0.0370405,0.135299,0.557073,-0.819368,1.20125,1.33254,-1.15489,-1,12.2336,18
0.000932806,0.000585155,-0.0481379,0.102485,0.871421,0.479711,1.70499,1.45373,0.522609,-1,38.8159,14
0.000681397,0.00061277,-0.0243945,0.0617926,0.756516,-0.65105,1.35701,1.4893,-0.777118,-1,1.63075,3
0.000682232,0.000597182,-0.0242496,-0.115285,0.390153,0.913504,1.19882,1.85811,1.5483,-1,6.11534,17
0.00074097,0.000612414,0.0370439,-0.235158,0.510581,-0.827047,1.22203,2.0024,-1.17872,-1,3.36896,11
0.000769618,0.000645952,-0.0479647,-0.463594,0.631863,-0.621152,1.07865,2.20378,-0.726878,1,14.7545,17
0.000726769,0.000614078,-0.0480472,-0.249735,0.378754,0.891167,0.821841,2.15372,1.42757,-1,23.77,33
0.000197188,-3.81203e-05,0.00111797,-0.329945,0.269939,0.904582,0.890744,2.45589,1.49688,1,31.1911,31
0.000761756,0.000661639,-0.0477507,-0.367647,0.292468,0.882779,1.11365,2.46959,1.38822,1,12.2473,17
0.000724521,0.000618393,-0.0480393,-0.904153,0.414536,0.10328,1.39353,2.71171,0.10365,1,7.1771,14
0.000706166,0.000565178,-0.0241285,-0.528633,0.20574,-0.82354,1.00777,2.77044,-1.16772,-1,23.7867,20
0.00071883,0.000589142,-0.0418772,-0.671226,0.0828756,-0.736605,0.905087,3.01875,-0.943017,1,6.32325,16
0.000573385,0.000674078,0.0369471,-0.103186,-0.242851,0.96456,0.955094,-1.97258,2.00759,-1,22.3622,23
0.000919621,0.000929978,-0.0255282,0.149864,-0.0917819,0.984437,1.1367,-0.549513,2.42411,1,16.9141,19
0.000951058,0.000611792,-0.0483959,-0.00156404,0.226991,0.973896,0.979179,1.57769,2.16283,-1,34.3369,35
0.000683048,0.000513275,0.0376417,-0.203019,0.101673,0.973882,1.93924,2.6773,2.16256,1,47.8756,31
0.000759554,0.000601027,-0.0482008,-0.0522406,-0.223543,-0.973293,1.82268,-1.80037,-2.15127,-1,46.473,35
0.000601958,0.000601618,0.037595,0.00960879,-0.215582,-0.976438,2.32011,-1.52625,-2.21472,1,34.5307,35
0.000743709,0.00101675,-0.0473661,0.222443,-0.0125137,-0.974865,1.57747,-0.0561968,-2.18201,1,2.90469,5
0.000656974,0.000613504,-0.0400951,0.0158105,0.280301,-0.959782,1.82824,1.51445,-1.94314,-1,27.2507,39
0.000704052,0.000624983,-0.0481292,0.51888,0.57998,-0.628002,0.896021,0.840943,-0.73811,1,2.61653,5
2.66964e-05,-0.000345317,-0.0468839,-0.468388,0.340276,-0.815368,0.983074,2.51331,-1.14284,-1,3.13388,8
0.000694723,0.000407848,-0.0474217,0.683545,-0.0880912,0.724573,0.763834,-0.128168,0.917207,-1,13.2463,10
0.000860302,0.000746909,-0.0485229,-0.20363,0.207927,0.956714,0.909067,2.34575,1.90559,1,21.296,23
0.00119526,0.000443424,-0.0451281,0.0728172,0.206983,0.975631,1.19885,1.23252,2.19766,1,41.9816,31
0.000527999,0.000741338,-0.048779,-0.111339,-0.163243,-0.980283,1.03973,-2.16937,-2.30477,-1,31.5323,31
0.000726996,0.000609169,0.0373485,-0.278511,-0.495457,0.822772,1.03536,-2.0829,1.16534,1,17.1509,18
0.000730358,0.00061759,0.0372859,0.56838,-0.0126606,0.822668,1.11989,-0.0222712,1.16502,-1,10.3462,14
0.00075552,0.000558323,0.0369963,0.758162,0.392678,-0.520571,1.87319,0.477892,-0.577122,1,6.80128,13
0.000760218,0.000624387,0.0369324,-0.397993,0.706349,-0.585383,1.81888,2.08391,-0.670613,-1,21.6878,15
0.000759205,0.000560631,0.0367385,-0.139862,-0.0869868,-0.986343,1.9148,-2.58519,-2.48989,-1,19.2932,11
0.000703601,0.000576101,-0.0249679,-0.783876,0.46336,0.413322,0.906059,2.60773,0.439611,1,8.70372,13
0.0024474,-0.00141295,-0.0331842,0.173402,0.148017,-0.973665,1.33691,0.706582,-2.15837,1,49.7708,35
0.000704703,0.000438998,-0.0498443,0.190054,-0.0175294,-0.981617,1.58077,-0.0919736,-2.34012,-1,19.1543,23
0.00146404,0.00309036,-0.0396353,-0.191049,0.0571778,-0.979914,1.24843,2.85079,-2.29539,-1,16.1212,23
