et,eta,theta,phi
92.5648,1.75124,0.343695,-0.5104
59.1899,-1.76676,2.80309,2.20877
46.3601,-0.216679,1.7858,2.81773
36.1312,0.313391,1.26241,-2.37204
29.3887,1.902,0.296351,-2.63453
30.0644,-0.0342454,1.60504,-0.954709
24.5734,3.41487,0.0657377,-1.04546
22.7569,-0.841806,2.32782,1.10858
20.1896,-1.83849,2.82612,0.00378626
18.7812,1.1212,0.630072,0.49428
18.1435,-0.915002,2.37969,-0.121688
16.0118,-1.78236,2.80823,-1.09185
14.8344,1.69531,0.363043,1.60572
14.4175,3.10305,0.0897636,-3.01686
13.8257,-3.57494,3.08557,0.667369
13.1104,1.36111,0.501943,-1.7662
12.5553,4.18325,0.0304952,2.60162
11.6745,3.46459,0.0625513,1.8854
12.4729,0.167871,1.40371,1.60764
11.2827,3.68312,0.0502784,0.0889345
11.383,-1.36717,2.64256,-2.49565
10.8913,-3.9394,3.10268,-0.653781
10.0314,-3.78115,3.09601,-2.25105
9.78149,-2.68345,3.00515,2.66556
8.88664,2.51599,0.161216,1.0444
8.59188,-3.50893,3.08175,2.62301
7.18588,2.0317,0.260737,2.55379
6.82558,2.00081,0.268821,0.302974
6.49663,-0.236974,1.80558,-1.88808
6.04676,-4.41672,3.11745,2.80973
4.68515,4.38651,0.0248868,-0.330983
4.60891,4.64631,0.0191932,1.39817
4.58442,-1.83047,2.82362,1.0322
4.41199,-2.29974,2.94169,-2.5599
4.26977,3.85654,0.0422757,-2.20558
4.23762,-2.9105,3.0328,-1.4423
3.82927,0.669463,0.946377,2.32698
3.61686,2.58285,0.15083,-1.98944
3.41047,-2.53313,2.98311,1.60909
3.15434,4.88001,0.0151936,-2.34875
3.05055,-4.72364,3.12383,1.61222
3.02593,-2.88895,3.03044,-0.232412
