pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
52.54,-0.00075774,1.11257,-1,0.000676102,0.000656169,-0.0819704,23.2414,47.1199,-0.0398117
31.7429,-0.755621,-1.70114,1,0.0006672,0.000647585,-0.0819857,-4.12578,-31.4736,-26.3341
2.85181,-0.166401,-2.66778,1,6.71762e-05,0.00188401,-0.0820454,-2.53764,-1.30122,-0.476736
