isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000749189,0.000619328,0.0892243,9.82699e-06,5.54626e-06,7.49715e-06,130.388,147.112
1,0,0.000744804,0.000603606,-0.108155,2.24593e-05,1.91893e-05,2.61493e-05,39.2222,71.6211
1,0,0.000768073,0.000594263,-0.0193469,2.35639e-05,2.04202e-05,2.91681e-05,92.6289,93.8765
1,0,0.000752114,0.000620601,0.0170535,2.51421e-05,1.97166e-05,3.13029e-05,57.7781,84.1843
1,0,0.000773116,0.000669738,-0.0103159,3.10754e-05,3.84919e-05,4.25511e-05,23.9774,35.5253
1,0,0.000704925,0.000589049,0.00825897,3.60538e-05,3.23823e-05,5.4901e-05,45.4207,60.1835
1,0,0.000791467,0.000653919,-0.0820796,3.91442e-05,3.93002e-05,4.78323e-05,37.9955,53.0001
1,0,0.000877018,0.000461316,-0.0386259,6.36654e-05,6.52014e-05,8.36176e-05,14.4353,15.661
1,0,0.000669379,0.000646603,-0.00852073,0.000143157,0.000104443,0.000111865,6.26232,6.1207
1,0,0.000720099,0.000491831,-0.0612047,0.000235253,0.000155508,0.0010845,3.20207,2.81976
1,0,0.000741092,0.000600706,-0.006591,9.5694e-05,0.000103288,0.000119121,5.00531,10.6705
1,0,-0.000417598,0.000200201,0.033012,0.000269587,0.000268766,0.000322669,0.0515695,0.941597
1,0,0.00071271,0.000684267,-0.0432264,0.000167594,0.000161343,0.000181436,1.48495,6.82514
