et,eta,theta,phi
121.603,-0.408587,1.96847,-3.10854
80.0529,0.0724871,1.49837,-0.024937
60.3312,-0.738382,2.24999,-0.950193
52.6493,0.107481,1.46352,1.0068
42.8276,-1.43693,2.67494,2.63525
30.7794,2.68721,0.135931,-0.0709826
29.4494,0.597234,1.0062,2.57861
23.0732,1.38242,0.491784,1.82421
21.6075,1.61191,0.393843,0.488795
20.779,-3.18609,3.05897,-2.77196
20.2254,1.52394,0.429002,-2.99722
19.8512,-2.5975,2.99295,2.5462
19.553,1.14463,0.616397,-0.678903
19.332,-1.60113,2.74359,-1.56646
19.3047,-1.19313,2.55268,0.172983
17.9887,-4.1063,3.10866,2.49756
17.6486,-2.05077,2.88573,-0.57138
17.303,-3.11658,3.05303,-1.81876
18.3661,1.00902,0.6992,-1.85363
16.8588,-3.45332,3.07833,0.319876
16.6479,-3.31533,3.06898,1.43177
16.9514,-0.389311,1.95063,-2.02027
15.4493,3.19842,0.0816079,1.89911
15.3859,-0.447984,2.00451,2.0015
14.2168,4.09631,0.0332649,-2.58143
14.2467,-1.42883,2.67128,1.30357
13.599,-4.21893,3.11217,-1.51741
12.4575,-4.78405,3.12487,-2.65507
11.7627,2.73236,0.129948,-2.6727
10.6097,3.78594,0.0453671,0.534871
10.5312,-4.46385,3.11856,0.158694
10.4935,-2.1645,2.91298,-2.62325
9.3796,-2.15013,2.9097,1.58767
9.13639,-3.08966,3.05062,-0.769128
8.3186,-4.38385,3.11664,1.24367
7.48034,3.49454,0.0607066,-1.82315
7.32037,2.19415,0.22199,2.68451
7.18111,4.37411,0.0251972,2.31587
6.62591,-1.13109,2.51733,-2.57501
6.43419,-2.27195,2.9361,0.588669
5.69974,4.29764,0.0271996,-0.723214
5.13578,2.21733,0.216945,-1.58802
4.98925,-4.83593,3.12571,-0.882439
4.95167,3.14203,0.0863367,-0.958485
4.39061,3.2695,0.0760143,2.78685
3.55648,4.77195,0.0169273,0.401089
3.69363,0.418466,1.16403,-2.59844
3.29395,4.88441,0.0151269,-1.79003
3.17809,2.64258,0.142115,0.883627
3.13945,0.217081,1.3554,-1.30749
