et,eta,theta,phi
82.1834,1.21488,0.576937,2.90992
70.178,0.521191,1.07172,0.64004
46.6094,-1.2909,2.60482,0.79123
35.4121,0.041515,1.52929,-0.39564
31.2105,-0.00990031,1.5807,3.00895
25.3432,-1.17706,2.5437,-2.06086
23.077,-3.50794,3.08169,-1.52776
21.8091,-1.01502,2.44625,2.23392
18.2812,1.57887,0.406715,-1.39568
17.9043,2.67085,0.138167,-2.93493
16.9411,3.17972,0.0831468,1.96087
15.7854,2.97673,0.10183,-0.0966442
14.068,-2.29131,2.94001,-1.54591
13.9828,-3.14268,3.05531,2.13436
14.1037,1.61181,0.39388,0.871809
13.7067,4.06954,0.0341673,-0.772376
12.5903,-1.52236,2.71193,-0.704487
12.7224,0.680815,0.937197,2.0672
12.2433,0.913765,0.762756,-2.28691
12.5968,-0.369876,1.93252,-1.34021
11.2374,-4.15186,3.11012,-2.47058
10.7079,-3.74035,3.09411,-0.211673
10.6968,-3.91254,3.10162,1.25472
9.91678,3.67777,0.0505478,2.81733
9.69276,-3.04834,3.04679,0.589625
9.25035,3.25946,0.0767803,-2.20438
9.40322,-1.60686,2.74581,3.1308
9.16976,-4.4504,3.11825,2.87436
8.68633,4.37326,0.0252188,0.808088
8.83714,1.40803,0.479827,-0.0533021
8.15734,-4.51757,3.11976,-1.05953
8.14409,4.70687,0.0180655,-2.59094
7.55838,3.3854,0.0677026,0.976973
7.40079,0.668613,0.947067,-1.32966
6.6617,2.22112,0.21613,1.62907
6.51251,-0.383395,1.94513,1.48798
5.82661,-2.63125,2.99786,-0.434947
5.35167,4.22134,0.0293558,1.89954
5.55208,-0.47526,2.02911,0.460027
5.38872,-1.78518,2.80916,1.90119
4.93019,2.05166,0.255641,-0.734693
4.31264,-0.010723,1.58152,-2.27175
3.8621,-3.16156,3.05692,-2.84975
3.66766,4.13803,0.0319058,-1.66279
3.66634,-4.34681,3.1157,1.99582
3.63158,-1.83293,2.82439,-2.40663
3.48377,2.95482,0.104082,-1.24498
3.32776,2.08813,0.246581,2.64057
