pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
174.852,1,0.000696431,0.000687886,-0.032874,2.81437,1.21702,0
39.4953,-1,0.000698511,0.000637174,0.0347396,0.503446,0.591214,0
16.5491,-1,0.000734402,0.000623268,0.00960187,0.883069,0.347862,0
12.281,1,0.000700058,0.000647554,0.0208515,3.08976,-0.123668,0
