pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
2.16446,-1,0.000721314,0.000624097,-0.00346362,-0.707618,-2.15081,0
1.10416,1,0.00168913,0.00260093,-0.995761,1.43051,2.24304,0
