et,eta,theta,phi
43.514,0.713942,0.910764,2.57087
32.5637,-0.64878,2.17833,-0.185648
30.616,0.532287,1.062,-2.34362
23.8421,-2.16863,2.91391,-1.87926
22.12,-1.54339,2.72061,0.827788
23.2043,0.535935,1.05882,0.0282832
21.0985,1.70585,0.359319,2.40763
20.1715,4.16421,0.0310814,1.13353
20.9477,0.35202,1.22583,1.58297
19.0206,0.763374,0.872309,-1.12719
17.5421,-2.80638,3.02089,1.4348
16.9893,3.20075,0.0814183,-0.709148
16.3683,-3.2896,3.06709,-2.8172
16.3333,2.95167,0.10441,-1.9392
14.224,1.73812,0.348143,-0.419058
13.0967,-4.12421,3.10924,0.713398
13.1772,1.92818,0.288801,-2.09052
12.7272,-1.43189,2.67266,2.02571
12.4453,4.34571,0.0259232,-1.96653
12.2429,-3.60005,3.08696,-1.74763
12.7126,-0.736299,2.24837,-1.58919
11.7355,-2.19138,2.91899,-0.512359
11.0513,3.61116,0.0540277,2.64607
10.8536,2.82934,0.117966,0.70663
10.3541,-4.14185,3.10981,-0.702881
10.1813,-4.40919,3.11726,-2.82913
9.53513,-1.63056,2.75485,-2.79992
8.71451,-2.20717,2.92245,2.64587
8.31031,1.27443,0.545257,0.650486
7.17249,1.52375,0.42908,-2.92468
7.38198,-0.333983,1.89874,0.959121
6.76364,-3.28299,3.0666,0.334483
6.13042,-4.63635,3.12221,2.44348
5.38415,-2.88008,3.02945,-1.01974
5.38307,2.06206,0.253025,1.55275
5.11804,4.11866,0.0325299,-2.81238
5.30407,-0.584764,2.12483,-2.83094
4.76759,2.68115,0.136755,2.28138
4.41501,3.85923,0.0421622,0.0668534
4.36045,4.74229,0.0174368,2.10756
4.34278,-3.95459,3.10326,1.62959
4.0407,-3.0422,3.04621,2.48453
4.03488,4.78,0.0167916,-0.915687
3.40014,2.18189,0.224705,-1.22972
3.11511,1.24862,0.55879,1.6704
