pt,charge,pos_x,pos_y,pos_z,phi,eta
2.22165,-1,0.000860424,0.000774165,0.0521593,-0.717964,-2.17367
2.89165,1,0.000789219,0.00047392,0.0520335,0.419278,-1.53686
