pos_x,pos_y,pos_z
0.0368562,-0.0299014,-0.153025
0.129812,-0.103047,-0.663237
0.227598,-0.172026,-1.17274
0.330116,-0.236922,-1.68154
0.437315,-0.297924,-2.18965
0.549214,-0.355361,-2.69704
0.665933,-0.409728,-3.20364
0.78777,-0.461654,-3.70937
0.915219,-0.512014,-4.21405
1.04904,-0.56208,-4.71745
1.19032,-0.613644,-5.21923
1.32684,-0.650992,-5.72292
1.44894,-0.66434,-6.23114
1.55991,-0.662638,-6.74263
1.66114,-0.653046,-7.25663
1.7531,-0.642891,-7.77256
1.83602,-0.641347,-8.28977
1.91534,-0.640158,-8.80768
1.98647,-0.656787,-9.32609
2.05534,-0.6778,-9.84467
2.12041,-0.705827,-10.3636
