energy,et,eta,phi,pos_x,pos_y,pos_z,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,event_id
48.3237,24.976,-1.27847,0.0697217,0.000693995,0.000618505,0.0956977,0.0894762,0.0894762,0.0,33.3736,37.7097,35.3501,39.2848,22.757,0.00783809,0.00793327,0.84953,0.959906,0.756699,17.0376,0.825799,0.825799,0.0,1.36925,1.36925,1,1,14.3538,0.825799,0.825799,0.0,0.0,0.0,0,0,Event_200621946
140.794,50.5605,1.68336,0.629755,0.000693995,0.000618505,0.0956977,0.0124109,0.0124109,0.0,60.3568,81.8906,81.0321,99.3349,53.7147,0.0230755,0.0423717,0.607609,0.824389,0.60574,3.51731,9.87145,5.17111,4.70034,13.9203,13.9203,5,5,2.7609,9.07654,4.67428,4.40226,11.7217,11.7217,4,4,Event_200621946
104.848,28.6143,1.97259,-1.24109,0.000692772,0.000622869,0.00530943,0.403724,0.258256,0.145468,19.0995,30.0364,28.0821,81.3755,10.6173,0.04055,0.059777,0.234708,0.369108,0.305301,81.1484,150.956,121.038,29.9177,197.644,197.644,12,12,77.7403,136.878,109.287,27.5905,195.058,195.058,10,10,Event_200798394
233.727,172.585,0.818691,1.58753,0.000706303,0.00060264,0.0832003,0.643409,0.643409,0.0,125.33,164.942,163.855,188.391,99.3422,0.0140659,0.0142429,0.665266,0.87553,0.706135,34.3997,28.2589,28.2589,0.0,31.0214,19.9681,9,7,30.1225,23.6071,23.6071,0.0,31.0214,19.9681,9,7,Event_200814330
345.782,121.481,-1.70681,-1.52035,0.000706303,0.00060264,0.0832003,0.600118,0.36341,0.236708,85.0281,108.386,107.372,168.173,54.3856,0.0275798,0.0541154,0.5056,0.644495,0.340047,38.2244,33.6726,25.7232,7.94935,12.7044,12.7044,4,4,34.6872,25.9427,19.4971,6.44564,12.2438,12.2438,3,3,Event_200814330
326.994,61.6304,-2.35293,-1.80126,0.000706303,0.00060264,0.0832003,0.366139,0.201921,0.164217,125.175,198.893,218.886,281.217,54.6463,0.0446778,0.0430835,0.445118,0.707258,0.729369,7.15951,16.8613,10.7539,6.10744,26.6071,5.4831,5,3,3.7418,10.8114,5.59144,5.21996,26.6071,5.4831,5,3,Event_200814330
218.568,215.194,0.17685,-0.13894,0.00072512,0.000626248,0.00615609,0.175547,0.175547,0.0,80.5639,136.435,110.744,157.482,42.0745,0.013591,0.0136757,0.511574,0.866349,0.50877,25.3209,25.1262,25.1262,0.0,75.7526,52.724,17,15,23.3611,23.463,23.463,0.0,65.8433,42.8147,12,10,Event_200821634
55.3133,29.5038,-1.24144,2.60283,0.00072512,0.000626248,0.00615609,0.261953,0.261953,0.0,24.8248,39.597,33.7391,41.1281,10.5226,0.00848007,0.0086245,0.603597,0.962772,0.6274,7.3663,1.71004,1.71004,0.0,16.3443,3.19134,2,1,4.06209,0.727073,0.727073,0.0,16.3443,3.19134,2,1,Event_200821634
102.348,21.571,-2.23888,-2.83591,0.00072512,0.000626248,0.00615609,0.0990801,0.0990801,0.0,50.6822,72.7387,71.0187,94.4366,38.7369,0.0476384,0.0523639,0.536679,0.770238,0.736324,3.94118,13.4082,12.0618,1.34639,21.0759,21.0759,6,6,2.91848,8.93942,7.83863,1.10078,21.0759,21.0759,6,6,Event_200821634
228.983,148.345,-1.00043,2.87297,0.000680554,0.000620952,-0.0215827,0.386645,0.386645,0.0,33.5746,57.0864,58.5825,111.389,12.5648,0.0220488,0.0224919,0.301417,0.512497,0.260747,50.8583,37.7491,37.7491,0.0,87.8774,85.3086,14,13,45.3241,30.9351,30.9351,0.0,85.5129,82.9441,12,11,Event_200887394
46.5383,36.0552,-0.7452,-0.201456,0.000680554,0.000620952,-0.0215827,0.345521,0.345521,0.0,17.6494,35.2709,20.6553,38.0785,15.21,0.0116371,0.0118086,0.463501,0.926266,0.445415,30.869,23.736,23.736,0.0,41.0137,41.0137,15,15,17.9293,14.3418,14.3418,0.0,30.0814,30.0814,10,10,Event_200887394
22.7267,9.34779,-1.53629,-0.135145,0.000680554,0.000620952,-0.0215827,0.0384987,0.0,0.0384987,6.62843,9.90233,11.2217,13.8032,5.02379,0.0225762,0.0509622,0.48021,0.717394,0.504853,29.2521,30.1789,29.7073,0.471602,36.2686,36.2686,6,6,2.73293,16.2118,15.7402,0.471602,1.04253,1.04253,1,1,Event_200887394
384.986,180.659,-1.38949,0.382302,0.000676922,0.000609624,-0.026254,0.463759,0.460925,0.0028337,175.453,332.575,327.772,352.492,128.763,0.0108371,0.0110815,0.497749,0.943494,0.868634,9.52186,33.8074,33.8074,0.0,9.88846,9.88846,2,2,8.49281,31.1026,31.1026,0.0,9.88846,9.88846,2,2,Event_200903346
301.276,156.635,-1.27158,0.55026,0.000721265,0.000615014,0.0306408,0.104671,0.104671,0.0,118.485,217.875,177.099,249.03,79.3283,0.0119406,0.0121696,0.475787,0.874895,0.597203,14.5447,6.88145,6.88145,0.0,36.7902,11.7854,3,2,11.9972,4.93407,4.93407,0.0,36.7902,11.7854,3,2,Event_201058426
131.994,128.68,0.226469,-0.312514,0.000706354,0.000611738,-0.0135542,0.383914,0.383914,0.0,42.781,80.7857,70.8053,88.2333,33.0698,0.00961682,0.00969471,0.484863,0.915592,0.533929,18.2037,10.0015,10.0015,0.0,15.8989,13.6709,6,5,15.929,9.27194,9.27194,0.0,15.8989,13.6709,6,5,Event_201144370
21.5151,21.4891,0.0492342,0.249118,0.000706354,0.000611738,-0.0135542,0.171174,0.171174,0.0,10.3678,17.1176,16.1892,17.6608,8.26588,0.0105617,0.0100047,0.587049,0.969239,0.749987,9.03182,6.66567,6.66567,0.0,7.8371,7.8371,7,7,5.10873,4.27584,4.27584,0.0,4.12338,4.12338,3,3,Event_201144370
289.009,154.973,1.23518,2.63982,0.000705745,0.000610144,0.00494239,0.367578,0.367578,0.0,59.2607,119.004,94.6873,147.665,36.8038,0.0132993,0.0136454,0.401319,0.805904,0.340547,18.976,22.1721,21.7922,0.379858,8.88648,5.27779,4,3,14.5525,18.4735,18.0937,0.379858,8.88648,5.27779,4,3,Event_201150938
25.6491,23.3898,-0.436075,2.88548,0.000705745,0.000610144,0.00494239,0.0,0.0,0.0,10.6404,15.606,17.4767,19.5131,8.68207,0.0181418,0.0163121,0.545296,0.799769,0.689196,13.6356,2.22507,2.22507,0.0,11.3255,11.3255,6,6,10.5704,0.0,0.0,0.0,10.2413,10.2413,4,4,Event_201150938
264.26,214.379,0.669589,-2.6768,0.000688285,0.000618424,-0.080528,0.462183,0.462183,0.0,85.8088,135.296,123.368,195.055,53.0771,0.0146357,0.0148939,0.439921,0.693629,0.467574,41.533,21.6765,21.6765,0.0,34.5006,21.0557,6,5,34.8247,15.4383,15.4383,0.0,34.5006,21.0557,6,5,Event_201197346
129.061,116.004,0.470117,0.498331,0.000688285,0.000618424,-0.080528,1.62149,1.62149,0.0,86.2024,114.285,116.811,124.383,62.2517,0.0110645,0.0111241,0.693038,0.918808,0.900644,16.3268,18.8495,18.8495,0.0,39.8745,39.8745,6,6,13.4767,18.0879,18.0879,0.0,38.6668,38.6668,5,5,Event_201197346
11.956,10.6489,0.490551,-2.65543,0.000688285,0.000618424,-0.080528,0.286311,0.286311,0.0,6.89076,7.92967,7.51401,8.76241,4.79313,0.0136544,0.0118736,0.7864,0.904964,0.633107,274.012,118.541,118.541,0.0,67.02,67.02,7,7,252.728,99.8248,99.8248,0.0,66.5899,66.5899,6,6,Event_201197346
60.5454,16.6992,1.96159,2.47684,0.000688285,0.000618424,-0.080528,0.0602131,0.0602131,0.0,28.5126,46.2147,46.1013,49.6643,23.5626,0.0217456,0.0329045,0.574106,0.93054,0.839408,2.66809,1.55998,1.38482,0.175156,0.0,0.0,0,0,1.88033,0.315642,0.315642,0.0,0.0,0.0,0,0,Event_201197346
23.3295,17.6273,0.784103,0.873317,0.000710912,0.000616211,0.0153885,0.465058,0.465058,0.0,9.86145,11.363,9.75158,11.5432,7.12709,0.0132308,0.011613,0.854307,0.984389,0.438399,12.624,7.81519,7.81519,0.0,27.4697,18.0342,8,7,8.1665,4.72212,4.72212,0.0,27.4697,18.0342,8,7,Event_201269770
109.237,106.259,-0.236188,-0.469728,0.000696102,0.000632844,0.0156772,0.407983,0.407983,0.0,32.5719,48.3453,31.7809,63.2762,11.5463,0.014391,0.0145323,0.514757,0.764036,0.290799,37.2126,57.3536,57.3536,0.0,74.0406,69.5928,23,21,31.5886,48.3806,48.3806,0.0,72.4139,67.9662,21,19,Event_201331530
91.81,56.017,-1.07756,2.90161,0.000696102,0.000632844,0.0156772,0.264836,0.264836,0.0,25.9363,34.3124,37.0657,45.4438,22.0308,0.0182547,0.0185937,0.570733,0.755051,0.417787,11.1499,19.3296,19.3296,0.0,24.2834,22.3801,6,5,8.30461,16.7959,16.7959,0.0,23.8514,21.9481,5,4,Event_201331530
56.9741,21.9137,1.60941,-0.0923755,0.000680349,0.000609775,-0.0221673,0.0,0.0,0.0,21.1198,23.2058,23.763,25.9202,19.1135,0.0141714,0.0309768,0.814799,0.895278,0.462068,7.84229,5.31192,4.54978,0.762136,6.99456,6.99456,2,2,2.90787,1.61738,0.855244,0.762136,0.0,0.0,0,0,Event_201464114
44.665,44.4453,-0.0993896,0.751288,0.000687216,0.00061815,0.007001,0.292141,0.292141,0.0,6.22576,16.9036,10.0143,25.7058,5.00956,0.0195901,0.019112,0.242193,0.657578,0.223824,24.9481,33.1631,33.1631,0.0,104.952,104.952,16,16,22.4738,30.9474,30.9474,0.0,104.952,104.952,16,16,Event_201466418
242.988,231.718,-0.31063,-0.239429,0.000720771,0.000614864,-0.00628494,0.239117,0.239117,0.0,164.6,206.529,205.31,221.323,112.458,0.0093752,0.00947015,0.743706,0.933153,0.842324,23.9242,3.89946,3.89946,0.0,13.2672,13.2672,1,1,22.6983,1.66507,1.66507,0.0,13.2672,13.2672,1,1,Event_201619922
132.193,131.471,0.104789,2.69565,0.000720771,0.000614864,-0.00628494,0.318396,0.318396,0.0,47.8937,71.7755,66.9667,117.366,24.4106,0.0165847,0.0164056,0.408073,0.611555,0.504063,12.3093,10.6276,10.6276,0.0,22.1268,22.1268,7,7,11.3784,9.02487,9.02487,0.0,19.8797,19.8797,6,6,Event_201619922
18.7014,15.9253,0.582202,-0.689885,0.000723111,0.000620505,-0.00878506,0.120399,0.120399,0.0,3.50736,5.71751,4.26581,8.02905,3.14458,0.0166412,0.0171642,0.436834,0.712103,0.228328,37.9015,9.29512,9.29512,0.0,39.3926,39.3926,10,10,32.224,2.81583,2.81583,0.0,37.8619,37.8619,9,9,Event_201633562
16.5627,13.2785,0.689582,-0.724394,0.000723111,0.000620505,-0.00878506,0.067651,0.067651,0.0,6.82668,9.34556,8.93623,10.6921,5.12491,0.0143645,0.0147253,0.63848,0.874063,0.539817,41.3066,29.7939,29.7939,0.0,46.7457,34.5976,11,9,37.1785,5.98003,5.98003,0.0,44.3911,32.2431,9,7,Event_201633562
188.825,133.824,0.878144,0.659412,0.000701165,0.000616427,0.0114114,0.826151,0.826151,0.0,62.4596,102.979,103.044,141.053,27.0721,0.0184254,0.0186583,0.442809,0.730073,0.54718,32.5014,32.3981,32.3981,0.0,166.422,118.592,15,13,30.0517,29.9365,29.9365,0.0,166.422,118.592,15,13,Event_201685234
447.264,76.7965,-2.44768,-2.02486,0.000691433,0.000623802,0.00957464,0.470599,0.195803,0.274797,168.655,259.885,284.719,466.66,134.561,0.0499709,0.0429401,0.361408,0.556903,0.669479,14.1774,39.4548,28.0504,11.4044,18.6731,18.6731,6,6,4.73219,12.9257,6.69022,6.23545,15.2193,15.2193,3,3,Event_201723338
204.245,30.3485,-2.59415,-2.37618,0.000691433,0.000623802,0.00957464,0.282952,0.254246,0.0287062,91.6768,126.462,129.608,177.701,72.6902,0.0618406,0.047049,0.515905,0.711654,0.656518,42.7373,56.3429,38.9458,17.3971,34.1283,34.1283,7,7,16.2813,32.3075,24.7313,7.57621,29.6281,29.6281,5,5,Event_201723338
118.644,108.282,-0.434064,0.892324,0.000705998,0.000595098,-0.0207073,0.305379,0.305379,0.0,64.1806,90.1725,80.3683,103.32,31.0042,0.0142332,0.0122468,0.621184,0.872751,0.697576,7.18492,32.6065,32.6065,0.0,46.559,2.26513,5,2,5.80063,31.117,31.117,0.0,44.2938,0.0,3,0,Event_201781434
18.7325,17.8776,-0.308032,-2.82352,0.000735085,0.000617265,0.0654543,0.0,0.0,0.0,7.18316,8.21736,8.12529,8.85237,4.89346,0.0111891,0.011214,0.811438,0.928267,0.434086,1.95001,0.0,0.0,0.0,0.0,0.0,0,0,0.933635,0.0,0.0,0.0,0.0,0.0,0,0,Event_27000461
39.1053,37.2752,0.312086,-0.738311,0.00070572,0.000610879,-0.0616836,0.125858,0.125858,0.0,18.9921,25.8775,25.4205,28.1167,10.7709,0.0106736,0.0106936,0.675473,0.920358,0.651485,12.6661,5.87774,5.87774,0.0,20.9435,20.9435,3,3,11.3975,4.4294,4.4294,0.0,20.9435,20.9435,3,3,Event_272621358
63.0349,30.0835,-1.37033,1.9587,0.00070572,0.000610879,-0.0616836,0.0,0.0,0.0,39.9849,44.7033,42.6156,48.9103,18.3469,0.00925968,0.00939858,0.817516,0.913987,0.69837,3.78327,1.00561,1.00561,0.0,0.393934,0.393934,1,1,3.50169,0.461916,0.461916,0.0,0.393934,0.393934,1,1,Event_272621358
26.1648,13.1097,-1.31455,1.95949,0.00070572,0.000610879,-0.0616836,0.0,0.0,0.0,18.9263,20.3895,21.1544,26.0584,16.7457,0.018312,0.0189122,0.726302,0.782456,1.06441,19.5947,1.00561,1.00561,0.0,0.905191,0.905191,2,2,18.8775,0.0,0.0,0.0,0.393934,0.393934,1,1,Event_272621358
81.8173,56.1112,-0.92399,2.69001,0.000754373,0.000593794,0.077768,0.304243,0.304243,0.0,42.3821,53.7679,43.3835,64.7977,19.9992,0.0135121,0.0136718,0.654068,0.829781,0.53409,10.4387,5.56499,5.56499,0.0,18.6044,18.6044,3,3,8.17149,3.4303,3.4303,0.0,17.6018,17.6018,2,2,Event_272696318
61.483,38.19,1.05488,-0.618561,0.000754373,0.000593794,0.077768,0.334596,0.334596,0.0,15.3382,33.8035,29.8955,35.5967,8.02642,0.00887012,0.00903907,0.430889,0.949626,0.504727,8.1394,2.54365,2.54365,0.0,10.5879,10.5879,2,2,4.07322,0.82559,0.82559,0.0,10.5879,10.5879,2,2,Event_272696318
93.9636,14.6272,2.54706,-1.82875,0.000754373,0.000593794,0.077768,0.128682,0.128682,0.0,37.381,58.7014,62.2971,81.8984,21.8621,0.0693569,0.0501514,0.456431,0.716759,0.753122,0.392786,5.9388,4.70414,1.23466,0.0,0.0,0,0,0.0,2.80207,2.32494,0.477136,0.0,0.0,0,0,Event_272696318
78.9558,34.6685,1.46409,-1.19172,0.000726319,0.000623038,0.015756,0.110014,0.110014,0.0,58.5043,61.1344,60.0131,67.3109,53.7957,0.0154237,0.0156016,0.869166,0.90824,0.79813,12.6018,3.62776,3.62776,0.0,21.4264,21.4264,7,7,12.3151,2.85982,2.85982,0.0,20.8427,20.8427,6,6,Event_272716662
21.2884,10.0463,1.38311,-1.19962,0.000726319,0.000623038,0.015756,0.237909,0.237909,0.0,7.8335,13.1465,12.9155,13.9205,4.14939,0.0134162,0.0137701,0.562733,0.944402,0.631745,32.7124,6.02602,6.02602,0.0,20.8427,19.3148,6,5,32.2177,4.24905,4.24905,0.0,20.8427,19.3148,6,5,Event_272716662
115.124,61.6424,-1.23691,2.64486,0.000741774,0.000614135,-0.0318958,0.102898,0.102898,0.0,87.3041,93.058,95.803,99.1648,71.3931,0.00889454,0.00904979,0.880394,0.938417,0.860089,8.96629,2.80822,2.80822,0.0,17.2744,17.2744,5,5,6.7239,1.79922,1.79922,0.0,16.6981,16.6981,4,4,Event_272720518
32.3912,29.3674,-0.449982,-1.9999,0.000738254,0.000617433,0.0155553,0.153519,0.153519,0.0,23.6829,25.141,25.4842,30.7845,12.7709,0.0195281,0.0175539,0.769313,0.816677,0.821774,15.5395,2.89698,2.89698,0.0,9.38787,9.38787,4,4,14.6387,0.0,0.0,0.0,9.38787,9.38787,4,4,Event_272735518
15.0273,13.2232,-0.516606,-2.06691,0.000738254,0.000617433,0.0155553,0.0926196,0.0926196,0.0,8.35239,9.52123,9.58443,9.69809,5.06362,0.0107769,0.0109278,0.861241,0.981764,0.636934,27.3273,6.32623,6.32623,0.0,9.38787,9.38787,4,4,26.2424,3.42925,3.42925,0.0,8.63299,8.63299,3,3,Event_272735518
19.736,9.93392,-1.30926,-0.690064,0.000735218,0.000589813,0.0417092,0.0,0.0,0.0,11.4282,16.7315,16.6887,18.3876,8.63338,0.0136707,0.0139683,0.621517,0.909934,0.864965,5.13463,3.2635,3.2635,0.0,7.54152,2.26984,2,1,3.0234,3.2635,3.2635,0.0,7.54152,2.26984,2,1,Event_272744622
87.0792,54.9195,-1.03534,0.687792,0.000742235,0.000594516,0.0952953,0.100604,0.100604,0.0,59.4421,70.3682,70.7808,75.2528,51.8184,0.0105071,0.0106605,0.789899,0.935091,0.821429,3.02296,4.54461,4.54461,0.0,8.06237,2.16233,3,2,1.93667,2.57504,2.57504,0.0,8.06237,2.16233,3,2,Event_272801966
26.7238,19.2814,-0.852566,-0.565615,0.000703874,0.000609774,-0.0865634,0.466188,0.466188,0.0,9.52977,13.4205,13.9188,16.0204,5.12368,0.0157112,0.0160267,0.594854,0.837712,0.523462,6.79338,12.9675,12.9675,0.0,5.02042,5.02042,2,2,5.63722,12.9675,12.9675,0.0,4.20146,4.20146,1,1,Event_272976462
43.773,33.864,-0.747475,2.53881,0.000702242,0.000611749,-0.0323211,0.0348416,0.0348416,0.0,18.4387,20.3054,20.5066,23.22,10.1738,0.0151512,0.0141237,0.794087,0.874477,0.469828,4.95514,1.16199,1.16199,0.0,18.431,18.431,1,1,4.39601,0.541363,0.541363,0.0,18.431,18.431,1,1,Event_273025542
16.4183,16.1839,-0.170006,-1.02248,0.000702242,0.000611749,-0.0323211,0.182425,0.182425,0.0,9.68232,10.8069,11.0161,11.4956,8.25466,0.0105307,0.0103357,0.842263,0.940092,0.666353,15.1246,7.15047,7.15047,0.0,19.8742,19.8742,6,6,13.8496,7.15047,7.15047,0.0,19.4362,19.4362,5,5,Event_273025542
11.9513,11.8858,-0.104962,-0.991219,0.000702242,0.000611749,-0.0323211,0.398822,0.398822,0.0,3.81897,4.69688,5.32156,13.2726,3.28997,0.0263072,0.0264938,0.287734,0.353878,0.442062,17.0589,5.34947,5.34947,0.0,7.00171,7.00171,4,4,15.7662,5.34947,5.34947,0.0,6.56377,6.56377,3,3,Event_273025542
82.2104,30.6844,1.64187,-1.70983,0.000702242,0.000611749,-0.0323211,0.0,0.0,0.0,8.49769,18.6638,20.3413,28.7372,7.58517,0.0153388,0.0315931,0.295704,0.649463,0.281436,1.06097,0.740431,0.740431,0.0,5.03859,5.03859,4,4,0.928138,0.740431,0.740431,0.0,3.39644,3.39644,2,2,Event_273025542
217.306,73.1782,-1.75192,2.17278,0.000712543,0.000626017,-0.00203229,0.0,0.0,0.0,58.0976,91.9817,94.5433,144.456,52.2804,0.0194293,0.0347577,0.402183,0.636746,0.490509,6.81174,6.03138,5.35732,0.674054,12.5332,6.87308,6,5,5.36749,3.422,3.01978,0.402227,11.7725,6.11231,5,4,Event_273070534
86.157,41.8507,1.35019,-1.80889,0.000722528,0.00060663,-0.0408427,0.155725,0.155725,0.0,60.5707,65.0748,38.3201,68.4089,22.6115,0.00554134,0.00564223,0.885421,0.951262,0.462594,1.56753,3.24501,3.24501,0.0,12.7701,0.0,1,0,1.00488,2.61327,2.61327,0.0,12.7701,0.0,1,0,Event_273090582
37.9524,37.9024,-0.0513707,1.34396,0.000722528,0.00060663,-0.0408427,0.230168,0.230168,0.0,17.0826,28.1568,34.3777,37.092,11.5201,0.0151156,0.0144587,0.460546,0.759108,0.902898,5.1999,2.47987,2.47987,0.0,0.176688,0.176688,1,1,3.50531,2.47987,2.47987,0.0,0.176688,0.176688,1,1,Event_273090582
26.8784,25.9713,0.263524,1.88125,0.000722025,0.000596753,0.0199057,0.319889,0.319889,0.0,14.3536,19.1429,16.4894,20.1972,9.0222,0.00968607,0.00978618,0.710672,0.947801,0.617229,22.0255,0.0,0.0,0.0,22.452,22.452,6,6,21.4408,0.0,0.0,0.0,18.7312,18.7312,3,3,Event_273100230
197.611,144.189,-0.836234,1.38383,0.000708602,0.000624259,-0.0153632,0.150241,0.150241,0.0,95.8244,156.06,155.263,168.994,78.4576,0.0112292,0.0113528,0.567028,0.923465,0.787268,13.3928,17.5153,17.5153,0.0,23.0806,13.4363,2,1,11.5611,7.00254,7.00254,0.0,23.0806,13.4363,2,1,Event_273102462
173.54,86.5032,1.32051,-1.91092,0.000708602,0.000624259,-0.0153632,0.341028,0.341028,0.0,90.2317,111.887,97.9742,120.087,62.3245,0.00934856,0.00949223,0.751384,0.931712,0.590053,9.09359,1.43773,1.43773,0.0,8.52752,3.93719,5,4,7.91516,1.43773,1.43773,0.0,7.2213,2.63098,3,2,Event_273102462
21.5091,13.5536,1.03646,-2.99554,0.000735849,0.00060505,-0.0109454,0.0640853,0.0640853,0.0,12.2474,17.0317,14.7953,18.6763,8.59425,0.0115387,0.0119069,0.655772,0.911943,0.710432,9.28017,4.81417,4.81417,0.0,14.7129,14.7129,7,7,4.92753,3.26447,3.26447,0.0,12.3326,12.3326,5,5,Event_273136350
70.9197,12.0174,-2.46108,1.81489,0.000735849,0.00060505,-0.0109454,0.124681,0.124681,0.0,16.4232,24.7774,24.9175,48.6857,12.7519,0.0525111,0.0447714,0.337332,0.508926,0.379829,1.40887,10.2835,4.86066,5.42284,4.37403,4.37403,1,1,0.882655,4.01803,2.82637,1.19165,4.37403,4.37403,1,1,Event_273136350
41.9147,41.2783,0.175378,0.730867,0.000745818,0.000590769,0.05901,0.326117,0.326117,0.0,16.4377,22.8253,19.9981,25.5495,10.1421,0.0117506,0.011795,0.643367,0.893376,0.478316,9.57743,0.930109,0.930109,0.0,10.2814,10.2814,3,3,7.10818,0.930109,0.930109,0.0,10.2814,10.2814,3,3,Event_273164062
38.1621,25.9065,0.937937,-2.67115,0.000745818,0.000590769,0.05901,0.443514,0.443514,0.0,8.684,14.8047,15.5564,18.3008,6.30906,0.0160416,0.0163489,0.474515,0.808963,0.413167,21.5682,8.48216,8.48216,0.0,26.6899,26.6899,4,4,20.1279,7.3479,7.3479,0.0,26.6899,26.6899,4,4,Event_273164062
61.6261,31.6599,-1.2855,-1.89866,0.000721522,0.000615216,0.0331689,0.034788,0.034788,0.0,36.8332,41.2098,41.5942,44.6219,20.6218,0.00900303,0.0092003,0.825451,0.923534,0.694059,10.9591,1.02282,0.690928,0.331896,12.7036,12.7036,3,3,8.97158,0.690928,0.690928,0.0,12.7036,12.7036,3,3,Event_273184270
71.6424,57.4692,0.688628,1.69066,0.000748639,0.000601833,0.0463334,0.296713,0.296713,0.0,23.2962,42.1846,37.8365,54.2191,13.0834,0.0146064,0.0147379,0.429668,0.778041,0.529264,5.70714,11.4908,11.4908,0.0,10.2817,10.2817,2,2,5.3079,9.31256,9.31256,0.0,10.2817,10.2817,2,2,Event_273184742
20.9097,20.7528,0.122869,-0.49913,0.000725743,0.000580932,-0.0263132,0.239724,0.239724,0.0,5.63751,7.6724,7.21608,12.5293,4.3539,0.0149754,0.0149218,0.449946,0.612356,0.343209,11.1251,6.35246,6.35246,0.0,17.1129,17.1129,3,3,8.00877,4.24199,4.24199,0.0,16.1825,16.1825,2,2,Event_273201718
68.1629,16.715,-2.08336,2.25417,0.000725743,0.000580932,-0.0263132,0.254113,0.240475,0.0136379,21.6404,42.3918,41.1686,52.7966,14.9336,0.0431764,0.0547647,0.409882,0.802926,0.673929,11.1209,10.6271,10.1254,0.501718,22.1786,22.1786,5,5,9.28502,5.69988,5.46818,0.231698,22.1786,22.1786,5,5,Event_273201718
29.6276,26.0423,-0.518894,3.12348,0.000746367,0.000617288,0.0892238,0.237749,0.237749,0.0,9.33476,13.8828,14.0763,18.2158,7.4303,0.0218946,0.0203611,0.512453,0.762131,0.481748,6.28861,13.6045,13.6045,0.0,49.3127,38.9881,7,6,5.82369,13.6045,13.6045,0.0,48.8419,38.5172,6,5,Event_273206142
104.704,35.4915,-1.74494,0.401623,0.000735087,0.000595221,-0.0229035,0.489079,0.221643,0.267436,22.8655,42.2259,38.6723,62.3408,13.7863,0.0232172,0.0430004,0.366782,0.677339,0.420363,2.76131,15.5112,8.83286,6.67838,41.7935,20.9871,5,4,2.21664,13.2564,6.57807,6.67838,41.7935,20.9871,5,4,Event_273209470
87.3475,45.4814,-1.2698,2.41289,0.000732533,0.000589213,0.0316758,0.0108456,0.0108456,0.0,32.0444,43.2826,39.3432,47.5625,20.7541,0.0111226,0.0113111,0.673732,0.910015,0.469421,7.61738,3.33465,3.33465,0.0,6.58099,3.22219,3,2,6.20064,1.26276,1.26276,0.0,6.58099,3.22219,3,2,Event_273215406
145.426,41.9101,-1.91584,-1.07443,0.000732533,0.000589213,0.0316758,0.0170299,0.0170299,0.0,18.8908,40.4728,52.1948,89.751,13.3039,0.0226645,0.0356998,0.21048,0.450946,0.424143,3.23307,5.75816,5.51807,0.240088,6.33414,6.33414,2,2,3.10512,3.85617,3.85617,0.0,6.33414,6.33414,2,2,Event_273215406
46.4374,42.3553,-0.435585,-0.710847,0.000680551,0.000643872,-0.0540034,0.0,0.0,0.0,41.2546,44.1129,45.331,46.4374,35.1262,0.00882393,0.0089198,0.888393,0.949943,0.967463,3.58779,0.0,0.0,0.0,0.686246,0.686246,1,1,2.79625,0.0,0.0,0.0,0.0,0.0,0,0,Event_421267699
18.3947,11.6349,-1.03159,-2.92429,0.000680551,0.000643872,-0.0540034,0.0,0.0,0.0,9.41716,10.332,9.55169,11.3263,5.01432,0.00989304,0.0101402,0.83144,0.912214,0.534337,3.1721,1.05918,1.05918,0.0,0.0,0.0,0,0,1.47137,0.0,0.0,0.0,0.0,0.0,0,0,Event_421267699
95.7699,34.4384,-1.6819,2.74349,0.000680551,0.000643872,-0.0540034,0.0,0.0,0.0,65.1462,75.3102,75.5399,80.5082,32.2921,0.0145781,0.0275616,0.809187,0.935435,0.902564,1.48265,3.1415,2.47063,0.670863,0.674414,0.674414,1,1,0.908933,0.34272,0.34272,0.0,0.674414,0.674414,1,1,Event_421267699
50.0134,16.4556,-1.77654,-0.201572,0.000680551,0.000643872,-0.0540034,0.0,0.0,0.0,20.899,24.1812,19.0455,28.9002,11.0576,0.0187974,0.0322241,0.723144,0.836714,0.477385,0.786337,1.12211,1.12211,0.0,0.0,0.0,0,0,0.49208,0.846497,0.846497,0.0,0.0,0.0,0,0,Event_421267699
55.4337,11.41,2.26308,0.927875,0.000696213,0.000654329,0.0228842,0.0,0.0,0.0,36.6412,42.9631,45.588,47.1448,32.7032,0.0245043,0.0252301,0.777205,0.911301,0.92295,0.864499,0.4735,0.4735,0.0,0.0,0.0,0,0,0.11888,0.251841,0.251841,0.0,0.0,0.0,0,0,Event_616792473
