eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,event_id
2.38257,-0.766784,1.43291,-1,9.15686,5.94234,3.18056,0.60564,5.80711,1.85773,1.89678,8.91827,,-999.0,0,0,,,1,Event_272716662
1.45515,-1.20521,33.8891,-1,17.395,9.92465,4.46667,0.834179,6.98963,2.96448,0.0,32.01,,-999.0,0,0,,,1,Event_272716662
1.31483,-0.461798,2.30681,-1,0.0,0.726862,0.896927,0.526695,1.53574,1.11254,0.0,0.514283,,-999.0,0,0,,,1,Event_272716662
-1.15448,0.774109,2.54965,1,0.799771,0.0,0.664809,0.648729,0.517586,0.517586,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
-1.31216,3.09403,2.76393,1,0.817999,0.501729,1.87214,0.385065,2.05265,1.02763,0.0,1.05816,,-999.0,0,0,,,1,Event_272716662
-0.78367,-2.69256,1.91908,-1,1.40098,0.0,0.639192,0.579368,1.26297,1.26297,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
-3.40123,-0.23914,5.44324,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
3.82296,-0.392521,5.15906,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.84886,0.344065,5.43651,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-3.65233,-2.48199,3.82285,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-3.53455,1.27814,5.51396,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.97983,-0.894732,6.02028,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-4.00506,3.05633,6.07674,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.92681,1.98405,6.47546,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
3.15637,2.42569,7.03132,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
0.861546,-1.95441,7.21287,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-0.0235615,2.45367,7.49202,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
4.26786,2.38775,3.02338,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
3.85401,0.944803,3.12539,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.48036,-0.437055,3.17166,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
4.33135,0.477143,3.32545,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-4.21298,-1.84157,3.61233,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
4.31455,-1.00311,3.66203,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
2.34593,-0.0837123,3.70041,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
2.19419,-2.14408,3.73418,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-0.752464,1.59244,3.7958,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-3.88237,-1.19722,5.04687,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-4.6968,0.115927,3.88216,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
4.38543,-2.32461,3.96018,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
2.17549,-2.81814,4.04529,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.10706,0.269684,4.4892,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
3.6219,0.267745,4.49498,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-3.84452,0.47964,4.62523,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
3.54079,-1.29163,4.67457,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-4.50568,2.26389,4.78253,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.78225,-2.43255,15.7889,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
2.85267,-2.7642,9.97893,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-0.207918,1.00504,10.1935,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
-2.81263,-1.66495,10.1999,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
2.88764,0.472476,41.7159,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272716662
0.734508,1.07558,0.510649,1,0.0,0.0,0.751364,0.146722,2.3218,1.23313,1.08867,0.399237,,-999.0,0,0,,,1,Event_272716662
1.49494,2.82026,1.52631,1,0.0,0.0,1.85899,0.0,1.34679,1.34679,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
1.99557,0.8574,0.564797,1,0.0,0.0,1.22279,0.0,3.76461,2.76574,0.998876,0.0,,-999.0,0,0,,,1,Event_272716662
-2.05978,2.33894,1.31492,1,0.0,0.0,1.02147,0.218009,1.74455,0.99649,0.0,0.48636,,-999.0,0,0,,,1,Event_272716662
0.908772,2.74372,1.9669,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
-1.23753,-0.49635,1.9227,1,0.0,0.0,1.10466,0.0,1.30043,0.711743,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
-1.3548,1.84496,2.16511,-1,0.0,0.567156,1.56425,0.461159,1.3489,1.3489,1.3489,0.0,,-999.0,0,0,,,1,Event_272716662
-1.87634,-1.71899,0.705154,-1,0.0,0.576327,2.01792,0.175741,5.008,3.78577,1.22223,0.0,,-999.0,0,0,,,1,Event_272716662
2.13109,2.37784,2.99676,-1,0.581111,0.0,0.569337,0.518762,0.652346,0.353128,0.353128,0.703212,,-999.0,0,0,,,1,Event_272716662
-1.63354,-1.89681,1.03561,-1,0.918056,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
-1.70659,-0.187728,0.866594,-1,0.0,0.944744,0.986378,0.424959,1.03688,1.03688,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
0.405407,1.64813,2.23821,-1,0.0,0.966973,0.0,1.0,0.0,0.0,0.0,1.0,,-999.0,0,0,,,1,Event_272716662
2.00861,1.59001,0.885203,-1,1.37701,0.0,1.8029,0.0,2.97549,2.25682,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
0.345881,-0.742005,1.38103,-1,1.73629,0.0,1.21076,0.0,1.39683,0.888295,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
0.677585,-1.01922,1.03168,1,2.08563,0.0,2.21196,0.0,3.07709,2.49424,0.0,0.0,,-999.0,0,0,,,1,Event_272716662
0.56158,1.89385,1.7683,1,0.0,0.0,1.63844,0.0,1.75926,0.945065,0.945065,0.0,,-999.0,0,0,,,1,Event_272720518
-1.78642,-2.23892,2.0259,-1,0.0,0.0,1.03122,0.570362,0.753274,0.387362,0.0,1.0,,-999.0,0,0,,,1,Event_272720518
2.32211,-0.722478,2.27964,1,0.0,0.79103,0.0,1.0,0.0,0.0,0.0,1.22921,,-999.0,0,0,,,1,Event_272720518
-0.328129,0.298277,4.38008,-1,0.0,1.10831,2.92923,0.282795,1.74104,0.884628,1.13176,0.322879,,-999.0,0,0,,,1,Event_272720518
-1.36799,-1.2597,1.72778,1,1.5266,1.19143,0.456829,0.891035,0.222305,0.222305,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-2.27969,0.572934,2.10067,1,0.0,3.0134,0.799243,0.77412,0.589409,0.377421,0.377421,0.0,,-999.0,0,0,,,1,Event_272720518
1.17814,2.65317,1.59288,-1,4.45607,0.0,2.60211,0.500784,1.43044,1.43044,0.0,1.43493,,-999.0,0,0,,,1,Event_272720518
2.2056,1.42973,0.627522,-1,2.43494,2.651,1.83276,0.574683,5.07361,2.58465,0.470285,2.62652,,-999.0,0,0,,,1,Event_272720518
-1.21773,2.62846,73.1484,-1,9.36657,4.03845,7.2224,0.862527,1.53514,0.924624,1.14882,9.44383,,-999.0,0,0,,,1,Event_272720518
1.43101,-0.606577,39.0713,1,13.7058,20.5822,11.9469,0.573309,1.4651,0.690535,1.41107,1.64955,,-0.46508,0,0,,,1,Event_272720518
-0.120305,-0.92646,6.69464,-1,0.0,0.0,1.23664,0.801037,0.721334,0.721334,0.721334,0.640695,,-999.0,0,0,,,1,Event_272720518
0.369633,-3.02431,2.25362,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.37147,,-999.0,0,0,,,1,Event_272720518
-1.12029,1.55097,2.71747,1,0.704054,0.0,0.747474,0.598679,1.439,0.561612,0.561612,0.375861,,-999.0,0,0,,,1,Event_272720518
-1.77163,2.22946,3.97298,1,0.0,1.05335,1.35854,0.665441,1.29381,0.75135,0.542464,0.738166,,-999.0,0,0,,,1,Event_272720518
0.698411,-0.611403,3.55527,-1,0.952841,1.43566,0.628066,0.75781,0.303855,0.303855,0.0,0.950759,,-999.0,0,0,,,1,Event_272720518
4.16546,2.4272,8.43785,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.0237,-2.68425,14.1743,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.82713,-3.1038,8.22258,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-0.94835,-0.0698891,16.5348,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.09068,0.454598,13.718,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-1.39226,-2.98498,13.5085,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.98455,-2.29352,13.4746,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-2.83187,2.49693,18.6597,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
0.538414,0.656766,12.2483,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-2.74997,1.02543,11.8758,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.59752,1.47723,11.5001,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.90072,-1.66215,8.93362,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.60284,2.44413,8.52538,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.96142,-2.38087,11.2198,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.3539,0.400752,11.0257,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.75979,-0.691914,8.61257,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.15525,1.27865,9.72702,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.20982,-2.07859,9.1357,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.93474,-1.30549,8.64532,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.92373,2.40363,8.75091,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-2.11436,-1.4708,8.05049,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.28779,3.12702,3.11123,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.40676,-1.19345,3.18737,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.58487,-2.52708,3.52771,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.4831,-0.234348,3.59928,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.68949,1.02111,3.6686,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.795,-1.26375,3.72165,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.75956,-2.25584,3.99124,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
1.98603,0.57258,4.57433,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
4.47154,-2.72011,4.57733,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.41326,-2.81641,4.89788,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.5495,-3.0641,5.07227,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
0.710033,-1.16926,5.41034,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.55443,2.37614,5.5653,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
3.00117,-0.383193,5.67402,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.01093,-1.81587,7.78198,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.47166,1.22386,7.73165,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
1.388,-1.6727,6.0315,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-0.886788,-2.42197,6.63505,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-3.74588,-0.629083,6.63615,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.33947,2.03478,6.97417,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-2.36245,-2.19508,5.60737,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-4.08655,-1.45976,7.18861,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
2.82496,0.233426,7.686,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272720518
-2.09681,-0.308965,0.742331,-1,0.0,0.0,0.654731,0.0,1.16487,0.787095,0.377778,0.0,,-999.0,0,0,,,1,Event_272720518
-2.60124,-0.260478,2.99006,1,0.0,0.0,3.81894,0.161689,6.60455,2.94626,0.464868,1.27385,,-999.0,0,0,,,1,Event_272720518
-0.24185,2.847,1.70891,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-0.779844,-1.9863,1.99809,1,0.0,0.0,0.631525,0.766102,0.305309,0.305309,0.0,1.0,,-999.0,0,0,,,1,Event_272720518
-2.16147,2.77217,1.39396,1,0.0,0.0,1.23999,0.32819,1.41676,0.896982,0.0,0.692107,,-999.0,0,0,,,1,Event_272720518
0.873455,-2.46599,3.50512,-1,0.0,0.0,1.50086,0.42059,2.09436,1.16266,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
1.08905,2.02263,0.983319,1,0.0,0.51457,1.00016,0.167468,1.99128,1.48645,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-2.3882,0.0903909,0.855176,-1,0.0,0.668594,3.81894,0.17396,7.36248,6.36889,0.993594,0.591358,,-999.0,0,0,,,1,Event_272720518
0.785713,0.167772,0.569082,1,0.0,0.744673,0.104461,0.696827,0.618026,0.618026,0.618026,0.0,,-999.0,0,0,,,1,Event_272720518
2.10828,-0.0328473,2.04029,-1,0.0,0.876342,0.0,1.0,0.0,0.0,0.0,0.684062,,-999.0,0,0,,,1,Event_272720518
-0.232525,0.847595,0.532181,1,0.896783,0.0,1.84097,0.0,6.25812,3.89134,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-0.325269,2.32803,0.851929,-1,0.951951,0.0,3.9768,0.0668023,7.48406,5.36465,1.00733,0.0,,-999.0,0,0,,,1,Event_272720518
2.063,2.11174,1.38374,-1,0.971683,0.0,0.847866,0.1694,0.703211,0.435052,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
1.7478,-3.12943,5.41772,1,0.0,1.08255,3.43438,0.470254,1.03828,1.03828,1.03828,0.921674,,-999.0,0,0,,,1,Event_272720518
-1.53111,1.65908,0.890854,1,0.0,1.38479,0.882598,0.497103,1.14651,1.14651,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-1.48759,0.397071,1.62323,-1,1.51045,0.0,1.22325,0.043976,2.09772,0.793711,0.793711,0.0,,-999.0,0,0,,,1,Event_272720518
1.32028,0.625567,4.06563,-1,0.876628,0.744673,1.19178,0.617017,0.891238,0.512011,0.0,1.19488,,-999.0,0,0,,,1,Event_272720518
-0.485471,-1.4533,1.28182,-1,0.0,1.73362,0.0,1.0,0.0,0.0,0.0,1.8016,,-999.0,0,0,,,1,Event_272720518
-0.345408,-0.176997,1.52954,1,0.0,2.17013,0.0,1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272720518
-1.11182,-0.65712,1.19236,-1,0.0,2.96709,0.456829,0.889595,0.399892,0.399892,0.0,0.457826,,-999.0,0,0,,,1,Event_272720518
0.13704,-0.386867,1.39348,1,0.0,3.69403,0.0,1.0,0.0,0.0,0.0,1.7496,,-999.0,0,0,,,1,Event_272720518
1.31441,0.77138,1.41276,1,1.08561,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
-2.06415,1.35514,0.582757,-1,1.89136,0.0,0.915682,0.460772,2.13512,1.37351,0.0,1.82447,,-999.0,0,0,,,1,Event_272735518
2.27337,1.68855,2.89507,-1,1.1421,2.32063,1.5487,0.684568,1.4726,0.946898,0.946898,3.1959,,-999.0,0,0,,,1,Event_272735518
-1.31351,1.89976,5.19035,1,4.61478,0.0,2.67292,0.512695,1.0008,0.512455,0.89227,1.05294,,-999.0,0,0,,,1,Event_272735518
1.13058,-2.23235,0.531241,-1,1.41127,3.27576,3.13918,0.54819,5.94168,5.15147,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
-0.452951,-2.00204,33.1769,-1,5.92021,14.5344,3.78518,0.850608,2.09278,0.883521,0.713211,11.9159,,-999.0,0,0,,,1,Event_272735518
-0.921567,0.645611,35.5144,-1,24.7954,0.0,10.9887,0.507813,1.27841,0.532663,1.24833,1.319,,-999.0,0,0,,,1,Event_272735518
-0.587127,-2.69276,2.61561,1,2.20611,1.86563,1.7013,0.525042,2.20964,1.599,1.599,1.0786,,-999.0,0,0,,,1,Event_272735518
3.23157,2.36049,7.3101,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.81525,-0.502307,6.21098,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.61706,0.540934,7.35912,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.96093,1.81988,7.66591,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.16117,-0.409742,8.51508,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-0.18469,-0.700248,8.87319,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.58829,-2.34498,8.92022,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.32356,-1.33314,9.00613,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.42602,1.63849,3.12,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
1.87063,-1.80653,3.06524,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-4.50132,0.924112,3.77151,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.10762,-0.461807,6.55501,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-4.13868,2.10218,3.78492,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-1.88141,-1.31256,6.09886,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
2.40583,-2.22185,6.08667,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.31118,-1.34989,5.74726,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
4.1997,-1.84527,3.2381,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.4403,-2.54301,5.66874,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
4.12098,0.965375,3.29044,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.04429,0.335372,5.1049,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
3.20061,1.56649,4.68173,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-4.82753,-0.237042,3.40479,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
2.88647,-3.06799,3.55356,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
-3.76676,2.8843,4.31896,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
4.13763,-0.971893,4.18106,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272735518
1.80041,-0.0246756,0.551907,-1,0.0,0.0,2.16729,0.0,9.26088,4.99374,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
0.64139,0.788865,0.639058,1,0.0,0.0,2.03202,0.0736419,3.64353,2.73776,0.90577,0.289646,,-999.0,0,0,,,1,Event_272735518
-1.64037,-2.3682,1.18341,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-999.0,0,0,,,1,Event_272735518
1.65426,2.84298,0.985026,-1,0.0,0.0,0.997842,0.0,1.90039,0.968357,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
1.33931,-1.25217,0.97526,-1,0.0,0.0,1.27551,0.0,1.05513,1.05513,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
0.601572,0.0723281,0.73278,-1,0.0,0.0,0.22347,0.353294,0.958851,0.958851,0.958851,0.523819,,-999.0,0,0,,,1,Event_272735518
-0.21032,2.94678,2.76472,1,0.0,0.0,1.33054,0.0,1.33724,0.819701,0.517535,0.0,,-999.0,0,0,,,1,Event_272735518
1.18759,-0.38293,2.6033,1,0.679384,0.0,1.27551,0.047158,1.14203,0.515491,0.449791,0.0,,-999.0,0,0,,,1,Event_272735518
-1.84759,-0.00709237,1.80076,1,0.779488,0.0,0.86563,0.663562,0.443428,0.443428,0.0,0.874581,,-999.0,0,0,,,1,Event_272735518
-1.90631,-2.99882,1.16678,-1,0.840967,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
-2.064,-2.38502,1.07913,1,0.861628,0.0,0.834128,0.0,1.03388,1.03388,0.0,0.0,,-999.0,0,1,,,1,Event_272735518
-0.494806,2.09909,3.34473,1,1.39562,0.0,1.97316,0.0,0.561036,0.561036,0.0,0.0,,-999.0,0,0,,,1,Event_272735518
-0.294843,2.5637,1.31783,-1,0.0,0.0,2.12191,0.0,1.58723,1.58723,0.0,0.0,,-999.0,0,0,,,1,Event_272744622
0.768547,-0.252224,0.707353,1,0.94098,0.0,0.0,0.344141,0.838485,0.838485,0.838485,0.439968,,-999.0,0,0,,,1,Event_272744622
1.99047,-2.74183,20.5864,-1,2.38987,2.22688,9.31818,0.52362,0.599088,0.458635,0.458635,0.658496,,-0.761228,0,0,,,1,Event_272744622
-0.526985,1.45997,1.90552,-1,2.41046,6.15245,0.0,1.0,0.0,0.0,0.0,0.298889,,-999.0,0,0,,,1,Event_272744622
-1.31784,-0.73055,14.7047,-1,7.54152,1.67439,4.07163,0.837385,0.337138,0.337138,0.337138,1.53183,,-0.876911,0,0,,,1,Event_272744622
0.948571,2.93655,1.99755,1,11.8572,0.0,2.3757,0.140233,3.32089,1.2215,0.0,0.0,,-999.0,0,0,,,1,Event_272744622
0.817826,0.770794,58.8176,-1,21.604,2.45847,41.9277,0.214955,2.0869,1.0,1.7797,0.571421,,-999.0,0,0,,,1,Event_272744622
-1.20309,-2.69151,68.8553,1,32.1431,13.2238,53.9419,0.329722,1.25796,0.772174,1.14995,0.509615,,-0.799196,0,0,,,1,Event_272744622
1.18409,2.24407,2.77836,-1,0.548568,0.921811,1.54299,0.266783,2.82864,1.34051,1.34051,0.0,,-999.0,0,0,,,1,Event_272744622
1.76365,2.91381,2.28589,-1,1.53978,0.0,1.50628,0.361674,4.46845,2.16149,1.03675,0.0,,-999.0,0,0,,,1,Event_272744622
0.431184,2.71896,3.07499,1,1.79752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-999.0,0,0,,,1,Event_272744622
-1.57477,1.1114,15.0591,1,2.06717,0.0,14.5525,0.343785,11.2662,7.63406,0.594671,3.81874,,-999.0,0,0,,,1,Event_272744622
-1.23238,2.47099,6.90449,0,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0,0,,,1,Event_272744622
