et,eta,theta,phi,event_id
7.79506,-4.33497,3.11539,-0.404549,Event_652058695
7.52554,4.22069,0.0293748,0.742141,Event_652058695
6.92887,2.66396,0.139119,2.7806,Event_652058695
6.6645,4.22821,0.0291547,-2.00848,Event_652058695
6.63806,-1.15981,2.53392,0.0827202,Event_652058695
6.43291,-2.08402,2.89401,-0.904676,Event_652058695
5.69393,-4.57559,3.12099,1.56192,Event_652058695
5.4405,2.16926,0.227538,-1.93194,Event_652058695
5.17059,-1.98037,2.86729,1.35319,Event_652058695
4.97592,-4.82159,3.12549,2.82653,Event_652058695
3.97456,3.38963,0.067417,-0.368548,Event_652058695
3.69027,-4.07645,3.10766,-1.35529,Event_652058695
3.55992,-4.8618,3.12612,0.504439,Event_652058695
3.54747,-3.05861,3.04776,1.70768,Event_652058695
3.41795,3.66361,0.0512684,2.45893,Event_652058695
3.32911,-1.68724,2.77567,-2.09118,Event_652058695
3.24811,-1.27849,2.59844,-3.07862,Event_652058695
108.132,-0.0290004,1.59979,1.33605,Event_652099539
69.9668,-1.52003,2.71096,-1.42749,Event_652099539
41.5637,-3.04213,3.0462,-2.08522,Event_652099539
15.8878,-1.21328,2.56378,-2.32137,Event_652099539
13.1533,2.05271,0.255376,0.978173,Event_652099539
12.32,1.36575,0.499715,-0.17182,Event_652099539
11.1676,-2.95669,3.0377,-0.0293645,Event_652099539
9.83584,-1.16042,2.53427,0.100593,Event_652099539
9.45754,-2.23851,2.92916,2.30052,Event_652099539
9.2087,1.52159,0.429981,-2.76918,Event_652099539
8.55831,-4.62199,3.12193,-2.92823,Event_652099539
7.57831,-4.4764,3.11885,0.885504,Event_652099539
8.06902,0.454908,1.13081,-0.910181,Event_652099539
7.3501,1.18855,0.591458,-1.57542,Event_652099539
7.60123,-0.365247,1.92818,-3.01875,Event_652099539
6.25725,-4.13215,3.1095,-1.8878,Event_652099539
6.21729,-4.11025,3.10879,2.31836,Event_652099539
5.84914,2.72751,0.130578,-2.96688,Event_652099539
5.47637,4.53964,0.0213537,-2.93194,Event_652099539
5.69114,-0.590461,2.12966,2.36975,Event_652099539
5.22644,3.21638,0.0801567,-1.20665,Event_652099539
4.87474,-2.97461,3.03955,1.52239,Event_652099539
4.89106,-0.841691,2.32774,-0.917788,Event_652099539
4.45283,-3.22091,3.0618,-1.10921,Event_652099539
4.37462,3.24906,0.0775823,1.42145,Event_652099539
4.36504,0.67403,0.942677,2.58992,Event_652099539
4.29385,-0.937776,2.39528,1.40447,Event_652099539
4.10977,2.84886,0.115691,0.288137,Event_652099539
3.84347,1.69005,0.364918,2.00475,Event_652099539
3.76389,-1.67264,2.77041,3.07145,Event_652099539
3.60004,-3.54104,3.08364,-2.89586,Event_652099539
3.58109,-2.17275,2.91484,-2.14783,Event_652099539
3.57889,-1.99978,2.8725,0.907482,Event_652099539
3.54137,-0.0383343,1.60912,-0.0573156,Event_652099539
3.30636,4.15232,0.0314531,-0.654195,Event_652099539
3.17951,-4.93913,3.12727,-0.150171,Event_652099539
98.9391,0.587905,1.0141,-1.87527,Event_652163381
89.0925,-0.687831,2.21004,1.23726,Event_652163381
21.2468,-1.20487,2.55917,-0.144277,Event_652163381
19.8068,3.35248,0.0699666,-2.63598,Event_652163381
19.0344,-3.96744,3.10375,0.914626,Event_652163381
17.9561,1.92151,0.290708,-2.29308,Event_652163381
18.7088,0.161341,1.41015,2.54626,Event_652163381
16.0693,0.16089,1.4106,0.467337,Event_652163381
14.8442,-0.472362,2.02651,-2.31355,Event_652163381
13.4739,-1.81972,2.82024,0.962075,Event_652163381
13.088,4.12756,0.0322415,-1.69617,Event_652163381
12.8624,2.92676,0.107039,-0.917988,Event_652163381
12.4967,3.74964,0.0470438,1.69961,Event_652163381
12.4907,-2.40221,2.96105,-0.70887,Event_652163381
12.2624,-1.74121,2.7945,3.12691,Event_652163381
11.6287,-4.26291,3.11343,2.13768,Event_652163381
11.2071,-3.32103,3.06939,-1.39547,Event_652163381
11.2779,1.09499,0.645676,-0.94979,Event_652163381
10.5081,2.01166,0.265954,0.257992,Event_652163381
10.6606,0.74151,0.88917,-2.8163,Event_652163381
9.78288,-1.81078,2.81741,-2.07393,Event_652163381
9.56748,3.07004,0.0927717,0.17465,Event_652163381
8.91916,-2.99676,3.04178,-2.69501,Event_652163381
8.75427,4.14939,0.0315455,-0.363291,Event_652163381
8.73843,1.83309,0.317153,1.27998,Event_652163381
8.25025,-1.16687,2.53794,2.36545,Event_652163381
6.81835,-4.58463,3.12118,-1.14382,Event_652163381
6.81424,-4.59617,3.12141,-0.0492304,Event_652163381
6.58882,-4.21523,3.11206,-2.02404,Event_652163381
6.71829,0.678278,0.939243,1.40141,Event_652163381
5.64835,2.47226,0.168389,-3.12685,Event_652163381
5.57885,3.79962,0.044751,0.772948,Event_652163381
5.2249,-2.09661,2.89707,1.76774,Event_652163381
5.15991,-4.76847,3.12461,1.34888,Event_652163381
4.97828,-3.09999,3.05155,-0.0396313,Event_652163381
4.93343,1.06833,0.661894,0.205303,Event_652163381
4.9321,-0.496739,2.04828,-3.03103,Event_652163381
4.43425,-2.96453,3.03851,0.988507,Event_652163381
4.41614,2.0819,0.248105,-1.39192,Event_652163381
4.2573,2.64565,0.141681,1.35531,Event_652163381
3.72391,3.49073,0.0609383,2.7447,Event_652163381
3.77044,-1.05327,2.47039,-1.26934,Event_652163381
3.48448,4.7896,0.0166312,0.73784,Event_652163381
3.40117,2.34598,0.190924,2.44856,Event_652163381
3.30544,4.41477,0.0241934,-2.70697,Event_652163381
3.35941,1.28692,0.538812,2.49062,Event_652163381
3.00668,-2.73697,3.01224,2.12268,Event_652163381
55.4022,0.542089,1.05346,-2.66784,Event_652184289
42.6737,1.67931,0.36877,-0.0096086,Event_652184289
30.9874,-2.17784,2.91598,3.06283,Event_652184289
30.2191,-3.76133,3.0951,0.161421,Event_652184289
26.0382,-2.2845,2.93864,-1.74237,Event_652184289
26.3502,0.410437,1.17142,-0.317466,Event_652184289
22.3486,-3.4888,3.08054,1.59192,Event_652184289
20.4098,-2.17416,2.91516,1.1548,Event_652184289
19.6447,-3.99275,3.1047,-1.24502,Event_652184289
19.2181,-3.0504,3.04698,-2.51645,Event_652184289
16.1908,-1.18106,2.54595,1.94426,Event_652184289
16.742,-0.676544,2.20095,-0.955659,Event_652184289
14.1754,3.72198,0.0483628,0.544484,Event_652184289
13.8244,3.06097,0.0936161,-2.94069,Event_652184289
14.109,1.04512,0.67629,-1.58757,Event_652184289
12.9698,4.31642,0.0266936,2.83736,Event_652184289
11.6349,-3.98473,3.1044,2.78054,Event_652184289
11.9631,0.606278,0.998574,2.3959,Event_652184289
11.7699,-0.227757,1.79661,-2.16523,Event_652184289
10.4784,1.64749,0.380411,2.93585,Event_652184289
10.7465,-0.544335,2.09008,0.85384,Event_652184289
9.83797,3.8925,0.0407831,1.82266,Event_652184289
9.81156,2.31016,0.197842,-1.89034,Event_652184289
9.03851,-4.26597,3.11352,1.14451,Event_652184289
8.8588,3.7975,0.0448459,-1.20456,Event_652184289
8.80729,-1.31656,2.61779,-2.59603,Event_652184289
8.587,2.62047,0.145282,2.40464,Event_652184289
8.39936,1.89784,0.297568,0.912691,Event_652184289
8.20804,2.80903,0.120382,1.319,Event_652184289
8.06572,-2.13155,2.90539,-0.529909,Event_652184289
7.8814,1.47285,0.450752,1.79229,Event_652184289
6.79064,-1.27404,2.59613,-0.491663,Event_652184289
6.6042,-3.01578,3.04366,-0.764479,Event_652184289
5.85491,4.37049,0.0252886,-0.263685,Event_652184289
5.66786,-2.88331,3.02981,0.345048,Event_652184289
4.96162,2.81773,0.119341,-0.941695,Event_652184289
4.87256,4.05494,0.0346695,-2.15788,Event_652184289
4.85148,2.60794,0.147106,0.260795,Event_652184289
4.58665,-0.537392,2.08405,2.42798,Event_652184289
4.16009,-3.99986,3.10496,-2.25388,Event_652184289
3.7365,-4.87735,3.12636,-0.106441,Event_652184289
3.4422,-3.0181,3.04388,-1.784,Event_652184289
3.31617,-2.30636,2.943,1.94541,Event_652184289
3.25146,4.64329,0.0192514,1.06689,Event_652184289
76.6536,0.104335,1.46665,-1.45731,Event_652238569
71.8988,0.383563,1.19631,2.01583,Event_652238569
27.5991,4.01656,0.0360259,0.308913,Event_652238569
22.8072,-1.39729,2.65679,2.30811,Event_652238569
23.0796,0.108999,1.46201,-0.420998,Event_652238569
17.49,-0.997515,2.43495,0.507228,Event_652238569
14.8122,-2.48322,2.97503,0.690121,Event_652238569
13.2919,3.14671,0.0859341,0.680804,Event_652238569
13.6267,-0.470059,2.02444,-2.71517,Event_652238569
12.2446,-3.89386,3.10087,-3.13892,Event_652238569
12.779,0.790175,0.851962,-2.34374,Event_652238569
11.2318,1.85163,0.311419,2.3104,Event_652238569
10.7975,2.42382,0.176704,-2.57806,Event_652238569
10.2854,-3.90513,3.10132,-2.09666,Event_652238569
10.3266,1.5932,0.401083,-0.0553918,Event_652238569
9.39118,-1.30649,2.61273,-1.94938,Event_652238569
8.15518,-3.04137,3.04613,-1.28113,Event_652238569
7.55037,-1.91014,2.84761,1.59123,Event_652238569
7.36243,-3.4974,3.08106,0.439671,Event_652238569
7.04534,3.50579,0.0600278,2.42723,Event_652238569
7.04283,3.51219,0.0596452,-2.90543,Event_652238569
6.93138,3.89804,0.0405577,-1.68092,Event_652238569
6.64304,-1.49412,2.70002,-3.06526,Event_652238569
6.26576,-2.05719,2.88735,-0.194269,Event_652238569
5.88936,1.75579,0.342163,0.780183,Event_652238569
5.49435,-3.22049,3.06176,1.59493,Event_652238569
5.41362,3.26516,0.0763448,-0.39961,Event_652238569
5.65395,-0.681512,2.20496,1.56063,Event_652238569
5.0064,-2.36442,2.95414,-2.87577,Event_652238569
4.84822,-4.38711,3.11672,-0.554598,Event_652238569
4.96434,1.06168,0.665987,1.44917,Event_652238569
4.6797,1.21646,0.576078,-1.17244,Event_652238569
4.5598,4.43374,0.0237388,-0.604587,Event_652238569
4.56521,2.12781,0.23708,-0.747278,Event_652238569
4.46736,-4.24573,3.11294,1.18466,Event_652238569
4.2473,-2.24214,2.92992,-1.71045,Event_652238569
4.08765,4.00992,0.0362659,1.41668,Event_652238569
3.55854,2.71564,0.132133,1.48595,Event_652238569
3.59192,-1.05824,2.47347,-1.10067,Event_652238569
3.55622,0.549442,1.04708,0.526112,Event_652238569
3.32144,4.47695,0.0227352,-2.71589,Event_652238569
3.45011,0.530516,1.06355,2.96288,Event_652238569
65.1773,2.43323,0.175058,-0.133056,Event_652357534
59.3277,-0.419915,1.97889,2.87014,Event_652357534
28.7857,1.12783,0.626177,2.7426,Event_652357534
20.2228,-1.79479,2.81228,-1.47476,Event_652357534
21.2182,-0.537152,2.08384,-0.769723,Event_652357534
17.417,3.199,0.0815606,2.50048,Event_652357534
17.0097,-4.04896,3.10672,2.17429,Event_652357534
16.5443,2.17353,0.226576,2.43822,Event_652357534
17.5323,0.499947,1.09046,-0.824226,Event_652357534
15.2818,1.98883,0.272022,1.23805,Event_652357534
14.775,-2.05403,2.88655,2.55397,Event_652357534
15.5559,0.549963,1.04663,1.39293,Event_652357534
14.396,3.18195,0.0829618,1.1209,Event_652357534
13.4225,-2.10113,2.89816,-0.182973,Event_652357534
11.6445,1.14092,0.618542,-1.52147,Event_652357534
11.3445,0.0562024,1.51462,-2.81609,Event_652357534
10.2406,-2.82604,3.02324,-2.43072,Event_652357534
9.97444,-3.30758,3.06842,0.562015,Event_652357534
9.0934,-3.27628,3.06609,-0.905697,Event_652357534
9.07287,3.58245,0.0556009,-1.71105,Event_652357534
8.94681,3.84519,0.0427581,-0.601492,Event_652357534
8.05477,4.67498,0.0186509,-2.97848,Event_652357534
8.59981,-0.555913,2.10011,-1.92472,Event_652357534
7.89929,3.44371,0.0638703,-2.77219,Event_652357534
7.86606,1.29535,0.534507,-2.46267,Event_652357534
7.40322,-2.18022,2.91651,1.0332,Event_652357534
7.27474,4.26786,0.0280215,0.588568,Event_652357534
7.735,0.0659481,1.5049,0.199738,Event_652357534
6.70626,4.36657,0.0253879,2.17624,Event_652357534
6.79959,-1.29039,2.60456,1.8038,Event_652357534
6.43752,-3.0089,3.04298,2.11529,Event_652357534
6.41153,1.47718,0.448868,-0.267334,Event_652357534
6.57845,-0.571727,2.1137,0.958691,Event_652357534
6.05378,-3.59674,3.08678,3.04863,Event_652357534
5.12036,-4.63658,3.12221,-3.02056,Event_652357534
4.88266,-1.31445,2.61674,0.394773,Event_652357534
4.58168,-4.73467,3.12402,1.48745,Event_652357534
4.57796,2.87137,0.113121,-1.07458,Event_652357534
4.37483,-1.73568,2.79262,-2.58406,Event_652357534
4.2663,-4.20194,3.11166,-0.204792,Event_652357534
4.2003,1.05141,0.672359,0.608059,Event_652357534
4.03554,4.62194,0.0196668,-1.43993,Event_652357534
3.20096,1.9415,0.285033,-1.11583,Event_652357534
72.1877,1.98755,0.272364,-2.80553,Event_652423091
66.3141,0.139315,1.43193,-0.0296002,Event_652423091
55.362,-0.363138,1.92621,0.824749,Event_652423091
34.326,1.00198,0.703743,2.77119,Event_652423091
32.9086,-1.43803,2.67543,-1.05344,Event_652423091
32.4937,1.07994,0.654789,-1.71015,Event_652423091
28.8161,-1.56233,2.72828,0.242131,Event_652423091
27.5388,-4.11691,3.10901,-2.28364,Event_652423091
28.5519,0.763058,0.872551,1.58454,Event_652423091
20.7269,2.47583,0.167791,0.569098,Event_652423091
18.2169,-2.81922,3.02243,2.7393,Event_652423091
17.6691,1.48519,0.445408,0.0131937,Event_652423091
14.8759,-1.10357,2.50106,1.46637,Event_652423091
15.2468,-0.193796,1.76339,2.89882,Event_652423091
12.736,-3.42454,3.07649,-0.347266,Event_652423091
12.2267,-3.03743,3.04575,1.43955,Event_652423091
12.0513,-4.07255,3.10753,0.757707,Event_652423091
12.0093,-2.31832,2.94535,-2.35471,Event_652423091
11.3629,-2.95118,3.03713,-1.48853,Event_652423091
11.9056,0.0953529,1.47559,-2.18186,Event_652423091
11.1446,-1.24752,2.58222,-2.49432,Event_652423091
10.54,-4.10926,3.10876,2.10407,Event_652423091
10.1654,3.09467,0.0905177,2.59856,Event_652423091
10.2261,1.881,0.302546,1.76,Event_652423091
9.23636,3.89347,0.0407434,1.62206,Event_652423091
9.11273,4.4329,0.0237589,-2.93127,Event_652423091
9.42781,0.304295,1.27109,-0.985417,Event_652423091
8.42914,2.09748,0.244308,-1.96752,Event_652423091
7.64552,3.32306,0.0720535,-2.57841,Event_652423091
7.12581,1.85615,0.310037,-0.776008,Event_652423091
7.04348,3.58151,0.0556531,0.648732,Event_652423091
7.50424,-0.133153,1.70356,1.90382,Event_652423091
6.61582,-1.98549,2.86867,1.94372,Event_652423091
6.2181,-3.18684,3.05904,-2.75762,Event_652423091
6.05728,2.8536,0.115145,-1.12783,Event_652423091
5.78764,-2.32434,2.94652,0.74149,Event_652423091
5.53415,-1.21504,2.56474,2.46437,Event_652423091
5.3457,3.98196,0.0372936,-1.02868,Event_652423091
4.57157,3.25678,0.0769866,-0.194706,Event_652423091
4.56693,-4.01371,3.10546,3.00365,Event_652423091
4.53698,-0.818993,2.31111,-0.350544,Event_652423091
4.34904,-5.02553,3.12846,2.54947,Event_652423091
4.35463,1.10413,0.640199,-2.61035,Event_652423091
4.20504,-2.21881,2.92497,-0.50484,Event_652423091
3.88616,-3.10691,3.05217,0.520467,Event_652423091
3.86804,-4.86176,3.12612,1.3776,Event_652423091
3.84849,-3.91254,3.10162,-1.31715,Event_652423091
3.62543,4.44943,0.0233694,0.283408,Event_652423091
3.4667,-4.51039,3.11961,-0.227337,Event_652423091
3.31108,4.93236,0.0144186,-1.28543,Event_652423091
3.18133,2.85859,0.114573,1.60992,Event_652423091
86.3055,1.31466,0.524749,-2.83787,Event_652427387
74.396,1.67702,0.369594,-0.507115,Event_652427387
68.1782,0.141247,1.43002,1.19078,Event_652427387
25.1392,-1.85711,2.83185,0.999654,Event_652427387
20.1557,-0.674611,2.19939,-1.9983,Event_652427387
15.8667,3.07635,0.0921893,0.449265,Event_652427387
15.5898,3.78197,0.0455478,2.18819,Event_652427387
15.6108,2.53525,0.158153,3.12054,Event_652427387
15.6818,1.54704,0.419493,2.61592,Event_652427387
13.33,3.07885,0.0919591,-2.11039,Event_652427387
11.2853,3.06032,0.0936768,-0.88055,Event_652427387
11.275,-1.51277,2.70792,-0.685116,Event_652427387
11.0723,-4.12417,3.10924,1.8655,Event_652427387
10.849,-1.82517,2.82196,-2.598,Event_652427387
10.1635,-3.12227,3.05354,-2.16641,Event_652427387
10.1442,-3.2345,3.06287,2.63246,Event_652427387
10.0492,-1.67844,2.77251,2.52919,Event_652427387
10.644,0.516521,1.07582,-0.0396925,Event_652427387
9.60458,2.05649,0.254424,-1.62298,Event_652427387
8.81423,4.87088,0.0153329,2.21612,Event_652427387
8.7845,2.02608,0.26219,1.49664,Event_652427387
8.73043,-4.14359,3.10986,0.199476,Event_652427387
8.63546,-3.26052,3.06489,-0.53474,Event_652427387
9.10878,-0.384053,1.94574,-0.992799,Event_652427387
8.17778,4.19503,0.0301383,-1.99565,Event_652427387
8.2123,-0.804386,2.30028,1.79145,Event_652427387
7.72436,-2.9873,3.04083,1.41412,Event_652427387
7.56642,4.01554,0.0360627,-2.95718,Event_652427387
7.61173,0.232406,1.34045,2.88611,Event_652427387
5.41334,4.62079,0.0196893,-0.215077,Event_652427387
5.41999,1.06805,0.662065,1.85109,Event_652427387
5.19838,-3.31471,3.06894,0.591796,Event_652427387
5.31808,-0.850337,2.33401,0.187089,Event_652427387
4.85118,1.70101,0.361025,0.401726,Event_652427387
4.71713,3.36782,0.0689018,1.29776,Event_652427387
4.44411,4.67948,0.0185672,1.26539,Event_652427387
4.13596,-2.53147,2.98284,2.99338,Event_652427387
4.0018,-2.29461,2.94067,-0.290993,Event_652427387
3.92558,2.84625,0.115993,2.12329,Event_652427387
4.06605,-0.86385,2.34373,-3.06862,Event_652427387
3.83273,3.9104,0.0400594,0.352406,Event_652427387
3.71775,-4.47626,3.11884,-2.21347,Event_652427387
3.685,-3.3865,3.07396,-1.36053,Event_652427387
3.38343,-2.06933,2.89038,-1.82616,Event_652427387
3.20378,-4.69256,3.12327,0.940894,Event_652427387
3.14927,-4.64934,3.12246,-1.08544,Event_652427387
3.28958,1.04532,0.67616,-1.50674,Event_652427387
76.3274,0.038891,1.53192,-1.70762,Event_652450361
45.8242,1.33269,0.515787,2.75111,Event_652450361
44.3958,1.047,0.675112,1.22342,Event_652450361
25.403,-1.1217,2.51182,1.75672,Event_652450361
24.8313,-0.592534,2.13142,-0.771992,Event_652450361
23.409,3.35554,0.0697527,1.11371,Event_652450361
17.894,1.29967,0.53231,-0.986256,Event_652450361
15.1122,0.9108,0.764807,2.07024,Event_652450361
12.9109,0.626771,0.981441,0.0288691,Event_652450361
9.72265,3.19861,0.0815928,3.11712,Event_652450361
8.2682,3.33043,0.0715251,-0.924782,Event_652450361
8.2738,2.2829,0.203272,-0.694612,Event_652450361
8.51282,-0.836989,2.32432,-2.35645,Event_652450361
8.28807,-1.01218,2.44442,0.167189,Event_652450361
7.83082,-2.73213,3.01161,-1.35038,Event_652450361
7.79578,-2.63585,2.99852,1.45147,Event_652450361
7.81407,2.02323,0.262929,-1.77828,Event_652450361
7.38173,4.17196,0.0308415,0.331876,Event_652450361
7.35839,4.86112,0.0154833,2.64719,Event_652450361
7.56187,-0.00567177,1.57647,2.61536,Event_652450361
7.15816,-1.99212,2.87045,2.69631,Event_652450361
5.84091,2.85081,0.115466,1.86871,Event_652450361
5.82844,4.61691,0.0197659,1.48926,Event_652450361
6.02325,0.984668,0.715021,-2.06658,Event_652450361
5.31989,-3.88223,3.10039,-1.4988,Event_652450361
5.13165,-4.2054,3.11177,-3.11014,Event_652450361
5.01251,-3.98382,3.10437,0.837786,Event_652450361
4.88214,4.20442,0.0298566,-2.88965,Event_652450361
4.75456,2.41373,0.178487,-2.52156,Event_652450361
4.07863,-1.57801,2.73454,-1.324,Event_652450361
3.80413,2.02094,0.263526,2.43406,Event_652450361
3.15409,2.55932,0.154407,0.15552,Event_652450361
3.15416,-1.91008,2.84759,0.578111,Event_652450361
3.06745,4.67411,0.0186672,-0.700908,Event_652450361
66.3022,-0.450814,2.00707,1.95712,Event_652524425
63.6382,-2.60956,2.99472,-1.17074,Event_652524425
28.4584,2.12128,0.238617,2.97042,Event_652524425
19.2064,2.70041,0.134154,0.28367,Event_652524425
17.13,3.8791,0.041333,-0.329995,Event_652524425
18.1127,-0.509743,2.0598,-1.99692,Event_652524425
16.3883,-0.242781,1.81123,0.180384,Event_652524425
13.8277,-1.6522,2.76293,-2.52739,Event_652524425
13.2912,4.18564,0.0304225,-2.53368,Event_652524425
13.2333,1.257,0.554364,2.35765,Event_652524425
12.7619,-3.83567,3.09843,-0.535565,Event_652524425
12.4567,-1.02701,2.45389,1.15002,Event_652524425
12.5961,0.978046,0.719374,-0.479131,Event_652524425
12.0215,1.54228,0.421437,1.29852,Event_652524425
11.8395,2.77368,0.124702,1.3518,Event_652524425
11.7558,-3.34433,3.07105,0.586382,Event_652524425
11.6123,-3.22005,3.06173,3.05167,Event_652524425
11.3694,-2.94175,3.03614,1.86782,Event_652524425
11.6028,1.39165,0.487444,-2.18528,Event_652524425
10.3963,3.01321,0.0981885,-0.925118,Event_652524425
9.80592,2.88316,0.111799,-2.47233,Event_652524425
9.11165,-2.11957,2.90257,1.17916,Event_652524425
8.48099,-4.1869,3.11121,1.84909,Event_652524425
8.4448,-2.059,2.8878,2.69006,Event_652524425
8.39039,-3.66329,3.09031,-1.94264,Event_652524425
8.30263,0.355845,1.22223,2.45015,Event_652524425
7.56109,3.98972,0.0370055,2.71962,Event_652524425
7.31403,0.618484,0.988347,-1.69102,Event_652524425
7.16073,-1.26531,2.59159,-1.15447,Event_652524425
6.86404,-2.13883,2.90709,-0.137258,Event_652524425
6.95027,0.334748,1.24213,1.14548,Event_652524425
6.43017,3.70248,0.0493146,0.83066,Event_652524425
5.92017,-3.94149,3.10276,2.62333,Event_652524425
5.72345,4.97376,0.013834,2.91032,Event_652524425
5.65716,4.57982,0.0205127,-1.00334,Event_652524425
5.44886,-2.76441,3.01573,-2.0638,Event_652524425
5.1111,1.16996,0.601904,0.511136,Event_652524425
5.14124,1.07399,0.658422,-2.94208,Event_652524425
4.73591,4.69349,0.0183088,0.658096,Event_652524425
4.70639,1.89144,0.299451,0.180033,Event_652524425
5.0023,-0.582336,2.12276,3.13176,Event_652524425
3.9824,3.51245,0.0596299,-1.68695,Event_652524425
3.77809,3.95918,0.0381527,1.84931,Event_652524425
3.66375,-4.42124,3.11756,-2.71041,Event_652524425
3.84498,-0.427761,1.98608,-0.748538,Event_652524425
3.41688,3.04647,0.0949812,2.86761,Event_652524425
3.29567,-4.78025,3.12481,-0.264492,Event_652524425
3.1773,-4.73389,3.12401,-1.68573,Event_652524425
3.17448,2.08478,0.2474,2.01624,Event_652524425
53.1689,-0.800235,2.29718,-2.09098,Event_652538562
43.0905,-2.3777,2.95659,0.926725,Event_652538562
29.1524,3.10768,0.0893496,-0.0116353,Event_652538562
25.3985,3.0155,0.0979646,2.75478,Event_652538562
25.8358,1.49947,0.439293,0.138177,Event_652538562
24.6316,-3.118,3.05316,-2.92965,Event_652538562
23.2537,1.94334,0.284514,2.32714,Event_652538562
21.2624,2.86688,0.113629,1.30793,Event_652538562
20.2384,2.92987,0.106707,-1.12322,Event_652538562
19.8211,4.31335,0.0267756,2.30075,Event_652538562
17.673,2.16714,0.228017,-2.36062,Event_652538562
17.9578,0.977625,0.719651,1.38455,Event_652538562
16.7095,4.3923,0.0247433,-1.00351,Event_652538562
15.3721,-3.13441,3.0546,-0.0543932,Event_652538562
15.7161,-1.28816,2.60341,2.83826,Event_652538562
15.772,1.21625,0.576189,-0.92471,Event_652538562
16.8071,0.183802,1.38802,2.13674,Event_652538562
15.4576,-0.503514,2.05429,0.636798,Event_652538562
14.8358,0.977255,0.719895,2.94406,Event_652538562
13.8957,-3.27584,3.06606,-1.81194,Event_652538562
13.4728,-4.35926,3.11602,-2.76858,Event_652538562
13.4616,3.11412,0.0887764,-2.27233,Event_652538562
13.1824,4.1983,0.0300399,0.748088,Event_652538562
13.0914,-1.51167,2.70746,0.585071,Event_652538562
13.815,0.282193,1.29228,-1.7786,Event_652538562
11.2334,-2.22978,2.92731,3.03963,Event_652538562
10.381,-4.12475,3.10926,-0.169136,Event_652538562
10.1308,-4.32943,3.11524,1.00605,Event_652538562
9.60627,4.21244,0.0296182,-2.84981,Event_652538562
9.86383,-0.522967,2.07144,-0.948247,Event_652538562
9.1757,0.342216,1.23507,-0.12986,Event_652538562
8.65487,-1.14476,2.52527,1.91333,Event_652538562
7.68605,-3.9486,3.10303,2.3493,Event_652538562
7.61439,-4.57839,3.12105,-1.46089,Event_652538562
7.59617,1.84,0.315003,1.2904,Event_652538562
7.72095,0.0429939,1.52782,-2.93131,Event_652538562
6.96099,-2.9045,3.03215,2.44061,Event_652538562
6.81319,-1.62694,2.75348,-1.2585,Event_652538562
6.04174,-2.02692,2.87962,1.86181,Event_652538562
5.83348,4.9564,0.0140762,-1.93587,Event_652538562
5.57297,4.07236,0.0340709,-0.277442,Event_652538562
5.35108,-3.42232,3.07634,-0.967506,Event_652538562
4.58263,-2.35273,2.95195,-1.77322,Event_652538562
4.5267,-4.93225,3.12717,2.57088,Event_652538562
4.47561,-2.12182,2.9031,-0.377596,Event_652538562
4.37431,3.82123,0.0437945,-1.74605,Event_652538562
3.72945,3.70938,0.0489758,1.74959,Event_652538562
3.62369,1.87879,0.303204,-3.13956,Event_652538562
80.7905,-0.328387,1.89344,3.09334,Event_652595559
69.2836,-2.06774,2.88999,0.340251,Event_652595559
30.9917,1.71644,0.355612,-2.42221,Event_652595559
25.6761,1.839,0.315314,0.858019,Event_652595559
17.0297,-0.964075,2.41297,-0.391968,Event_652595559
15.4802,-3.41912,3.07613,0.454778,Event_652595559
13.7841,-0.714657,2.23139,-2.06468,Event_652595559
12.8673,2.21536,0.217368,-0.607829,Event_652595559
12.4886,-2.9092,3.03266,-0.899334,Event_652595559
12.1902,-2.65665,3.00146,-2.45011,Event_652595559
13.4054,-0.0574795,1.62824,1.33073,Event_652595559
10.6233,-3.98842,3.10454,-1.75593,Event_652595559
10.341,0.851633,0.806649,-1.33901,Event_652595559
9.55022,-4.05997,3.1071,-2.60721,Event_652595559
9.64499,1.08334,0.652719,2.37237,Event_652595559
8.74626,2.38326,0.183978,-1.54611,Event_652595559
8.18654,3.04537,0.0950861,1.54649,Event_652595559
8.11972,3.77527,0.0458537,-2.03843,Event_652595559
7.68743,4.32027,0.026591,2.59202,Event_652595559
7.69958,-1.67305,2.77056,-2.87402,Event_652595559
7.57208,2.32296,0.195344,2.82999,Event_652595559
7.15539,4.11562,0.0326288,0.837841,Event_652595559
6.88921,-1.90369,2.84573,2.35936,Event_652595559
7.41388,0.117133,1.45393,0.420674,Event_652595559
6.21051,-2.85968,3.02714,-1.76242,Event_652595559
6.37177,-0.865732,2.34507,1.97248,Event_652595559
5.74619,3.24929,0.0775645,0.132213,Event_652595559
5.74117,-4.24857,3.11303,0.987772,Event_652595559
5.95758,0.130714,1.44045,-0.755064,Event_652595559
5.36992,-4.01719,3.10559,-0.417866,Event_652595559
5.23015,1.32787,0.518167,1.61178,Event_652595559
4.99409,4.27736,0.0277568,-0.415207,Event_652595559
4.99176,-1.85755,2.83198,-1.79299,Event_652595559
4.39021,-0.982001,2.42482,0.871287,Event_652595559
4.13776,-3.98229,3.10431,2.10898,Event_652595559
3.7396,-2.21509,2.92417,1.40205,Event_652595559
3.65871,4.82117,0.0161143,-2.46528,Event_652595559
3.36521,3.05754,0.0939372,-2.8649,Event_652595559
