pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof,event_id
0.000603421,0.000586982,0.039913,-0.0794782,0.561994,-0.823314,1.12577,1.71129,-1.16702,-1,10.5271,10,Event_1203594102
0.00082092,0.000639146,0.0720551,-0.336691,0.923062,-0.186001,1.01211,1.92055,-0.188191,-1,5.63838,5,Event_1203594102
0.000754671,0.000618897,0.0720566,-0.224913,0.480982,-0.847391,1.14955,2.0082,-1.24682,-1,18.8523,26,Event_1203594102
0.000697673,0.000605837,-0.0714146,-0.35695,0.635985,0.684185,1.23973,2.08224,0.836941,-1,2.7111,5,Event_1203594102
0.000720201,0.000604499,0.0720829,-0.574876,0.611655,-0.543504,1.53237,2.32521,-0.609115,1,13.8637,17,Event_1203594102
0.000631255,0.000534542,0.0401049,-0.602449,0.724225,-0.33549,0.776962,2.26466,-0.349001,-1,7.23326,13,Event_1203594102
0.000690404,0.000568065,0.0397261,-0.60671,0.395662,-0.68946,2.27062,2.56371,-0.846925,1,5.40302,14,Event_1203594102
0.000702907,0.000624175,-0.124836,-0.540631,0.332384,0.772813,1.10874,2.59036,1.02727,-1,21.4401,16,Event_1203594102
0.000634326,0.000447461,-0.0631434,-0.808963,0.338258,-0.480791,0.801512,2.74555,-0.524013,1,14.2213,16,Event_1203594102
0.000703999,0.000585182,0.040064,-0.889156,0.457171,-0.0199239,1.52125,2.66668,-0.0199265,-1,28.4507,17,Event_1203594102
0.000733484,0.000654314,0.0399183,-0.479137,0.190562,-0.856804,0.925205,2.76305,-1.2812,1,9.57664,11,Event_1203594102
0.000705889,0.000620362,-0.0634185,-0.927127,0.34,0.157594,0.906703,2.7901,0.158919,1,23.6662,17,Event_1203594102
0.000723803,0.000638108,0.0398939,-0.940885,0.288946,0.176763,3.02982,2.84363,0.17864,1,20.1503,15,Event_1203594102
0.000711173,0.000594723,0.0399371,-0.96867,0.211109,0.130813,1.10946,2.92701,0.131566,-1,5.78717,15,Event_1203594102
0.000725502,0.000665041,0.0400089,-0.816957,0.164947,-0.552607,0.788476,2.94237,-0.622126,-1,15.7486,18,Event_1203594102
0.000706109,0.00070207,-0.0969222,-0.700058,0.0675812,0.71088,1.4307,3.04535,0.888961,-1,2.88259,8,Event_1203594102
0.000700982,0.000611594,-0.0634397,-0.977265,0.0140777,0.211555,1.24209,3.12719,0.214798,1,3.37943,8,Event_1203594102
0.000570578,0.000712168,-0.0630066,-0.13135,-0.162688,0.977896,1.38261,-2.25002,2.24701,1,42.1739,33,Event_1203594102
0.000485026,0.000724644,-0.0626347,-0.0956759,-0.175548,0.979811,1.00832,-2.0698,2.2928,1,28.5452,29,Event_1203594102
0.000700899,0.000606814,-0.0625649,-0.0890378,-0.203907,0.974933,1.46628,-1.9825,2.18337,-1,36.7987,35,Event_1203594102
0.000995425,0.000566703,0.0387424,-0.030338,-0.240596,0.970151,1.21326,-1.69623,2.09486,1,36.0327,39,Event_1203594102
0.000575723,0.00056268,0.0716211,0.082643,-0.302468,0.94957,1.37719,-1.30408,1.82739,-1,28.6687,35,Event_1203594102
0.000576323,0.000676374,-0.061956,0.0714586,0.127779,0.989225,1.52988,1.06089,2.60914,1,5.35311,5,Event_1203594102
0.0006976,0.000607606,-0.0632483,0.0465113,0.190203,0.980642,9.82294,1.33097,2.31404,-1,41.0934,29,Event_1203594102
0.000722369,0.000634923,-0.0713022,-0.157272,0.126628,0.979403,1.64615,2.46372,2.28271,-1,33.123,31,Event_1203594102
0.000937643,0.000464086,0.039677,-0.102678,-0.166608,-0.980663,1.19851,-2.12311,-2.31457,-1,26.1218,35,Event_1203594102
0.000697535,0.000528506,-0.0630319,0.245633,-0.01071,-0.969304,1.61916,-0.0435742,-2.08065,-1,38.6199,33,Event_1203594102
0.000739175,0.000649669,0.0396548,-0.188188,0.105017,-0.976502,1.63183,2.6326,-2.21609,1,24.6546,35,Event_1203594102
0.000673369,0.000606077,-0.0633782,-0.0223121,0.854552,0.518886,15.0707,1.5969,0.574814,1,13.6922,13,Event_1203594102
0.000727715,0.000649868,-0.0632871,-0.563466,0.35043,0.748134,0.798311,2.58521,0.968704,1,11.0229,15,Event_1203594102
0.000724602,0.000668326,-0.0633915,-0.810683,0.312055,0.495393,1.01438,2.77415,0.543182,1,4.51461,4,Event_1203594102
0.00069998,0.000594457,-0.0632622,-0.463995,0.0358298,0.885113,2.29635,3.06453,1.3989,-1,1.72624,7,Event_1203594102
0.000677271,0.000634065,-0.0633929,0.479378,0.415816,-0.772848,1.34062,0.714514,-1.02736,1,3.05896,10,Event_1203594102
0.000717947,0.000596198,-0.0634113,-0.522874,-0.84005,-0.144633,40.1528,-2.12755,-0.145654,-1,16.5697,9,Event_1203594102
0.000819969,0.000579453,-0.0632097,-0.138553,-0.603679,0.785095,0.953387,-1.7964,1.05852,1,1.49764,5,Event_1203594102
0.000706306,0.000608701,-0.0633414,-0.164574,0.465061,-0.869847,27.8533,1.91092,-1.33245,-1,27.3509,23,Event_1203594102
0.000687132,0.000514619,-0.0631788,-0.378475,0.0567326,-0.923871,0.854195,2.9928,-1.61483,1,26.0609,33,Event_1203594102
0.000855041,0.000618083,0.0396313,0.0937181,-0.852227,0.51471,0.832522,-1.46127,0.569116,-1,7.76604,5,Event_1203594102
0.000557593,0.000347586,0.0400463,0.812997,-0.495345,-0.306054,0.767889,-0.547216,-0.316185,1,10.2318,13,Event_1203594102
0.000791273,0.000667647,0.0397373,-0.30887,0.371517,-0.875542,2.17807,2.26438,-1.35634,1,10.7795,15,Event_1203594102
0.000708235,0.00067899,0.0720367,0.703915,0.0752089,0.706291,0.800738,0.10644,0.879744,1,3.29973,6,Event_1203594102
0.000803831,0.000530332,-0.125011,-0.406595,-0.565689,-0.717409,1.46788,-2.194,-0.902286,1,3.30144,7,Event_1203594102
0.000673325,0.000637965,-0.125199,0.806984,0.577939,-0.121503,1.33746,0.621497,-0.122107,1,10.2944,5,Event_1203594102
0.000764433,0.000674,-0.124782,-0.639931,0.699278,-0.318588,1.05562,2.31191,-0.330075,1,3.92917,7,Event_1203594102
0.000672278,0.000615545,-0.0970451,0.260989,0.881927,-0.392542,1.25273,1.28308,-0.414802,1,4.81743,13,Event_1203594102
0.000544904,0.00154172,-0.0598483,-0.386367,-0.0646904,0.920074,1.22724,-2.9757,1.58951,1,0.0611262,1,Event_1203594102
0.000734672,0.000589793,-0.0648112,-0.2794,-0.555112,-0.783445,2.12971,-2.0371,-1.05423,1,0.64154,1,Event_1203594102
0.000900106,0.00210058,0.0416464,0.823242,-0.102768,-0.558312,1.2179,-0.12419,-0.630377,1,5.37231,12,Event_1203594102
-0.00109628,0.0030103,0.0562924,0.562217,0.422645,0.710833,2.14286,0.644619,0.888866,-1,3.91702,11,Event_1203594102
0.000906742,0.000753063,-0.0634579,-0.565375,0.795615,-0.217595,1.03324,2.18861,-0.22113,-1,5.44516,10,Event_1203594102
0.000627833,0.000534936,0.0847083,-0.446886,0.614205,-0.650419,0.837761,2.1998,-0.776025,-1,9.08062,16,Event_1203594102
0.00125575,-6.12236e-05,-0.0541734,-0.765074,-0.634572,-0.10945,0.897817,-2.44916,-0.10989,1,6.95511,13,Event_1203594102
-0.0266031,0.0166573,-0.0466763,-0.133958,-0.228115,0.964375,2.08781,-2.10178,2.00494,1,33.1254,27,Event_1203594102
-0.0837904,-0.0362958,-0.0199779,0.292924,-0.670596,0.68154,1.0946,-1.15896,0.831984,1,0.224715,4,Event_1203594102
-0.0682471,-0.0685157,-0.0491533,0.581548,-0.580058,0.570381,1.94022,-0.784115,0.648087,1,2.17414,3,Event_1203594102
0.000925772,0.000624667,0.0265207,0.0851124,-0.842093,0.532574,0.812748,-1.47007,0.593731,-1,10.8572,8,Event_1203594102
0.0154874,0.00341847,-0.0844108,-0.106996,0.563423,0.819211,0.769999,1.75847,1.15441,1,7.42814,9,Event_1203594102
0.0338217,0.0271352,-0.0766365,-0.602197,0.751868,-0.268427,1.14387,2.24611,-0.275168,1,7.95391,7,Event_1203594102
0.00117916,0.0039373,0.0426187,-0.907335,0.126772,0.400838,1.13862,3.00277,0.424647,1,5.35879,9,Event_1203594102
-0.00505409,-0.0186987,-0.050028,0.304411,-0.0907797,0.948205,3.42382,-0.289818,1.81369,1,33.3512,41,Event_1203594102
0.000727912,0.000554782,0.0697128,-0.496095,-0.0537322,0.866604,1.22076,-3.0337,1.31928,1,17.5794,17,Event_1357605031
0.000697278,0.000754276,0.0203699,-0.808885,-0.115474,-0.576516,0.913514,-2.99979,-0.657228,-1,5.87422,3,Event_1357605031
0.000739311,0.000564633,0.0887983,-0.914583,-0.234954,0.329141,1.12185,-2.89013,0.341865,1,12.712,12,Event_1357605031
0.000700776,0.000682856,0.0692281,-0.440258,-0.172461,0.881153,0.896677,-2.76824,1.3809,1,28.8252,32,Event_1357605031
0.000726336,0.000613956,0.00343178,-0.345256,-0.198487,-0.917279,1.79756,-2.61984,-1.5716,-1,32.9845,31,Event_1357605031
0.000698472,0.000650073,-0.0570141,-0.565914,-0.454451,-0.687906,0.862343,-2.465,-0.84397,1,6.21751,14,Event_1357605031
0.000719534,0.000621751,-0.0571957,-0.794961,-0.569893,-0.207987,0.988271,-2.51963,-0.211067,-1,14.3647,19,Event_1357605031
0.000652604,0.00069315,-0.0572518,-0.436332,-0.44473,-0.782195,1.58963,-2.34666,-1.051,1,11.4074,13,Event_1357605031
0.000373194,0.000867714,-0.0570848,-0.511684,-0.750692,-0.417902,0.878191,-2.16908,-0.445147,-1,22.7102,14,Event_1357605031
0.000721385,0.00063346,-0.0462567,-0.1601,-0.322463,0.932945,1.18789,-2.03163,1.68064,1,45.5958,37,Event_1357605031
0.000756217,0.000613724,-0.0472922,-0.474724,-0.870007,-0.133135,20.851,-2.0703,-0.13393,-1,8.11156,12,Event_1357605031
0.000775766,0.000603795,0.0695646,-0.284511,-0.498363,0.818955,1.31365,-2.08954,1.15364,-1,6.47687,9,Event_1357605031
0.0007416,0.000623504,-0.0471736,-0.439614,-0.889929,-0.121513,13.2045,-2.02962,-0.122117,-1,6.68505,14,Event_1357605031
0.00174982,0.000162376,-0.0467618,-0.195632,-0.426827,0.88292,4.0599,-2.00057,1.38886,1,15.0809,21,Event_1357605031
0.00073307,0.000629033,-0.0474649,-0.182661,-0.411646,0.892851,2.23749,-1.98843,1.43581,-1,13.368,13,Event_1357605031
0.000923389,0.000566612,-0.0465265,-0.153971,-0.450379,0.879461,3.81548,-1.90021,1.37338,1,23.1926,27,Event_1357605031
0.000919541,0.000567812,-0.0466036,-0.154092,-0.450013,0.879627,9.51473,-1.9007,1.37412,-1,16.5904,23,Event_1357605031
0.000936092,0.000565611,-0.0476369,-0.140843,-0.430325,0.891619,25.9243,-1.8871,1.42977,-1,32.356,19,Event_1357605031
0.000847154,0.000594003,-0.0472993,-0.144002,-0.433033,0.889801,1.45278,-1.89184,1.42097,-1,5.52742,7,Event_1357605031
-0.000177045,0.000825125,-0.0447626,-0.103755,-0.497663,0.861143,1.37422,-1.77634,1.29775,-1,19.1742,22,Event_1357605031
0.000758414,0.000635528,-0.0482719,-0.0359743,-0.355578,0.933954,0.916957,-1.67162,1.68849,1,26.3091,37,Event_1357605031
0.000674237,0.000640589,0.069363,-0.0661843,-0.672528,0.737107,1.68687,-1.66889,0.944114,1,15.6159,15,Event_1357605031
0.000705527,0.00064352,-0.0818565,0.444418,-0.788262,-0.4256,1.06008,-1.05742,-0.454511,-1,17.6938,19,Event_1357605031
0.000642079,0.000589109,0.0691718,0.416639,-0.681375,-0.601781,0.76425,-1.02199,-0.695934,-1,7.48825,16,Event_1357605031
0.000640296,0.000568273,-0.0301586,0.5586,-0.530604,0.637515,1.04814,-0.7597,0.753977,1,12.2717,13,Event_1357605031
0.000648927,0.000570925,0.0174915,0.413811,-0.397489,0.819001,2.06526,-0.765283,1.15378,-1,3.02017,7,Event_1357605031
0.000710716,0.000645879,-0.0473323,0.300966,-0.23672,-0.923787,2.88957,-0.666477,-1.61426,-1,20.6416,33,Event_1357605031
0.000668839,0.000563268,-0.047312,0.316503,-0.154607,-0.935907,1.39263,-0.454392,-1.704,-1,17.5253,19,Event_1357605031
0.000716687,0.000658783,0.0200394,0.763126,-0.105334,0.637608,0.911516,-0.137163,0.754133,1,25.5794,13,Event_1357605031
0.00067592,0.000749926,-0.0570624,0.650131,0.177708,-0.738749,1.98292,0.266824,-0.94772,-1,14.908,15,Event_1357605031
0.000691431,0.000679393,-0.0819032,0.947,0.294173,-0.129047,0.908468,0.301187,-0.12977,-1,12.5092,15,Event_1357605031
0.000761484,0.000550335,0.0693961,0.317108,0.156773,-0.935342,1.26806,0.459144,-1.69947,-1,7.84141,11,Event_1357605031
0.000660323,0.000725061,4.88515e-05,0.73749,0.439756,0.512565,0.915142,0.537685,0.566202,1,0.246474,3,Event_1357605031
0.000761002,0.000586145,0.0694186,0.739135,0.619547,-0.264275,0.880253,0.697607,-0.270699,1,5.37609,13,Event_1357605031
0.000761616,0.000623639,-0.0300686,0.0778019,0.25176,-0.964657,1.57137,1.27107,-2.00899,-1,1.23111,1,Event_1357605031
0.00090711,0.000624246,0.0893637,0.0419975,0.702152,-0.710787,0.84807,1.51105,-0.888773,1,26.4304,15,Event_1357605031
0.000727574,0.000645361,-0.0472964,-0.187284,0.848371,0.495167,3.18247,1.78807,0.542883,1,22.8077,14,Event_1357605031
0.000786801,0.000659375,-0.0472037,-0.215264,0.925752,0.310876,7.56463,1.79927,0.321515,-1,5.54535,7,Event_1357605031
0.000697933,0.000637861,-0.0473814,-0.293681,0.888424,0.352782,2.70001,1.89005,0.368617,-1,14.3906,9,Event_1357605031
0.000741744,0.000653818,-0.0571502,-0.325901,0.927727,-0.181967,0.987803,1.90862,-0.184016,-1,16.254,11,Event_1357605031
0.000751076,0.00066009,-0.0473406,-0.278012,0.638035,-0.718068,5.09032,1.98172,-0.903644,1,11.7345,15,Event_1357605031
0.000798964,0.00068207,-0.0474128,-0.269965,0.602882,-0.750768,1.55804,1.99181,-0.974713,-1,19.8291,13,Event_1357605031
0.000795024,0.000682626,-0.0472344,-0.312347,0.658661,-0.684548,4.3818,2.0136,-0.837622,-1,13.6089,15,Event_1357605031
0.00063812,0.000571842,0.0692886,-0.428278,0.538771,-0.725468,1.35287,2.24243,-0.919092,-1,9.73815,11,Event_1357605031
0.000750755,0.000678345,-0.0469647,-0.257368,0.301407,0.918104,0.921092,2.27754,1.57682,-1,24.3713,35,Event_1357605031
0.000731532,0.00066596,0.0203525,-0.428892,0.271868,-0.861475,1.55821,2.57663,-1.29904,1,19.5712,25,Event_1357605031
0.000694237,0.000599961,0.0176285,-0.461801,0.23354,0.855686,1.59216,2.67338,1.27701,1,9.77592,7,Event_1357605031
0.000750642,0.000719575,-0.056976,-0.848406,0.486484,-0.208662,0.835512,2.62095,-0.211772,-1,8.29402,11,Event_1357605031
0.000740676,0.000687514,0.0692941,-0.354159,0.149095,-0.923224,2.15091,2.74313,-1.61043,-1,1.57913,3,Event_1357605031
0.000701,0.000586316,0.0693715,-0.438255,0.158847,-0.884704,1.4175,2.79387,-1.39701,1,7.37072,16,Event_1357605031
0.000706166,0.000704472,-0.0465663,-0.489956,-0.00456004,-0.871735,0.793765,-3.13229,-1.34026,1,6.88617,11,Event_1357605031
0.000721712,0.000668752,0.0695018,-0.689458,0.055635,-0.722186,0.878507,3.06107,-0.912198,-1,12.6072,16,Event_1357605031
0.000681769,0.000666719,0.00426588,0.110322,0.119614,0.986672,1.7927,0.825788,2.50218,-1,7.73194,5,Event_1357605031
0.000162368,0.00060666,-0.00239407,-0.0146556,0.250674,0.967961,0.9714,1.62919,2.05889,1,31.1908,35,Event_1357605031
0.000866912,0.0006359,-0.0806702,-0.0098373,-0.258841,-0.96587,0.955244,-1.60878,-2.02676,-1,35.4409,39,Event_1357605031
0.000778996,0.000743743,0.00344602,0.179893,-0.114703,-0.976976,1.19129,-0.567623,-2.22639,-1,37.703,29,Event_1357605031
0.000693778,0.00058175,0.0691718,0.174538,-0.081047,-0.981309,1.87219,-0.434724,-2.33174,-1,4.815,9,Event_1357605031
0.000715148,0.000645488,0.00399038,-0.169262,0.0756407,-0.982664,2.28217,2.72133,-2.36971,1,25.3993,33,Event_1357605031
0.000677855,0.00046961,-0.0471809,-0.285212,0.0480906,-0.957257,1.37503,2.97455,-1.91205,-1,18.1265,27,Event_1357605031
0.000402983,0.000671013,-0.0470119,-0.0349711,-0.351872,0.935395,0.892619,-1.66986,1.69989,1,25.6682,33,Event_1357605031
0.000688769,0.000640826,-0.047227,-0.00179412,-0.422549,0.906338,0.813411,-1.57504,1.50662,1,0.0581785,1,Event_1357605031
0.00074822,0.000346803,-0.0459352,-0.371531,-0.0522723,-0.926948,0.816216,-3.00182,-1.63626,1,0.00176148,1,Event_1357605031
0.000606247,0.000671824,-0.0473776,-0.134752,-0.43588,0.88986,7.51117,-1.87063,1.42125,1,37.6439,17,Event_1357605031
0.000736773,0.000667871,-0.0462196,0.596062,-0.657642,0.460671,0.764752,-0.834477,0.498163,-1,3.39587,8,Event_1357605031
0.000542914,0.000677068,-0.0466036,0.216336,0.975255,-0.0455606,0.889491,1.35251,-0.0455922,-1,8.62398,15,Event_1357605031
0.000814084,0.000642234,-0.0474037,-0.0120748,0.879129,0.47643,1.55974,1.58453,0.518356,-1,10.396,13,Event_1357605031
0.000741173,0.00064681,-0.0473222,-0.158997,0.905125,0.394295,10.8654,1.74469,0.416876,1,7.68201,12,Event_1357605031
0.000785887,0.000697407,-0.0473888,-0.424824,0.59389,-0.683242,1.65377,2.19173,-0.83517,-1,3.20538,13,Event_1357605031
0.000719493,0.000646417,-0.0472892,-0.283622,0.640632,-0.713547,48.6475,1.98758,-0.894373,1,1.6309,4,Event_1357605031
0.000708569,0.000636204,-0.0472497,-0.877192,-0.36262,0.314707,22.7815,-2.7496,0.325762,1,13.4778,15,Event_1357605031
0.000578101,0.000708632,-0.0471154,-0.462554,-0.876184,-0.135445,3.04591,-2.05653,-0.136283,1,4.98775,1,Event_1357605031
0.0010757,0.000569887,-0.0471331,-0.0958775,-0.499806,0.860814,0.867513,-1.76032,1.29648,1,21.5318,18,Event_1357605031
0.000698329,0.000623349,-0.0472304,0.354263,-0.170346,-0.9195,6.05812,-0.448206,-1.58578,1,32.9991,39,Event_1357605031
0.000748005,0.000652227,0.00365002,-0.25657,0.683484,-0.683389,1.47021,1.92991,-0.835446,1,5.00068,15,Event_1357605031
0.00078704,0.000760837,0.00360307,0.798765,-0.490372,0.348582,1.17402,-0.550586,0.363828,1,8.95772,14,Event_1357605031
0.000505615,0.000668794,0.0691802,-0.117376,-0.768562,0.628915,0.839895,-1.72235,0.73962,1,12.7898,12,Event_1357605031
0.0010904,0.00061638,0.0698566,0.0410004,0.76864,0.638366,0.787645,1.51751,0.755412,-1,12.1971,15,Event_1357605031
0.000664049,0.000574733,0.0694087,-0.744085,0.666422,-0.0471182,1.63648,2.4112,-0.0471531,-1,2.54981,5,Event_1357605031
0.000760413,0.000546814,0.0692564,0.290916,0.134554,0.94724,2.62115,0.433215,1.8042,1,34.3066,43,Event_1357605031
0.000579061,0.000818674,-0.0320959,-0.272302,-0.19724,0.941779,0.843255,-2.51471,1.75356,1,27.6886,29,Event_1357605031
0.000653927,0.000624855,-0.0816531,-0.329701,0.939172,0.09619,0.889273,1.90841,0.0964883,-1,8.23104,8,Event_1357605031
0.00124458,0.000251584,-0.0834197,0.18458,0.256186,-0.948841,0.884035,0.946449,-1.82003,1,24.4696,37,Event_1357605031
0.000506168,0.000678025,-0.0822679,0.0444374,0.244185,-0.96871,1.68815,1.39078,-2.07092,1,9.50753,5,Event_1357605031
0.00363139,-0.00419066,0.0892362,-0.465799,-0.280974,0.839097,0.955127,-2.59882,1.21812,1,1.14417,1,Event_1357605031
0.000690411,0.000885881,0.0891354,-0.168875,-0.0206804,-0.98542,1.02107,-3.01974,-2.45698,-1,9.65014,17,Event_1357605031
4.03545e-07,-0.000880003,-0.0932969,0.157423,-0.0725298,-0.984864,93.8282,-0.431744,-2.43812,-1,14.2093,11,Event_1357605031
0.00069511,0.000613465,-0.0475076,0.158503,-0.0671091,-0.985075,3.9904,-0.400509,-2.44519,-1,10.9515,15,Event_1357605031
0.000720277,0.000657086,0.0503951,0.164236,-0.0262098,-0.986073,1.10897,-0.158252,-2.48003,1,17.76,19,Event_1357605031
0.000702154,0.000611289,-0.0452974,0.173013,-0.0279195,-0.984524,1.57518,-0.159993,-2.42691,-1,12.3229,15,Event_1357605031
0.000403893,-3.42774e-05,0.0664965,0.814932,-0.382667,-0.43526,1.23023,-0.439008,-0.466368,-1,13.4094,9,Event_1357605031
0.000710436,0.00064346,0.0889514,0.511699,0.680311,-0.52473,0.811302,0.925918,-0.582845,1,7.86068,13,Event_1357605031
0.000646198,0.000653186,0.050229,-0.18154,-0.79013,-0.585438,2.30153,-1.79664,-0.670697,1,3.569,6,Event_1357605031
-0.0135261,-0.0137018,-0.0530754,0.57382,-0.569355,0.588698,1.41952,-0.781493,0.675671,1,2.86048,12,Event_1357605031
0.000470881,0.000505923,0.0506143,0.311679,-0.585974,-0.747991,0.774393,-1.08196,-0.968379,-1,3.55653,7,Event_1357605031
