et,eta,theta,phi
32.4303,-0.690678,2.21232,-2.96965
24.3187,1.54637,0.419767,0.435329
19.9455,-1.61125,2.7475,1.29549
19.6496,3.42466,0.0650978,1.7627
20.9937,0.416914,1.16546,2.05602
17.3897,-0.94803,2.40222,-1.51101
16.5304,-3.52883,3.08293,-1.7909
16.3964,-3.65361,3.08981,1.76082
15.53,-1.82969,2.82338,-0.472291
16.9566,0.0561406,1.51469,-0.947324
14.8999,-2.72969,3.0113,-1.16827
14.761,2.83623,0.117159,0.723234
14.6055,3.96876,0.037789,-2.26847
14.3516,-2.12615,2.90412,-2.61035
14.256,1.92729,0.289053,-0.774007
13.1425,-4.16286,3.11047,0.593462
12.89,3.25192,0.0773612,-0.172947
13.5332,-0.287125,1.85406,1.08559
11.4326,-1.33108,2.62501,2.58412
11.8037,0.592313,1.01036,0.656021
10.7776,2.86345,0.114019,-2.32996
10.5079,4.67834,0.0185884,-0.525962
10.1069,1.96962,0.277231,2.28276
9.479,3.85635,0.0422838,2.93195
8.99903,-2.75772,3.01489,2.58404
9.1507,0.859485,0.800995,-2.22431
7.71806,-3.30591,3.06829,-0.4215
7.60381,4.14352,0.0317313,0.735326
7.20196,-4.16863,3.11065,2.88251
6.97553,-0.851044,2.33452,0.343215
6.33076,3.17343,0.0836708,-1.26568
5.99024,4.67181,0.0187101,2.07082
5.78272,-2.74345,3.01307,1.1812
5.55098,-3.19791,3.05994,-2.56884
5.63724,0.999285,0.705491,-0.517471
5.29443,-4.88018,3.1264,1.31403
5.10801,2.17395,0.226481,-3.11204
5.11213,1.76762,0.338216,-2.06562
5.01937,-1.85921,2.83249,-1.51416
4.9341,1.49523,0.441098,1.48549
5.18554,0.183181,1.38863,-3.08966
4.74741,1.37857,0.493607,3.05639
4.42931,-2.91363,3.03314,0.125125
4.21475,-4.89364,3.1266,-2.6302
3.96287,-1.76387,2.80213,0.51346
3.87439,-2.31143,2.944,1.87249
3.98914,-0.746807,2.25653,2.00148
3.68378,4.85812,0.0155299,-1.88887
3.18189,-4.41853,3.11749,-0.46819
3.14906,-4.45526,3.11836,-1.57599
3.00221,-4.67405,3.12292,2.16603
