pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
8.27437,-1,0.000685786,0.000625396,-0.015347,-1.87781,-0.91889,0
517.472,1,0.000700899,0.000602786,0.0356323,-1.74022,-0.917981,0
