pos_x,pos_y,pos_z
-0.0127315,-0.0437928,-0.0527709
-0.108857,-0.378853,-0.412466
-0.189036,-0.715637,-0.769829
-0.253486,-1.0537,-1.12529
-0.302378,-1.39259,-1.47928
-0.335687,-1.73186,-1.83223
-0.353004,-2.07102,-2.18457
-0.353296,-2.40947,-2.53683
-0.335069,-2.74642,-2.88968
-0.296344,-3.08078,-3.24407
-0.237366,-3.41135,-3.60113
-0.170796,-3.74072,-3.95899
-0.102784,-4.07117,-4.31576
-0.0354286,-4.40242,-4.67182
0.029632,-4.73427,-5.02741
0.0856178,-5.06739,-5.3822
0.138415,-5.40099,-5.73668
0.186217,-5.7349,-6.09109
0.227715,-6.06909,-6.44552
0.266386,-6.40352,-6.79984
0.301508,-6.73829,-7.154
