energy,et,eta,phi,pos,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03
26.7238,19.2814,-0.852566,-0.565615,0.000703874,0.000609774,-0.0865634,0.466188,0.466188,0,9.52977,13.4205,13.9188,16.0204,5.12368,0.0157112,0.0160267,0.594854,0.837712,0.523462,6.79338,12.9675,12.9675,0,5.02042,5.02042,2,2,5.63722,12.9675,12.9675,0,4.20146,4.20146,1,1
