detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838887759,1,1.057,-0.742368,-1.3548,1.06933,-0.751985,-1.3378,1.05576,-0.769379,-1.3378,1.0436,-0.75954,-1.3548,1.18901,-0.845332,-1.51253,1.20281,-0.856094,-1.4935,1.18748,-0.875741,-1.4935,1.17388,-0.864731,-1.51253
838887247,1,1.057,-0.742368,-1.32289,1.06917,-0.75186,-1.30571,1.0556,-0.769253,-1.30571,1.0436,-0.75954,-1.32289,1.19048,-0.846481,-1.47862,1.2041,-0.857102,-1.45939,1.18878,-0.876749,-1.45939,1.17535,-0.86588,-1.47862
838888271,1,1.057,-0.742368,-1.38705,1.06949,-0.752109,-1.37024,1.05592,-0.769502,-1.37024,1.0436,-0.75954,-1.38705,1.18752,-0.844169,-1.54677,1.20149,-0.855069,-1.52795,1.18617,-0.874716,-1.52795,1.17239,-0.863568,-1.54677
838888783,1,1.057,-0.742368,-1.41968,1.06964,-0.752231,-1.40306,1.05608,-0.769625,-1.40306,1.0436,-0.75954,-1.41968,1.18601,-0.842991,-1.58135,1.20016,-0.854028,-1.56275,1.18484,-0.873675,-1.56275,1.17088,-0.86239,-1.58135
838886735,1,1.057,-0.742367,-1.2913,1.06896,-0.751698,-1.27397,1.05541,-0.769077,-1.27397,1.04361,-0.759539,-1.2913,1.19194,-0.847615,-1.445,1.20542,-0.858133,-1.42546,1.19001,-0.877895,-1.42546,1.17671,-0.867144,-1.445
838887760,1,1.07066,-0.724853,-1.3548,1.08316,-0.734248,-1.3378,1.0696,-0.751642,-1.3378,1.05727,-0.742025,-1.3548,1.20441,-0.825591,-1.51253,1.2184,-0.836104,-1.4935,1.20307,-0.855751,-1.4935,1.18928,-0.844989,-1.51253
838887248,1,1.07066,-0.724853,-1.32289,1.083,-0.734123,-1.30571,1.06944,-0.751517,-1.30571,1.05727,-0.742025,-1.32289,1.20588,-0.826739,-1.47862,1.21969,-0.837113,-1.45939,1.20437,-0.85676,-1.45939,1.19075,-0.846138,-1.47862
838888272,1,1.07066,-0.724853,-1.38705,1.08332,-0.734372,-1.37024,1.06975,-0.751766,-1.37024,1.05727,-0.742025,-1.38705,1.20292,-0.824427,-1.54677,1.21708,-0.83508,-1.52795,1.20176,-0.854726,-1.52795,1.18779,-0.843826,-1.54677
838888784,1,1.07066,-0.724853,-1.41968,1.08348,-0.734495,-1.40306,1.06991,-0.751889,-1.40306,1.05727,-0.742025,-1.41968,1.20141,-0.823249,-1.58135,1.21575,-0.834039,-1.56275,1.20043,-0.853686,-1.56275,1.18628,-0.842648,-1.58135
838886736,1,1.07066,-0.724854,-1.2913,1.08278,-0.733978,-1.27397,1.06923,-0.751357,-1.27397,1.05727,-0.742026,-1.2913,1.20744,-0.827745,-1.445,1.2211,-0.83803,-1.42546,1.20569,-0.857792,-1.42546,1.1922,-0.847274,-1.445
838887761,1,1.08194,-0.705421,-1.3548,1.0946,-0.714602,-1.3378,1.08165,-0.732459,-1.3378,1.06915,-0.723051,-1.3548,1.21747,-0.803712,-1.51253,1.23163,-0.813986,-1.4935,1.217,-0.834155,-1.4935,1.20302,-0.823628,-1.51253
838887249,1,1.08194,-0.705421,-1.32289,1.09443,-0.714482,-1.30571,1.08148,-0.732339,-1.30571,1.06915,-0.723051,-1.32289,1.21898,-0.804809,-1.47862,1.23296,-0.814948,-1.45939,1.21833,-0.835118,-1.45939,1.20453,-0.824724,-1.47862
838888273,1,1.08194,-0.705421,-1.38705,1.09476,-0.71472,-1.37024,1.08181,-0.732577,-1.37024,1.06915,-0.723051,-1.38705,1.21593,-0.802602,-1.54677,1.23028,-0.813007,-1.52795,1.21565,-0.833177,-1.52795,1.20149,-0.822517,-1.54677
838888785,1,1.08194,-0.705421,-1.41968,1.09492,-0.714837,-1.40306,1.08197,-0.732694,-1.40306,1.06915,-0.723051,-1.41968,1.21438,-0.801477,-1.58135,1.22891,-0.812014,-1.56275,1.21428,-0.832184,-1.56275,1.19994,-0.821393,-1.58135
838886737,1,1.08194,-0.70542,-1.2913,1.09422,-0.714328,-1.27397,1.08128,-0.732169,-1.27397,1.06915,-0.72305,-1.2913,1.22047,-0.805891,-1.445,1.23432,-0.815932,-1.42546,1.2196,-0.836221,-1.42546,1.20593,-0.825941,-1.445
