energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
27.2775,1.15377,-0.731356,-1.39725,-0.897439,-0.564962,undefined,0.0166697,0.0812634,26.5899,0
13.3247,-0.609098,1.20659,1.34509,0.877957,2.03828,undefined,0.0170474,0.0538607,13.0133,0
6.25767,1.19885,0.602255,1.67867,1.04836,0.465535,undefined,0.0155735,0.0711589,6.05179,0
4.08373,0.859615,1.03574,1.3305,0.873213,0.878054,undefined,0.0102496,0.057642,4.02456,0
3.52358,-1.27995,0.365087,2.67232,1.4471,2.86374,undefined,0.00989689,0.00845514,3.4364,0
1.25404,0.537659,1.23723,0.936121,0.64769,1.16085,undefined,0.00468957,0.00230104,1.26559,0
