detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4
604017384,0.327314,-0.967954,6.07601,0.0305868,-1.02023,6.07741,0.16015,-2.64235,6.07772,0.759907,-2.53669,6.0749,0.32799,-0.967873,6.22301,0.0312628,-1.02015,6.22441,0.160826,-2.64227,6.22471,0.760583,-2.53661,6.2219
604017896,0.327314,-0.967954,6.07601,0.0305868,-1.02023,6.07741,0.16015,-2.64235,6.07772,0.759907,-2.53669,6.0749,0.32799,-0.967873,6.22301,0.0312628,-1.02015,6.22441,0.160826,-2.64227,6.22471,0.760583,-2.53661,6.2219
604021368,0.72541,-1.26528,8.31091,0.00277283,-1.45879,8.31134,0.153951,-3.5364,8.31194,1.63274,-3.14039,8.31107,0.7255,-1.26522,8.49138,0.00286316,-1.45874,8.49181,0.154041,-3.53634,8.49241,1.63283,-3.14033,8.49154
604025464,0.0139591,-1.66211,9.31128,0.814769,-1.447,9.31284,1.6325,-3.13878,9.31524,0.154013,-3.53593,9.31237,0.0143303,-1.66219,9.13082,0.81514,-1.44708,9.13237,1.63287,-3.13886,9.13478,0.154384,-3.53601,9.1319
604029560,0.0287745,-1.84817,10.2114,0.897865,-1.61549,10.211,1.63385,-3.14415,10.2134,0.155035,-3.54008,10.2141,0.0287656,-1.84847,10.0309,0.897857,-1.61578,10.0305,1.63384,-3.14445,10.0329,0.155026,-3.54037,10.0337
604017320,-0.887818,-0.489077,6.07602,-0.990787,-0.205918,6.07606,-2.56583,-0.614963,6.0766,-2.3577,-1.1873,6.07651,-0.887768,-0.48908,6.22302,-0.990737,-0.205921,6.22306,-2.56578,-0.614966,6.2236,-2.35765,-1.1873,6.22351
604017832,-0.887818,-0.489077,6.07602,-0.990787,-0.205918,6.07606,-2.56583,-0.614963,6.0766,-2.3577,-1.1873,6.07651,-0.887768,-0.48908,6.22302,-0.990737,-0.205921,6.22306,-2.56578,-0.614966,6.2236,-2.35765,-1.1873,6.22351
604017320,-0.887818,-0.489077,6.07602,-0.990787,-0.205918,6.07606,-2.56583,-0.614963,6.0766,-2.3577,-1.1873,6.07651,-0.887768,-0.48908,6.22302,-0.990737,-0.205921,6.22306,-2.56578,-0.614966,6.2236,-2.35765,-1.1873,6.22351
604017832,-0.887818,-0.489077,6.07602,-0.990787,-0.205918,6.07606,-2.56583,-0.614963,6.0766,-2.3577,-1.1873,6.07651,-0.887768,-0.48908,6.22302,-0.990737,-0.205921,6.22306,-2.56578,-0.614966,6.2236,-2.35765,-1.1873,6.22351
604021336,-1.11556,-0.937507,8.31041,-1.4319,-0.259583,8.31085,-3.45148,-0.770071,8.31267,-2.80412,-2.15736,8.31176,-1.11538,-0.937546,8.49087,-1.43173,-0.259622,8.49132,-3.45131,-0.770109,8.49314,-2.80395,-2.1574,8.49222
604025432,-1.6284,-0.305986,9.31294,-1.27814,-1.05758,9.31193,-2.80317,-2.15535,9.31328,-3.44982,-0.767728,9.31513,-1.62864,-0.305861,9.13247,-1.27839,-1.05745,9.13147,-2.80342,-2.15522,9.13282,-3.45007,-0.767604,9.13467
604029528,-1.81395,-0.348226,10.2092,-1.43432,-1.16391,10.2112,-2.81249,-2.15343,10.2138,-3.45845,-0.765486,10.2103,-1.81396,-0.348675,10.0288,-1.43433,-1.16436,10.0308,-2.81249,-2.15387,10.0333,-3.45846,-0.765936,10.0299
