isValid,isFake,pos,xError,yError,zError,chi2,ndof
1,0,0.000690558,0.000615296,-0.0865493,1.93001e-05,1.35279e-05,2.70771e-05,25.5905,50.9996
1,0,0.000737645,0.00061456,0.103363,1.41904e-05,1.78139e-05,1.96301e-05,64.2213,56.9344
1,0,0.000719803,0.000623175,0.0435812,1.82789e-05,2.04257e-05,2.4896e-05,107.735,111.543
1,0,0.000686877,0.000654938,0.0162923,1.71984e-05,2.17528e-05,2.38672e-05,75.4009,94.3271
1,0,0.000719517,0.000589033,-0.0302977,2.325e-05,2.40537e-05,4.50782e-05,39.6352,53.7107
1,0,0.000648064,0.000597244,-0.0897149,3.50911e-05,2.74482e-05,4.58565e-05,43.6861,52.1892
1,0,0.000746914,0.000578113,-0.018337,3.60447e-05,4.42329e-05,4.39646e-05,24.8938,33.8727
1,0,0.000745552,0.000589745,-0.0465554,4.73743e-05,4.12913e-05,5.56987e-05,22.0757,23.2242
1,0,0.000759092,0.000558959,-0.0156928,6.88914e-05,0.000129236,0.000129087,10.0847,16.4535
1,0,0.000203325,0.000397032,-0.0449572,0.000130957,0.000163242,0.000236225,17.9529,9.68867
