pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000717626,0.000667029,0.0436332,-0.827676,-0.18269,-0.530638,0.908084,-2.92435,-0.591033,1,1.03689,3
0.000749967,0.000524536,-0.0302072,-0.465405,-0.149484,0.872384,0.790697,-2.83081,1.34297,1,6.10288,5
0.000686997,0.000695657,0.043242,-0.384523,-0.190325,-0.903282,2.05245,-2.68198,-1.48977,1,9.75877,5
0.000730058,0.000594212,-0.0303728,-0.642349,-0.310287,0.700792,1.17115,-2.6916,0.868856,-1,7.92542,14
0.000383296,0.000843314,-0.0455002,-0.398825,-0.577395,0.712428,0.856801,-2.17527,0.892097,1,4.98942,14
0.000830346,0.000525456,-0.0304158,-0.596752,-0.764415,0.244042,0.943234,-2.23364,0.249068,-1,6.31839,17
0.00146322,3.66948e-05,-0.0888351,-0.564634,-0.734031,0.377342,0.872789,-2.22649,0.396957,-1,13.1102,18
0.000433054,0.000818883,-0.0296762,-0.228734,-0.316639,0.920554,1.14003,-2.19639,1.59265,-1,60.0532,43
0.00071338,0.000621681,0.103384,-0.460059,-0.676769,0.574743,3.82686,-2.16783,0.654576,-1,19.4741,15
9.95091e-05,0.0008664,0.0434434,-0.377085,-0.918424,-0.119602,2.41269,-1.96039,-0.120177,-1,9.51889,13
0.000827809,0.000568133,0.0432802,-0.22159,-0.550291,0.805033,0.913691,-1.95361,1.11275,-1,24.6625,22
0.000863409,0.000585052,0.0435387,-0.163487,-0.978215,-0.127938,0.955424,-1.73639,-0.128643,1,25.6869,13
0.000786835,0.000594126,0.103172,-0.151859,-0.66996,0.7267,1.71525,-1.7937,0.921698,-1,7.35038,12
0.000660725,0.000619196,0.0164203,-0.163684,-0.9864,0.0149513,2.16383,-1.73524,0.0149524,1,11.9372,15
0.000655792,0.000615346,0.0163966,-0.0934297,-0.924222,0.370248,2.06,-1.67154,0.388711,1,30.5206,21
0.000795589,0.000605707,-0.0150349,-0.0141473,-0.299396,-0.954024,0.882225,-1.61801,-1.87476,1,38.5714,43
0.000747595,0.000607213,0.0437538,0.000559864,-0.797821,0.602894,1.13031,-1.57009,0.697681,1,5.75675,15
0.00091302,0.000594303,0.0361469,-0.0609159,-0.8494,0.524222,0.988465,-1.64239,0.582144,-1,10.9107,15
0.000610088,0.000601954,0.0161688,0.0480924,-0.926597,-0.372968,1.62831,-1.51894,-0.391866,1,8.09921,7
0.000780001,0.000614641,-0.0302154,0.0494859,-0.553437,0.83142,1.9724,-1.48162,1.19272,1,6.72899,16
0.000851483,0.000627495,-0.0158267,0.111529,-0.770657,-0.627414,1.12892,-1.42707,-0.73714,1,10.33,13
0.000574094,0.000588831,-0.0865134,0.123692,-0.783589,0.608843,0.926465,-1.41424,0.70708,-1,4.16039,4
0.000711564,0.00060394,-0.0156231,0.313889,-0.779308,-0.542359,1.21104,-1.1879,-0.607491,1,23.3197,12
0.000738757,0.000610119,0.0435376,0.335171,-0.914211,-0.227768,1.75929,-1.21939,-0.231834,-1,9.04807,13
0.000687389,0.000585905,0.0163194,0.459077,-0.837708,-0.295793,0.846119,-1.06948,-0.304903,1,48.048,16
0.000638356,0.000554933,-0.030309,0.463448,-0.715657,0.522543,2.13627,-0.996121,0.579832,1,11.1106,14
0.000733622,0.000609443,0.0437405,0.552735,-0.684805,0.474895,1.14547,-0.891715,0.516372,1,23.8191,17
0.000712307,0.000608251,-0.0899109,0.190194,-0.22852,0.95478,1.32431,-0.876676,1.88325,1,32.9744,43
0.000701417,0.000571795,0.0437191,0.390013,-0.324056,0.861903,2.31488,-0.69329,1.3007,-1,11.8612,21
0.00075006,0.000642499,-0.0304091,0.650522,-0.540631,0.533422,0.75364,-0.693402,0.594917,-1,3.83206,4
0.000748149,0.000659421,-0.0864667,0.467675,-0.307847,-0.828559,0.818966,-0.582153,-1.18352,1,1.9978,7
0.000741709,0.00063755,-0.0304414,0.253994,-0.172698,0.951663,1.69746,-0.597128,1.84912,1,1.56749,1
0.000732083,0.000614956,0.0162696,0.542089,-0.335951,-0.770245,1.43141,-0.554804,-1.02093,1,10.0645,13
0.000721668,0.000620131,-0.0865749,0.618076,-0.36438,-0.696569,15.3438,-0.532692,-0.860605,1,16.3367,15
0.000706281,0.000594116,-0.0865651,0.626659,-0.371324,-0.68514,8.86393,-0.534921,-0.838739,-1,11.4272,14
0.000708425,0.000597476,-0.0865697,0.658273,-0.382742,-0.648217,4.20146,-0.526656,-0.772217,-1,21.8228,16
0.000718678,0.000585083,0.0432673,0.25291,-0.138421,-0.957537,1.50175,-0.500779,-1.9154,-1,32.5296,35
0.000678223,0.000508222,0.043457,0.744534,-0.395522,0.537802,0.839567,-0.488322,0.601058,-1,12.282,15
0.000618312,0.000365328,0.103264,0.862661,-0.428093,0.269357,0.917178,-0.460641,0.276171,-1,4.5102,14
0.000574769,0.000229089,-0.0462642,0.646369,-0.247972,-0.721607,1.7696,-0.366323,-0.91099,-1,1.32834,3
0.000716625,0.000592671,-0.030246,0.607231,-0.217984,0.764038,1.93412,-0.344653,1.00584,-1,39.5685,14
0.00072107,0.000653843,-0.0896862,0.968427,-0.113072,-0.222179,1.1491,-0.116232,-0.225947,1,13.3739,13
0.000737296,0.00094049,-0.086953,0.724285,-0.0459262,-0.687969,1.01996,-0.0633242,-0.84409,-1,6.64914,12
0.000724107,0.000533977,-0.0301153,0.258301,0.00481368,0.966053,1.84414,0.0186338,2.02948,1,41.3493,39
0.000715557,0.000613948,-0.0896046,0.421096,0.092911,0.902245,3.0481,0.217161,1.48416,-1,27.1239,27
0.000717152,0.000608756,-0.0865039,0.961868,0.261887,0.0788968,1.35698,0.265825,0.0790611,1,2.35992,8
0.000726352,0.00059652,-0.0305054,0.557879,0.158869,0.814574,1.06203,0.27743,1.14048,-1,0.381653,3
